,D,Pval.normal,Pval.beta,window
55,-0.279757226698087,0.779663769949691,0.886109618800653,5500
56,-0.247152598831105,0.804790128085203,0.906631788065393,5600
57,-0.150760574965717,0.880164587338321,0.966664588477835,5700
58,-0.067916510325106,0.945852095760862,0.982515052861978,5800
59,0.006282548004555,0.994987284920337,0.937618048973671,5900
60,-0.091178989083928,0.927350369683137,0.996712141069923,6000
61,0.052448264078964,0.958171517836103,0.909984377222744,6100
62,0.111498307705703,0.911221207488826,0.87497985802216,6200
63,-0.146777810909285,0.883307399303422,0.969124312286936,6300
64,-0.122252425662281,0.902699108116623,0.984234392756138,6400
65,-0.053076698659174,0.95767079705375,0.973488405292397,6500
66,-0.120630452762503,0.903983747155675,0.985231464138975,6600
67,-0.1219723219619,0.90292093844905,0.984406599971259,6700
68,-0.015410936949104,0.987704338039822,0.950683246613683,6800
69,-0.155000911298002,0.876820598877115,0.964043969063994,6900
70,-0.772229385083654,0.439978580359302,0.563360380524525,7000
71,-1.03742236833657,0.299539058159205,0.37999576228017,7100
72,-1.68175622497833,0.092616120389031,0,7200
73,-2.25808823728704,0.023940158837591,0,7300
74,-3.22136371719979,0.001275821233135,0,7400
75,-3.68471539988684,0.00022895832914,0,7500
76,-6.33637628509778,2.35E-10,0,7600
77,-6.33367997763159,2.39E-10,0,7700
78,-6.32534805038426,2.53E-10,0,7800
79,-3.71880153196126,0.000200170245846,0,7900
80,-2.84543589670479,0.004435068524587,0,8000
81,-2.54539807872283,0.010915322345891,0,8100
82,-1.88242684386563,0.059778084021426,0,8200
83,-1.48242629650655,0.138226901259225,0.057135620035751,8300
84,-0.538873340757476,0.589974253448715,0.719231620892469,8400
85,-1.24610794927829,0.212724766829586,0.231067952207941,8500
86,-1.00852498957537,0.313202497172765,0.400295151254408,8600
87,-0.947639163392246,0.343313181559282,0.442810362788868,8700
88,-0.997324033420849,0.318607251708008,0.408142472571322,8800
89,-0.780040497545909,0.435367038285045,0.558053531941086,8900
90,-0.706324245296862,0.479986519114072,0.607907114136311,9000
91,-0.704951705660027,0.480840291118144,0.608830479380495,9100
92,-0.60685643592537,0.543946191115191,0.674359181053447,9200
93,-0.551268753642394,0.581449454835996,0.711083247852963,9300
94,-0.621721489824093,0.534125018443032,0.664488223683194,9400
95,0.099184848359129,0.920991504792226,0.882247322264809,9500
96,0.012852177225162,0.989745728517579,0.933671457391639,9600
97,-0.008752096147197,0.993016926759225,0.94666745594813,9700
98,0.012852177225162,0.989745728517579,0.933671457391639,9800
99,-0.210129446555012,0.833566643475241,0.929803226295254,9900
100,-0.220599798282973,0.825404058138402,0.923264496310904,10000
101,0.032256244582729,0.97426770279577,0.922042207874535,10100
102,-0.026687510845129,0.978708974487586,0.957494788741105,10200
103,-0.146308553669428,0.883677813670548,0.969414012698085,10300
104,-0.126573867552368,0.899277681227254,0.981576533606818,10400
105,-0.099904447857658,0.920420185140893,0.997947915769497,10500
106,-0.011958233033515,0.990458937882877,0.948600404286128,10600
107,-0.01170720180334,0.99065921780378,0.948449019971568,10700
108,0.185466571814359,0.85286309721292,0.83168129480056,10800
109,0.328338370393974,0.742655835409372,0.749824466514738,10900
110,0.155946056301555,0.876075541696761,0.848887661176513,11000
111,-0.168929685743392,0.86585194890685,0.95542249120799,11100
112,-0.231154438650362,0.817194824168074,0.916661716439024,11200
113,0.184681970869375,0.853478488077331,0.832137328705851,11300
114,0.283743702649472,0.776606800662904,0.775119046967445,11400
115,0.252471751744675,0.800676445866076,0.792996048046784,11500
116,0.077976324107023,0.93784688626283,0.894804174013421,11600
117,0.095195993772212,0.924159152043903,0.884605180172915,11700
118,0.026534479471411,0.978831032632786,0.925467112299157,11800
119,-0.01137078379521,0.99092762266775,0.948246153853796,11900
120,-0.036464353934741,0.970912101235061,0.963411500917374,12000
121,0.18145955527784,0.856006876313837,0.834011029163823,12100
122,0.387047993916141,0.698720677536763,0.716884602927081,12200
123,-0.191270890366171,0.848313366158148,0.941551861311464,12300
124,-0.2268743033827,0.820521483998585,0.919340666069563,12400
125,-0.084460651316584,0.932690186714894,0.992606040620705,12500
126,0.093195453339553,0.925748286380055,0.88578838792206,12600
127,0.047362336640635,0.962224446321831,0.913017273269628,12700
128,-0.022803515050266,0.981807004150233,0.955147139663342,12800
129,0.059059834074372,0.952904450533786,0.9060459384906,12900
130,0.2789702510881,0.780267654979052,0.777840465420575,13000
131,-0.39864653232769,0.690153669832634,0.810368154141483,13100
132,-0.359470521115741,0.719243126825221,0.835482771156129,13200
133,-0.359470521115741,0.719243126825221,0.835482771156129,13300
134,-0.370951694424675,0.710673511021742,0.8281383662052,13400
135,-0.630263818750393,0.52852199095034,0.658806218495078,13500
136,-0.465394795114402,0.641648760834476,0.767227441551756,13600
137,-0.419659358231805,0.674734318939095,0.796834596069315,13700
138,-0.325080440057722,0.745120192263039,0.857402819076565,13800
139,-0.051360387823813,0.959038349027475,0.972445937716367,13900
140,-0.051360387823813,0.959038349027475,0.972445937716367,14000
141,-0.066984667271194,0.946593909527859,0.98194754749663,14100
142,-1.8636765569332,0.062367139449536,0,14200
143,-1.78575927651577,0.074138243041301,0,14300
144,-1.78575927651577,0.074138243041301,0,14400
145,-1.82853783586769,0.067468872632227,0,14500
146,-1.79107736432022,0.073280881004473,0,14600
147,-1.67974931474325,0.093006100460412,0,14700
148,-1.38020037976614,0.167524957116505,0.133131663133029,14800
149,-1.48325662277626,0.138006242373813,0.056512714788524,14900
150,-1.19250897252708,0.233061734680778,0.269714079920077,15000
151,-1.12709390462437,0.259702780203637,0.316507157235263,15100
152,0.184681970869375,0.853478488077331,0.832137328705851,15200
153,0.121546774340106,0.903257968739009,0.869061729666767,15300
154,-0.644300261268171,0.519380746253829,0.649454602883742,15400
155,-0.922112636139964,0.356469826474973,0.460532149659085,15500
156,-1.26107440365115,0.207282041670967,0.220226900746874,15600
157,-1.87837353356885,0.060330083516708,0,15700
158,-2.82153181929465,0.004779489583581,0,15800
159,-3.57233555827123,0.000353811651587,0,15900
160,-4.4442014756399,8.82E-06,0,16000
161,-5.49431743014339,3.92E-08,0,16100
162,-5.95786677980482,2.56E-09,0,16200
163,-6.19174023524624,5.95E-10,0,16300
164,-6.4378870955319,1.21E-10,0,16400
165,-6.4401779027929,1.19E-10,0,16500
166,-6.43904855650828,1.20E-10,0,16600
167,-6.43154645389645,1.26E-10,0,16700
168,-6.43154645389645,1.26E-10,0,16800
169,-6.41542732397003,1.40E-10,0,16900
170,-5.94798484677731,2.71E-09,0,17000
171,-5.17274764505437,2.31E-07,0,17100
172,-4.35702040489543,1.32E-05,0,17200
173,-3.33232751476647,0.000861228378316,0,17300
174,-1.61548230796549,0.106206288624642,0,17400
175,-0.82968269388573,0.406718208654391,0.524192803350642,17500
176,-0.1219723219619,0.90292093844905,0.984406599971259,17600
177,-0.004723618718431,0.99623111156905,0.944240301356184,17700
178,0.374922559591371,0.707718060711601,0.723653814474191,17800
179,0.435997020461378,0.66283889134591,0.689739761800439,17900
180,0.422115405371098,0.672940783907945,0.697408113884828,18000
181,0.538849893777418,0.589990433262951,0.633669066545135,18100
182,0.565691991137399,0.57160318052905,0.619256036874091,18200
183,0.623305016734174,0.533084101720346,0.588634971190472,18300
184,0.348228339107673,0.727668706563034,0.738618664071485,18400
185,0.4197272402039,0.674684723052086,0.698729744376341,18500
186,0.252555720405766,0.800611550858193,0.792947893827044,18600
187,0.234093545294615,0.814912356841211,0.803555212818981,18700
188,0.49994390815906,0.617114573990427,0.654722791960136,18800
189,0.414446907574669,0.678546841940927,0.7016544014746,18900
190,0.449590543931351,0.653005707674391,0.682253533704509,19000
191,0.489675841044544,0.624363299945971,0.660311158276074,19100
192,0.376564987363712,0.706496911544848,0.722735863986798,19200
193,0.297893136004228,0.76578472693322,0.767067940252796,19300
194,0.49787674526413,0.618570918945763,0.655846774713619,19400
195,0.339636280657321,0.734130452556935,0.743453554909831,19500
196,0.328626959483041,0.742437668141393,0.749661541633319,19600
197,0.079198186911425,0.936874986699474,0.894079398182694,19700
198,-0.419659358231805,0.674734318939095,0.796834596069315,19800
199,-0.378087896136536,0.705365299601115,0.823566771700821,19900
200,-0.456703731978928,0.647884008058017,0.772869501849651,20000
201,-0.413313710286061,0.679376786185417,0.800926194438886,20100
202,-0.461230820327074,0.6446330118429,0.769931533959674,20200
203,-0.084460651316584,0.932690186714894,0.992606040620705,20300
204,-0.308482020327864,0.757715579313525,0.867940014803165,20400
205,-0.29186796896395,0.770387574736816,0.878459271142707,20500
206,-0.187733343799529,0.851085690400582,0.943751611024483,20600
207,-0.266279479092848,0.790023976067954,0.894605985131341,20700
208,-0.399125163415344,0.689800981834446,0.810060373277048,20800
209,-0.391454277619082,0.695461478815801,0.814990351428681,20900
210,-0.337907088541814,0.735433205565375,0.849241061591461,21000
211,-0.359539458228836,0.719191565008476,0.835438711997786,21100
212,-0.160836548683108,0.87222213827516,0.960434351645141,21200
213,-0.189410809668287,0.849770852927495,0.942708675331943,21300
214,-0.097454240497794,0.922365671984246,0.999448245329585,21400
215,-0.019828614785404,0.984180091070129,0.953350084334642,21500
216,0.23230185801386,0.81630356942273,0.804586713089275,21600
217,0.35718672701991,0.720952021706897,0.73358703353705,21700
218,0.513407128385692,0.607666560250443,0.647415576675821,21800
219,0.407836519063163,0.683393700661612,0.705320547275858,21900
220,0.435440513291457,0.663242708937318,0.690046726766678,22000
221,0.512528237032513,0.608281363310627,0.647891900560597,22100
222,0.402802141377637,0.687093785711719,0.708116205540364,22200
223,0.385184879628443,0.700100445039507,0.717923559643662,22300
224,0.394185391763833,0.693444170086577,0.712908358487883,22400
225,0.333287748693921,0.738917086381622,0.747031633425073,22500
226,0.166917515676047,0.867434950980349,0.842481290972433,22600
227,0.235907059955999,0.813504789800352,0.802511523647152,22700
228,0.239349766799556,0.810834378287857,0.800531269424982,22800
229,0.347598216320998,0.728141946018289,0.738972944754418,22900
230,0.286183866743721,0.774737299702994,0.773728902904812,23000
231,0.138778361259602,0.889625293715508,0.85893934186657,23100
232,0.164049246252969,0.869692376015396,0.844154794544901,23200
233,0.064793117213586,0.948338721604471,0.902634576411899,23300
234,0.167994075762656,0.866587939701715,0.841853407984703,23400
235,-0.005086475317904,0.995941597374936,0.944458850271774,23500
236,-0.118321418659544,0.905812986970125,0.986650413597684,23600
237,-0.297014710776871,0.76645527808565,0.875203575739957,23700
238,-0.244388510617481,0.806929939253568,0.908366585747622,23800
239,-0.230020012993099,0.818076218511987,0.917371940063341,23900
240,-0.279531315335411,0.779837109243216,0.88625218542014,24000
241,-0.345045824892479,0.730059920501058,0.844691436146378,24100
242,-0.271989669408195,0.785629962635591,0.891008539603741,24200
243,-0.361268796365543,0.717898517648866,0.834333300182185,24300
244,-0.489194778234323,0.624703806040102,0.75173908636105,24400
245,-0.390053076377117,0.696497299722275,0.815890253711355,24500
246,-0.338988011686319,0.734618761338338,0.848552501353035,24600
247,-0.329488379234127,0.741786576080813,0.854599857576925,24700
248,-0.107940400626797,0.914042969257991,0.993022829237885,24800
249,0.048651475518662,0.96119704697242,0.912248251404993,24900
250,0.160405249506176,0.872561854657021,0.846282241852859,25000
251,0.013684424104755,0.989081750049284,0.933171833906196,25100
252,-0.181943343097139,0.855627189267808,0.947349204760342,25200
253,-0.218706659814884,0.826878560796077,0.924447596209078,25300
254,0.185047521746584,0.8531917622014,0.831924850712531,25400
255,0.235092094988782,0.814137254066647,0.802980494154844,25500
256,0.200465770001692,0.841116326188661,0.822976798733485,25600
257,0.258219133107123,0.796237792435194,0.789701938988736,25700
258,0.335185547285084,0.737485123677163,0.745961517393644,25800
259,0.133214778206161,0.894023523695738,0.862203930256892,25900
260,0.049406793830974,0.960595114081796,0.91179775909379,26000
261,0.18652021075062,0.852036831062939,0.83106899808748,26100
262,0.419400043063117,0.674923792643077,0.69891087237886,26200
263,0.579061187577798,0.562547887539261,0.612111933054114,26300
264,0.197899811107684,0.843123451968567,0.824464082935036,26400
265,-0.031828940105933,0.974608467456803,0.960604978738549,26500
266,0.005493678635617,0.995616700683004,0.938092263637374,26600
267,0.050682017567869,0.959578906133605,0.911037323106958,26700
268,-4.8785075687319,1.07E-06,0,26800
269,-4.92493855930588,8.44E-07,0,26900
270,-5.09861249307857,3.42E-07,0,27000
271,-6.19223403563957,5.93E-10,0,27100
272,-6.20444319644272,5.49E-10,0,27200
273,-6.266849308589,3.68E-10,0,27300
274,-6.18007762660719,6.41E-10,0,27400
275,-6.18007762660719,6.41E-10,0,27500
276,-6.14524610790854,7.98E-10,0,27600
277,-0.447149271976154,0.654767285427954,0.779063498748986,27700
278,-0.627271402597093,0.530481345694251,0.660797445035968,27800
279,-0.908681643350336,0.36351819657551,0.469832217571322,27900
280,-5.68697950245855,1.29E-08,0,28000
281,-5.55132924904558,2.84E-08,0,28100
282,-5.46075221056735,4.74E-08,0,28200
283,-5.3246317212938,1.01E-07,0,28300
284,-5.26365486742459,1.41E-07,0,28400
285,-5.1931143758818,2.07E-07,0,28500
286,-5.09877091404312,3.42E-07,0,28600
287,-5.16273259554071,2.43E-07,0,28700
288,-0.784122329481915,0.432968334263126,0.555278063468135,28800
289,-0.559719669388463,0.575670663853967,0.705519346374955,28900
290,-0.192388419812247,0.847437962621272,0.940856679599794,29000
291,0.034688243442073,0.972328335660903,0.920587556973949,29100
292,0.226270022861965,0.820991412091307,0.808062049453358,29200
293,0.297921218789605,0.765763292662583,0.767051984387688,29300
294,0.250628813277958,0.802101102794912,0.794053139679557,29400
295,0.002041320651132,0.998371262899969,0.940168380459004,29500
296,-0.058857631034948,0.953065505050023,0.977001992885895,29600
297,0.146938937272523,0.883180217971661,0.854157188059135,29700
298,0.297899630229463,0.765779770180284,0.767064250404651,29800
299,0.438651543159514,0.660914043333574,0.68827607258748,29900
300,0.589592901735129,0.555463611702943,0.606500383517367,30000
301,0.542232235708203,0.587658531044862,0.631847817759423,30100
302,0.604146285992387,0.545746388763777,0.598769727557967,30200
303,0.532650081631618,0.59427582716381,0.637011192176569,30300
304,0.474169370889983,0.635379133177215,0.668775544123564,30400
305,0.459587398486694,0.645812405953296,0.676762635107808,30500
306,0.446159414214841,0.65548209760657,0.684140975034976,30600
307,0.490194786500244,0.623996069666552,0.660028406207845,30700
308,0.662388237066195,0.507722440372901,0.56811059471574,30800
309,0.612258137155721,0.540366982255261,0.594472772606555,30900
310,0.578562647287034,0.562884314622107,0.612377923646837,31000
311,0.501926228110663,0.61571941496569,0.653645445948943,31100
312,0.553263621301725,0.580082907627,0.625918043903662,31200
313,0.694624071301087,0.487290922954299,0.551335606356196,31300
314,0.767378944473631,0.442856243542832,0.513995214468784,31400
315,0.948243475185651,0.343005519320965,0.424422877694955,31500
316,1.02431419095963,0.305686897256919,0.388207722745165,31600
317,0.942304329220598,0.346036852336536,0.42728771801524,31700
318,0.657017131733219,0.511169900878663,0.570919175398249,31800
319,0.668866653676638,0.503580543537715,0.56472812592371,31900
320,0.82164702614834,0.411277816676771,0.486622727644891,32000
321,0.803367369049678,0.421762429641263,0.495796366637194,32100
322,0.841085025781794,0.400300303267403,0.476920171232758,32200
323,0.653319894384318,0.513550069442511,0.572854717688327,32300
324,0.502026131799855,0.615649139326082,0.653591163646564,32400
325,0.350992348528993,0.725594088675437,0.737065186437329,32500
326,-0.053305812501613,0.95748824908172,0.9736275902427,32600
327,-0.053305812501613,0.95748824908172,0.9736275902427,32700
328,0.123384912977686,0.901802303482874,0.867980363228416,32800
329,0.029562189782521,0.976416220307195,0.923654356185228,32900
330,-0.410432893941985,0.68148842061437,0.802782395258627,33000
331,-0.369287955448816,0.711913102249258,0.829203460785297,33100
332,-0.835373979184498,0.403507175862131,0.520296036088524,33200
333,-0.86438782972437,0.3873748762162,0.500383417023718,33300
334,-1.06416403567905,0.287254396097221,0.361141185561714,33400
335,-0.89060394890759,0.373141679967554,0.48232324502048,33500
336,-0.25986889194122,0.794964907715591,0.898640726234511,33600
337,0.31961297103645,0.749261740298332,0.754755116970213,33700
338,0.364988076769086,0.715120306563984,0.729213111206862,33800
339,0.454486723571264,0.649478545520918,0.679562698910537,33900
340,0.628046810342728,0.529973275472609,0.586134060702649,34000
341,0.628046810342728,0.529973275472609,0.586134060702649,34100
342,0.536484269959387,0.591623904418972,0.634943722766711,34200
343,0.571987094871516,0.567330717580937,0.615889244118809,34300
344,0.782780761134016,0.433755867105081,0.506184440118228,34400
345,0.556400782980939,0.577936903763424,0.624234551693942,34500
346,0.259536594996164,0.795221250324957,0.788947377247778,34600
347,0.037626724816156,0.969985299683479,0.918830825975689,34700
348,-0.066401760504433,0.947057968618501,0.981592596202593,34800
349,-0.325080440057722,0.745120192263039,0.857402819076565,34900
350,-0.127359005535362,0.898656260805246,0.981093431816159,35000
351,-0.082494782212584,0.93425326738507,0.991405449721588,35100
352,-0.081686372196666,0.934896115552051,0.990911858475329,35200
353,0.144325516653394,0.885243429867637,0.855687855143385,35300
354,0.057344131630522,0.954271066210639,0.907067501879176,35400
355,0.009316647138547,0.99256649862774,0.935794783930829,35500
356,-0.067410555360386,0.94625486634217,0.982206907784358,35600
357,0.002033322454499,0.998377644524333,0.940173191770192,35700
358,-0.01346447709969,0.989257226200602,0.94950888723606,35800
359,0.252471751744675,0.800676445866076,0.792996048046784,35900
360,0.453419925843366,0.650246390959984,0.68014873518331,36000
361,0.509607495105401,0.610326471866243,0.649475526602716,36100
362,0.509607495105401,0.610326471866243,0.649475526602716,36200
363,0.42179727465066,0.673172995139048,0.697584129756637,36300
364,0.421532714458901,0.673366127691732,0.697730515480907,36400
365,0.519056156042983,0.603721581561917,0.644356362026416,36500
366,0.612743947620943,0.540045658744813,0.594215705867727,36600
367,0.615093225791959,0.538493155525872,0.592973021414709,36700
368,0.854869708428556,0.392623281831361,0.470072473703161,36800
369,0.808608504870387,0.418740371196042,0.493161244314885,36900
370,0.617098451961287,0.537169789700215,0.591912901110379,37000
371,0.292374679983573,0.770000165318015,0.770205175235045,37100
372,0.211422771367857,0.832557389344483,0.816634365379509,37200
373,0.165605708168029,0.868467254858351,0.843246554889714,37300
374,0.249053708567259,0.803319236546412,0.794956916803513,37400
375,0.187460577452187,0.851299530362282,0.830522633546133,37500
376,0.252429510737146,0.800709092262451,0.793020272664829,37600
377,0.280525082897353,0.779074684312976,0.7769537387978,37700
378,0.226434796993639,0.820863266560603,0.807967056540559,37800
379,0.195771965542948,0.844788653703852,0.825697997905223,37900
380,0.21765233021646,0.827700008149421,0.813034537531529,38000
381,0.310854573646457,0.755911179662653,0.75971348685761,38100
382,0.400248962793156,0.688973154785929,0.709535199404697,38200
383,0.447316208934429,0.654646765353727,0.68350446753805,38300
384,0.297435010475664,0.766134417936066,0.767328247666873,38400
385,0.251739920556779,0.801242098302625,0.793415772132713,38500
386,0.228892375597336,0.818952566665358,0.806550624427464,38600
387,0.150263280256524,0.88055690212458,0.852211248838061,38700
388,0.09180710584068,0.926851298264132,0.886609778847352,38800
389,-0.018245863587982,0.985442714863813,0.952394376542707,38900
390,-1.31069575762979,0.189960572541218,0.184124489951689,39000
391,-1.37652721923968,0.16865846624204,0.135839381648276,39100
392,-1.26233534010142,0.20682814524603,0.219312528006168,39200
393,-1.23506659615934,0.216805720049185,0.23905178782682,39300
394,-1.29481651944943,0.195383531906293,0.195704373287432,39400
395,-1.16343707821523,0.244652213252715,0.290560148576406,39500
396,-1.07857060943916,0.28077918914179,0.350955898565386,39600
397,-1.16370540366906,0.244543418809932,0.29036811342064,39700
398,-1.20054599068296,0.229927362350807,0.263936860614976,39800
399,-0.809459870725254,0.418250676353731,0.538014618299155,39900
400,0.718343775711009,0.472545344815019,0.539082021045402,40000
401,0.598299487282564,0.549640118660216,0.601872188466124,40100
402,0.653182899900775,0.51363837301911,0.572926470723543,40200
403,0.533614258196247,0.593608441489943,0.636491113099136,40300
404,0.613808590549127,0.539341819862227,0.593652457992755,40400
405,0.501536525255095,0.615993578836254,0.653857201572654,40500
406,0.323428388841089,0.746370832688361,0.752597944800304,40600
407,0.162600098583185,0.870833309367719,0.845000659710368,40700
408,0.184075023020181,0.85395460039561,0.832490153298559,40800
409,-0.010307121384963,0.991776252591576,0.947604826676646,40900
410,-0.132582731486925,0.894523390117244,0.977877583199221,41000
411,-0.147539995734149,0.88270581310504,0.968653721189584,41100
412,-0.338422066383085,0.735045147543281,0.848913029526302,41200
413,-0.324229763421577,0.74576409019846,0.857943530188246,41300
414,-0.49046184037743,0.623807126144954,0.750912964737727,41400
415,-0.424071990307482,0.671513312044529,0.793987036079983,41500
416,-0.351967199629408,0.72486286138762,0.840275459813128,41600
417,-0.328664168498561,0.742409540415442,0.855124112971275,41700
418,-0.350705714523079,0.725809137971126,0.841080670342248,41800
419,-0.416732113202188,0.676874362605854,0.798722543861344,41900
420,-0.433066029617161,0.664966800908555,0.78817704703142,42000
421,-0.351847622967536,0.724952541310731,0.840351792867966,42100
422,-0.189410809668287,0.849770852927495,0.942708675331943,42200
423,-0.158141603582636,0.874345218144529,0.962101743818676,42300
424,-0.042054646709406,0.966455134842555,0.966799223882657,42400
425,0.018432233462487,0.98529403822218,0.930323017454414,42500
426,0.015193380775806,0.987877902429495,0.932266152619848,42600
427,0.094740305198639,0.924521103023645,0.88487465540224,42700
428,-1.46349783812342,0.143331204751205,0.071308169683455,42800
429,-3.2588823480345,0.001118520429105,0,42900
430,-3.3247368544075,0.000885020237312,0,43000
431,-3.53389843405049,0.000409478397278,0,43100
432,-3.34304155672889,0.000828654893466,0,43200
433,-3.10039978767741,0.001932595976454,0,43300
434,-3.20449562542837,0.00135299346414,0,43400
435,-3.28605604857646,0.001016007912639,0,43500
436,-3.40513681309601,0.00066130913529,0,43600
437,-3.4197385090512,0.0006268135699,0,43700
438,-3.34905753949707,0.000810869540792,0,43800
439,-2.98757590292563,0.002811994592964,0,43900
440,-2.8165440422669,0.004854338678953,0,44000
441,-2.78580394089704,0.005339515614073,0,44100
442,-3.27417438315193,0.001059711924729,0,44200
443,-6.43744860721432,1.21E-10,0,44300
444,-6.3165986612244,2.67E-10,0,44400
445,-6.24371116525363,4.27E-10,0,44500
446,-6.21282042435267,5.20E-10,0,44600
447,-6.21462496082775,5.14E-10,0,44700
448,-5.97440156813535,2.31E-09,0,44800
449,-5.69101460518304,1.26E-08,0,44900
450,-5.60989333751079,2.02E-08,0,45000
451,-5.4959958632301,3.89E-08,0,45100
452,-5.32520271967824,1.01E-07,0,45200
453,-5.33284751332576,9.67E-08,0,45300
454,-5.3863846833378,7.19E-08,0,45400
455,-5.4142903359018,6.15E-08,0,45500
456,-0.843753385639637,0.398807228642711,0.514553218797412,45600
457,-0.386119424901632,0.699408224296694,0.818415544136587,45700
458,0.022332698907179,0.9821825654258,0.927984465697383,45800
459,-0.019653125055472,0.98432008433556,0.953244105602265,45900
460,0.118422676616301,0.905732758859159,0.870900485110462,46000
461,0.167089141901785,0.867299909418546,0.842381184478853,46100
462,0.061737553601765,0.950771833546184,0.904452217829093,46200
463,0.153114372604741,0.878308081825171,0.850543324061898,46300
464,0.132642596431844,0.894476042964061,0.862539870967632,46400
465,0.336822788621306,0.736250493021302,0.74503866695382,46500
466,0.328312404723841,0.742675465922605,0.749839126091015,46600
467,0.351012745716757,0.7255787863579,0.737053725845202,46700
468,0.172520617754863,0.863028253742858,0.839214826267004,46800
469,0.101241074995899,0.919359091075158,0.881032553629221,46900
470,0.029900365142664,0.976146514639133,0.923451945318206,47000
471,0.065213314590133,0.948004160185814,0.902384696984,47100
472,-0.001129933668641,0.999098443562904,0.942076590233213,47200
473,0.020984482417617,0.983258034188156,0.928792611166225,47300
474,-0.033514914902813,0.973263972141179,0.961625489145992,47400
475,-0.322542323936489,0.747041879602658,0.859015892863071,47500
476,-0.031828940105933,0.974608467456803,0.960604978738549,47600
477,-0.067182407700555,0.946436490100816,0.982067966434605,47700
478,-0.307322918752404,0.758597592592492,0.868674810461539,47800
479,-1.65773000241756,0.097371975243448,0,47900
480,-2.6651430000335,0.007695559135238,0,48000
481,-3.26155581762468,0.001108026156305,0,48100
482,-6.26175340800646,3.81E-10,0,48200
483,-6.19766714827482,5.73E-10,0,48300
484,-6.18879354623248,6.06E-10,0,48400
485,-6.25075377562579,4.08E-10,0,48500
486,-6.31818756404204,2.65E-10,0,48600
487,-4.09481110343275,4.23E-05,0,48700
488,-3.62789417181499,0.000285742332087,0,48800
489,-2.30690622419952,0.021060048475679,0,48900
490,-1.19968153569395,0.230263046731933,0.264558550958852,49000
491,-0.282480416004086,0.777575161147784,0.884390679037772,49100
492,0.695865077506696,0.486513329456858,0.550692608361267,49200
493,0.681458546084859,0.495581388375004,0.558169831322321,49300
494,0.869055966721541,0.384816519718675,0.463054073237324,49400
495,0.635065934308451,0.525385413535458,0.582437488746157,49500
496,0.278644019894791,0.780518027087694,0.778026552247678,49600
