Window,segsites
11499.5,0.04625
11599.5,0.04
11699.5,0.0325
11799.5,0.03125
11899.5,0.03
11999.5,0.02625
12099.5,0.02375
12199.5,0.01875
12299.5,0.02375
12399.5,0.03125
12499.5,0.035
12599.5,0.035
12699.5,0.0375
12799.5,0.03625
12899.5,0.04375
12999.5,0.0425
13099.5,0.0425
13199.5,0.05
13299.5,0.0525
13399.5,0.055
13499.5,0.05
13599.5,0.05
13699.5,0.04375
13799.5,0.04625
13899.5,0.044619422572179
13999.5,0.029085872576177
14099.5,0.023545706371191
14199.5,0.024930747922438
14299.5,0.032122905027933
14399.5,0.037709497206704
14499.5,0.047486033519553
14599.5,0.051675977653631
14699.5,0.045092838196287
14799.5,0.052896725440806
14899.5,0.056675062972292
14999.5,0.064231738035265
15099.5,0.0675
15199.5,0.0675
15299.5,0.065019505851756
15399.5,0.063186813186813
15499.5,0.070503597122302
15599.5,0.06588579795022
15699.5,0.067349926793558
15799.5,0.051244509516838
15899.5,0.042459736456808
15999.5,0.035767511177347
16099.5,0.028985507246377
16199.5,0.024623803009576
16299.5,0.018324607329843
16399.5,0.015463917525773
16499.5,0.02319587628866
16599.5,0.03479381443299
16699.5,0.036082474226804
16799.5,0.039340101522843
16899.5,0.03875
16999.5,0.04
17099.5,0.042659974905897
17199.5,0.045169385194479
17299.5,0.035131744040151
17399.5,0.025094102885822
17499.5,0.028967254408061
17599.5,0.026448362720403
17699.5,0.029411764705882
17799.5,0.027359781121751
17899.5,0.029972752043597
17999.5,0.029972752043597
18099.5,0.036784741144414
18199.5,0.043775649794802
18299.5,0.039772727272727
18399.5,0.043731778425656
18499.5,0.042349726775956
18599.5,0.045393858477971
18699.5,0.040053404539386
18799.5,0.042723631508678
18899.5,0.036048064085447
18999.5,0.033467202141901
19099.5,0.029255319148936
19199.5,0.038961038961039
19299.5,0.048051948051948
19399.5,0.061038961038961
19499.5,0.063636363636364
19599.5,0.067532467532468
19699.5,0.068062827225131
19799.5,0.070221066319896
19899.5,0.076826196473552
19999.5,0.066750629722922
20099.5,0.058154235145386
20199.5,0.04424778761062
20299.5,0.042983565107459
20399.5,0.036662452591656
20499.5,0.036386449184442
20599.5,0.032467532467533
20699.5,0.02477183833116
20799.5,0.023468057366363
20899.5,0.023376623376623
20999.5,0.024675324675325
21099.5,0.033766233766234
21199.5,0.033766233766234
21299.5,0.036363636363636
21399.5,0.037641154328733
21499.5,0.04125
21599.5,0.03875
21699.5,0.03625
21799.5,0.0325
21899.5,0.0275
21999.5,0.026751592356688
22099.5,0.024203821656051
22199.5,0.021656050955414
22299.5,0.039490445859873
22399.5,0.042796005706134
22499.5,0.046827794561934
22599.5,0.048338368580061
22699.5,0.04380664652568
22799.5,0.042836041358937
22899.5,0.044313146233383
22999.5,0.041916167664671
23099.5,0.031437125748503
23199.5,0.035904255319149
23299.5,0.039190897597977
23399.5,0.042983565107459
23499.5,0.048040455120101
23599.5,0.051136363636364
23699.5,0.052631578947369
23799.5,0.055374592833876
23899.5,0.04885993485342
23999.5,0.043973941368078
24099.5,0.037459283387622
24199.5,0.039087947882736
24299.5,0.035830618892508
24399.5,0.035663338088445
24499.5,0.03387703889586
24599.5,0.04125
24699.5,0.04125
24799.5,0.04375
24899.5,0.04625
24999.5,0.0525
25099.5,0.065
25199.5,0.07
25299.5,0.07125
25399.5,0.065217391304348
25499.5,0.056265984654732
25599.5,0.052429667519182
25699.5,0.051546391752577
25799.5,0.042525773195876
25899.5,0.036082474226804
25999.5,0.033505154639175
26099.5,0.036096256684492
26199.5,0.034626038781164
26299.5,0.038781163434903
26399.5,0.041782729805014
26499.5,0.040816326530612
26599.5,0.03935860058309
26699.5,0.031157270029674
26799.5,0.022255192878338
26899.5,0.017094017094017
26999.5,0.016085790884719
27099.5,0.013404825737266
27199.5,0.009333333333333
27299.5,0.015228426395939
27399.5,0.019035532994924
27499.5,0.02
27599.5,0.0275
27699.5,0.03375
27799.5,0.04375
27899.5,0.04625
27999.5,0.04625
28099.5,0.04875
28199.5,0.0525
28299.5,0.04875
28399.5,0.04625
28499.5,0.04125
28599.5,0.03875
28699.5,0.03887399463807
28799.5,0.040816326530612
28899.5,0.036443148688047
28999.5,0.034985422740525
29099.5,0.042274052478134
29199.5,0.03935860058309
29299.5,0.042274052478134
29399.5,0.034985422740525
29499.5,0.034626038781164
29599.5,0.039641943734015
29699.5,0.037084398976982
29799.5,0.043478260869565
29899.5,0.040920716112532
29999.5,0.042199488491049
30099.5,0.041310541310541
30199.5,0.046511627906977
30299.5,0.045694200351494
30399.5,0.045936395759717
30499.5,0.049469964664311
30599.5,0.031971580817052
30699.5,0.030797101449275
30799.5,0.032786885245902
30899.5,0.029929577464789
30999.5,0.025449101796407
31099.5,0.023643949930459
31199.5,0.027700831024931
31299.5,0.026315789473684
31399.5,0.026206896551724
31499.5,0.032608695652174
31599.5,0.03625
31699.5,0.03875
31799.5,0.045092838196287
31899.5,0.051987767584098
31999.5,0.045126353790614
32099.5,0.048458149779736
32199.5,0.056497175141243
32299.5,0.051181102362205
32399.5,0.038961038961039
32499.5,0.055555555555556
32599.5,0
32699.5,0
32799.5,0
32899.5,0
32999.5,0
33099.5,0
33199.5,0
33299.5,0
33399.5,0.059405940594059
33499.5,0.054726368159204
33599.5,0.069767441860465
33699.5,0.07035175879397
33799.5,0.062248995983936
33899.5,0.053511705685619
33999.5,0.053008595988539
34099.5,0.052697616060226
34199.5,0.050257731958763
34299.5,0.054333764553687
34399.5,0.045278137128073
34499.5,0.039948453608248
34599.5,0.037371134020619
34699.5,0.038659793814433
34799.5,0.036082474226804
34899.5,0.036082474226804
34999.5,0.041405269761606
35099.5,0.04125
35199.5,0.04875
35299.5,0.04625
35399.5,0.0525
35499.5,0.055
35599.5,0.06
35699.5,0.055207026348808
35799.5,0.049159120310479
35899.5,0.040103492884864
35999.5,0.033635187580854
36099.5,0.034928848641656
36199.5,0.040103492884864
36299.5,0.040103492884864
36399.5,0.036222509702458
36499.5,0.038809831824062
36599.5,0.035805626598466
36699.5,0.034526854219949
36799.5,0.030690537084399
36899.5,0.028132992327366
36999.5,0.0153452685422
37099.5,0.01150895140665
37199.5,0.010309278350516
37299.5,0.011553273427471
37399.5,0.017632241813602
37499.5,0.02015113350126
37599.5,0.025252525252525
37699.5,0.029077117572693
37799.5,0.032869785082175
37899.5,0.036662452591656
37999.5,0.035131744040151
38099.5,0.03904282115869
38199.5,0.034005037783375
38299.5,0.035264483627204
38399.5,0.03643216080402
38499.5,0.035294117647059
38599.5,0.040053404539386
38699.5,0.046728971962617
38799.5,0.046728971962617
38899.5,0.043882978723404
38999.5,0.045393858477971
39099.5,0.041891891891892
39199.5,0.040705563093623
39299.5,0.040312093628089
39399.5,0.036942675159236
39499.5,0.036942675159236
39599.5,0.043312101910828
39699.5,0.039490445859873
39799.5,0.040609137055838
39899.5,0.04642409033877
39999.5,0.042659974905897
40099.5,0.04642409033877
40199.5,0.050188205771644
40299.5,0.047678795483062
40399.5,0.04642409033877
40499.5,0.048933500627353
40599.5,0.052697616060226
40699.5,0.056482670089859
40799.5,0.065217391304348
40899.5,0.061381074168798
40999.5,0.063938618925831
41099.5,0.063938618925831
41199.5,0.062659846547315
41299.5,0.069319640564827
41399.5,0.073529411764706
41499.5,0.066216216216216
41599.5,0.056756756756757
41699.5,0.055405405405405
41799.5,0.045070422535211
41899.5,0.036775106082037
41999.5,0.035360678925035
42099.5,0.028169014084507
42199.5,0.026990553306343
42299.5,0.028683181225554
42399.5,0.03129074315515
42499.5,0.031413612565445
42599.5,0.03904282115869
42699.5,0.040150564617315
42799.5,0.041405269761606
42899.5,0.048933500627353
42999.5,0.045169385194479
43099.5,0.051442910915935
43199.5,0.050955414012739
43299.5,0.062182741116751
43399.5,0.060913705583756
43499.5,0.064720812182741
43599.5,0.073604060913706
43699.5,0.068527918781726
43799.5,0.068527918781726
43899.5,0.071065989847716
43999.5,0.07125
44099.5,0.062735257214555
44199.5,0.056461731493099
44299.5,0.05771643663739
44399.5,0.048933500627353
44499.5,0.043914680050188
44599.5,0.047678795483062
44699.5,0.035131744040151
44799.5,0.038895859473024
44899.5,0.038895859473024
44999.5,0.043914680050188
45099.5,0.042659974905897
45199.5,0.04642409033877
45299.5,0.048933500627353
45399.5,0.040302267002519
45499.5,0.042821158690176
45599.5,0.037783375314862
45699.5,0.038895859473024
45799.5,0.036386449184442
45899.5,0.031367628607277
45999.5,0.027603513174404
46099.5,0.028858218318695
46199.5,0.035
46299.5,0.03375
46399.5,0.03625
46499.5,0.035
46599.5,0.036802030456853
46699.5,0.040609137055838
46799.5,0.040609137055838
46899.5,0.039340101522843
46999.5,0.044416243654822
47099.5,0.045685279187817
47199.5,0.043661971830986
47299.5,0.042253521126761
47399.5,0.03601108033241
47499.5,0.033240997229917
47599.5,0.031578947368421
47699.5,0.025563909774436
47799.5,0.016541353383459
47899.5,0.021052631578947
47999.5,0.024226110363392
48099.5,0.026917900403769
48199.5,0.040376850605653
48299.5,0.044594594594595
48399.5,0.050188205771644
48499.5,0.052697616060226
48599.5,0.055925432756325
48699.5,0.053237410071943
48799.5,0.050359712230216
48899.5,0.047482014388489
48999.5,0.041726618705036
49099.5,0.038681948424069
49199.5,0.040114613180516
49299.5,0.048850574712644
49399.5,0.047222222222222
49499.5,0.051546391752577
49599.5,0.059278350515464
49699.5,0.070876288659794
49799.5,0.068298969072165
49899.5,0.076030927835052
49999.5,0.07860824742268
50099.5,0.079691516709512
50199.5,0.085
50299.5,0.0875
50399.5,0.087741935483871
50499.5,0.083700440528634
50599.5,0.091222030981067
50699.5,0.091476091476092
50799.5,0.082089552238806
50899.5,0.079470198675497
50999.5,0.068669527896996
51099.5,0.068669527896996
51199.5,0.047058823529412
51299.5,0.034383954154728
51399.5,0.044543429844098
51499.5,0.043715846994536
51599.5,0.0432
51699.5,0.041379310344828
51799.5,0.042821158690176
51899.5,0.041561712846348
51999.5,0.042690815006468
52099.5,0.045278137128073
52199.5,0.036222509702458
52299.5,0.033635187580854
52399.5,0.030927835051546
52499.5,0.032216494845361
52599.5,0.027061855670103
52699.5,0.019329896907217
52799.5,0.016709511568123
52899.5,0.015759312320917
52999.5,0.017191977077364
53099.5,0.018624641833811
53199.5,0.022922636103152
53299.5,0.022922636103152
53399.5,0.025787965616046
53499.5,0.04297994269341
53599.5,0.046808510638298
53699.5,0.052229299363057
53799.5,0.056050955414013
53899.5,0.059872611464968
53999.5,0.066242038216561
54099.5,0.068298969072165
54199.5,0.065721649484536
54299.5,0.059278350515464
54399.5,0.055625790139065
54499.5,0.050568900126422
54599.5,0.052030456852792
54699.5,0.052429667519182
54799.5,0.049872122762148
54899.5,0.051833122629583
54999.5,0.058154235145386
55099.5,0.055625790139065
55199.5,0.060682680151707
55299.5,0.069532237673831
55399.5,0.074307304785894
55499.5,0.0775
55599.5,0.075
55699.5,0.07875
55799.5,0.08
55899.5,0.07875
55999.5,0.08125
56099.5,0.075
56199.5,0.069672131147541
56299.5,0.066455696202532
56399.5,0.067669172932331
56499.5,0.060185185185185
56599.5,0.057228915662651
56699.5,0.053231939163498
56799.5,0.026615969581749
56899.5,0.011673151750973
56999.5,0.018808777429467
57099.5,0.021479713603819
57199.5,0.023206751054852
57299.5,0.024482109227872
57399.5,0.023809523809524
57499.5,0.026711185308848
57599.5,0.031809145129225
57699.5,0.033407572383074
57799.5,0.043701799485861
57899.5,0.037135278514589
57999.5,0.033175355450237
58099.5,0.036559139784946
58199.5,0.039370078740158
58299.5,0.03886925795053
58399.5,0.042296072507553
58499.5,0.044321329639889
58599.5,0.043147208121828
58699.5,0.0525
58799.5,0.059445178335535
58899.5,0.062222222222222
58999.5,0.078274760383387
59099.5,0.094003241491086
59199.5,0.102119460500963
59299.5,0.094861660079051
59399.5,0.08498023715415
59499.5,0.086956521739131
59599.5,0.085610200364299
59699.5,0.082408874801902
59799.5,0.064705882352941
59899.5,0.049346879535559
59999.5,0.047013977128336
60099.5,0.046776232616941
60199.5,0.048429319371728
60299.5,0.047493403693931
60399.5,0.038258575197889
60499.5,0.031662269129288
60599.5,0.030343007915567
60699.5,0.035620052770449
60799.5,0.035620052770449
60899.5,0.041720990873533
60999.5,0.049350649350649
61099.5,0.042525773195876
61199.5,0.051746442432083
61299.5,0.065976714100906
61399.5,0.08476821192053
61499.5,0.080794701986755
61599.5,0.086894586894587
61699.5,0.091690544412608
61799.5,0.084865629420085
61899.5,0.092592592592593
61999.5,0.087769784172662
62099.5,0.074820143884892
62199.5,0.057503506311361
62299.5,0.067321178120617
62399.5,0.061923583662714
62499.5,0.053191489361702
62599.5,0.049543676662321
62699.5,0.043988269794722
62799.5,0.039017341040463
62899.5,0.039017341040463
62999.5,0.040462427745665
63099.5,0.030346820809249
63199.5,0.035765379113019
63299.5,0.03943661971831
63399.5,0.036603221083455
63499.5,0.042857142857143
63599.5,0.050649350649351
63699.5,0.049350649350649
63799.5,0.051948051948052
63899.5,0.050649350649351
63999.5,0.049350649350649
64099.5,0.049350649350649
64199.5,0.048933500627353
64299.5,0.05
64399.5,0.05
64499.5,0.055
64599.5,0.0525
64699.5,0.055
64799.5,0.05859872611465
64899.5,0.062420382165605
64999.5,0.066752246469833
65099.5,0.056482670089859
65199.5,0.051347881899872
65299.5,0.050064184852375
65399.5,0.046213093709885
65499.5,0.055412371134021
65599.5,0.058154235145386
65699.5,0.054361567635904
65799.5,0.051442910915935
65899.5,0.058971141781681
65999.5,0.070263488080301
66099.5,0.071518193224592
66199.5,0.072611464968153
66299.5,0.064720812182741
66399.5,0.059050064184852
66499.5,0.06418485237484
66599.5,0.077021822849808
66699.5,0.074454428754814
66799.5,0.075738125802311
66899.5,0.084724005134788
66999.5,0.092288242730721
67099.5,0.101412066752246
67199.5,0.096479791395046
67299.5,0.09387222946545
67399.5,0.080834419817471
67499.5,0.075619295958279
67599.5,0.0625814863103
67699.5,0.052151238591917
67799.5,0.041720990873533
67899.5,0.029525032092426
67999.5,0.029255319148936
68099.5,0.026702269692924
68199.5,0.029372496662216
68299.5,0.033377837116155
68399.5,0.036048064085447
68499.5,0.036048064085447
68599.5,0.046728971962617
68699.5,0.062750333778371
68799.5,0.063989962358846
68899.5,0.06125
68999.5,0.06375
69099.5,0.06625
69199.5,0.06625
69299.5,0.06375
69399.5,0.05625
69499.5,0.0425
69599.5,0.04125
69699.5,0.04375
69799.5,0.04375
69899.5,0.04625
69999.5,0.0475
70099.5,0.04625
70199.5,0.045169385194479
70299.5,0.045169385194479
70399.5,0.050188205771644
70499.5,0.050188205771644
70599.5,0.048933500627353
70699.5,0.050188205771644
70799.5,0.048933500627353
70899.5,0.050188205771644
70999.5,0.049159120310479
71099.5,0.050452781371281
71199.5,0.045632333767927
71299.5,0.046936114732725
71399.5,0.045212765957447
71499.5,0.042553191489362
71599.5,0.038563829787234
71699.5,0.034574468085106
71799.5,0.039794608472401
71899.5,0.03594351732991
71999.5,0.03312101910828
72099.5,0.030573248407643
72199.5,0.0275
72299.5,0.025
72399.5,0.024390243902439
72499.5,0.028241335044929
72599.5,0.029525032092426
72699.5,0.033376123234917
72799.5,0.037227214377407
72899.5,0.038510911424904
72999.5,0.043645699614891
73099.5,0.046213093709885
73199.5,0.049304677623262
73299.5,0.06700379266751
73399.5,0.065739570164349
73499.5,0.061946902654867
73599.5,0.064475347661188
73699.5,0.072060682680152
73799.5,0.074589127686473
73899.5,0.078381795195955
73999.5,0.0825
74099.5,0.07625
74199.5,0.07625
74299.5,0.085
74399.5,0.08375
74499.5,0.0775
74599.5,0.08125
74699.5,0.074270557029178
74799.5,0.070028011204482
74899.5,0.056603773584906
74999.5,0.053701015965167
75099.5,0.042089985486212
75199.5,0.037735849056604
75299.5,0.037735849056604
75399.5,0.036284470246734
75499.5,0.044897959183674
75599.5,0.047741935483871
75699.5,0.04625
75799.5,0.05125
75899.5,0.054777070063694
75999.5,0.061146496815287
76099.5,0.059872611464968
76199.5,0.061146496815287
76299.5,0.059508408796895
76399.5,0.078913324708926
76499.5,0.082794307891333
76599.5,0.090556274256145
76699.5,0.091370558375635
76799.5,0.091370558375635
76899.5,0.096446700507614
76999.5,0.088832487309645
77099.5,0.095
77199.5,0.076537013801757
77299.5,0.079646017699115
77399.5,0.070332480818414
77499.5,0.076726342710998
77599.5,0.075447570332481
77699.5,0.069053708439898
77799.5,0.070332480818414
77899.5,0.057544757033248
77999.5,0.054777070063694
78099.5,0.048040455120101
78199.5,0.0475
78299.5,0.0425
78399.5,0.03875
78499.5,0.045992115637319
78599.5,0.042049934296978
78699.5,0.038107752956636
78799.5,0.035761589403974
78899.5,0.03841059602649
78999.5,0.037086092715232
79099.5,0.031788079470199
79199.5,0.03046357615894
79299.5,0.02015113350126
79399.5,0.02015113350126
79499.5,0.028967254408061
79599.5,0.03125
79699.5,0.0325
79799.5,0.03375
79899.5,0.04125
79999.5,0.05
80099.5,0.055
80199.5,0.055
80299.5,0.05
80399.5,0.050062578222779
80499.5,0.052126200274349
80599.5,0.050535987748852
80699.5,0.044822256568779
80799.5,0.038639876352396
80899.5,0.0370942812983
80999.5,0.040185471406492
81099.5,0.046583850931677
81199.5,0.06046511627907
81299.5,0.058741258741259
81399.5,0.058154235145386
81499.5,0.05771643663739
81599.5,0.056461731493099
81699.5,0.056461731493099
81799.5,0.053952321204517
81899.5,0.0525
81999.5,0.04
82099.5,0.03375
82199.5,0.035
82299.5,0.03
82399.5,0.02875
82499.5,0.02625
82599.5,0.026751592356688
82699.5,0.021822849807446
82799.5,0.019255455712452
82899.5,0.026957637997433
82999.5,0.021822849807446
83099.5,0.021822849807446
83199.5,0.020352781546811
83299.5,0.021538461538462
83399.5,0.021238938053097
83499.5,0.019083969465649
83599.5,0.030534351145038
83699.5,0.020992366412214
83799.5,0.030534351145038
83899.5,0.040076335877863
83999.5,0.058303886925795
84099.5,0.065849923430322
84199.5,0.075697211155379
84299.5,0.0725
84399.5,0.070063694267516
84499.5,0.072611464968153
84599.5,0.068789808917198
84699.5,0.064968152866242
84799.5,0.059872611464968
84899.5,0.050955414012739
84999.5,0.035668789808917
85099.5,0.035805626598466
85199.5,0.034005037783375
85299.5,0.041561712846348
85399.5,0.04911838790932
85499.5,0.064720812182741
85599.5,0.062182741116751
85699.5,0.069796954314721
85799.5,0.067258883248731
85899.5,0.072060682680152
85999.5,0.073047858942066
86099.5,0.068010075566751
86199.5,0.066750629722922
86299.5,0.0625
86399.5,0.06375
86499.5,0.06125
86599.5,0.0725
86699.5,0.07375
86799.5,0.075
86899.5,0.08125
86999.5,0.0775
87099.5,0.0725
87199.5,0.07625
87299.5,0.0725
87399.5,0.0625
87499.5,0.0675
87599.5,0.0675
87699.5,0.0625
87799.5,0.06125
87899.5,0.061415220293725
87999.5,0.046728971962617
88099.5,0.044058744993325
88199.5,0.044058744993325
88299.5,0.032042723631509
88399.5,0.032352941176471
88499.5,0.026813880126183
88599.5,0.025641025641026
88699.5,0.019646365422397
88799.5,0.024553571428572
88899.5,0.029569892473118
88999.5,0.035714285714286
89099.5,0.046082949308756
89199.5,0.041666666666667
89299.5,0.046948356807512
89399.5,0.051282051282051
89499.5,0.057017543859649
89599.5,0.098290598290598
89699.5,0.099099099099099
89799.5,0.101694915254237
89899.5,0.103174603174603
89999.5,0.092857142857143
90099.5,0.096296296296296
90199.5,0.08
90299.5,0.067532467532468
90399.5,0.040909090909091
90499.5,0.041666666666667
90599.5,0.039697542533081
90699.5,0.037698412698413
90799.5,0.034862385321101
90899.5,0.026622296173045
90999.5,0.023510971786834
91099.5,0.023183925811437
91199.5,0.023183925811437
91299.5,0.021638330757342
91399.5,0.020114942528736
91499.5,0.019430051813472
91599.5,0.024579560155239
91699.5,0.036082474226804
91799.5,0.04639175257732
91899.5,0.056701030927835
91999.5,0.061855670103093
92099.5,0.072164948453608
92199.5,0.085051546391753
92299.5,0.09625
92399.5,0.102122015915119
92499.5,0.091755319148936
92599.5,0.081117021276596
92699.5,0.070478723404255
92799.5,0.061170212765958
92899.5,0.05718085106383
92999.5,0.054521276595745
93099.5,0.053191489361702
93199.5,0.047619047619048
93299.5,0.0525
93399.5,0.05625
93499.5,0.05375
93599.5,0.0625
93699.5,0.06375
93799.5,0.05875
93899.5,0.051314142678348
93999.5,0.052932761087268
94099.5,0.052550231839258
94199.5,0.05616224648986
94299.5,0.056179775280899
94399.5,0.049342105263158
94499.5,0.037828947368421
94599.5,0.038205980066445
94699.5,0.034825870646766
94799.5,0.046941678520626
94899.5,0.052069425901202
94999.5,0.078145695364238
95099.5,0.093143596377749
95199.5,0.102791878172589
95299.5,0.116751269035533
95399.5,0.129722921914358
95499.5,0.139798488664987
95599.5,0.133501259445844
95699.5,0.135
95799.5,0.11
95899.5,0.09875
95999.5,0.08875
96099.5,0.073453608247423
96199.5,0.056701030927835
96299.5,0.045103092783505
96399.5,0.041558441558442
96499.5,0.038961038961039
96599.5,0.042857142857143
96699.5,0.048051948051948
96799.5,0.050649350649351
96899.5,0.057934508816121
96999.5,0.064231738035265
97099.5,0.071788413098237
97199.5,0.072772898368883
97299.5,0.067754077791719
97399.5,0.063989962358846
97499.5,0.061790668348045
97599.5,0.064432989690722
97699.5,0.061855670103093
97799.5,0.065721649484536
97899.5,0.059278350515464
97999.5,0.056482670089859
98099.5,0.056482670089859
98199.5,0.059050064184852
98299.5,0.052362707535121
98399.5,0.04875
98499.5,0.04375
98599.5,0.031847133757962
98699.5,0.032116788321168
98799.5,0.030944625407166
98899.5,0.04071661237785
98999.5,0.03257328990228
99099.5,0.035830618892508
99199.5,0.050488599348534
99299.5,0.053745928338762
99399.5,0.057233704292528
99499.5,0.063100137174211
99599.5,0.07125
99699.5,0.06375
99799.5,0.0725
99899.5,0.0725
99999.5,0.07258064516129
100099.5,0.075862068965517
100199.5,0.081379310344828
100299.5,0.078620689655172
100399.5,0.070344827586207
100499.5,0.067586206896552
100599.5,0.057931034482759
100699.5,0.062068965517241
100799.5,0.049935979513444
100899.5,0.05
100999.5,0.043024771838331
101099.5,0.033898305084746
101199.5,0.028683181225554
101299.5,0.039113428943938
101399.5,0.039113428943938
101499.5,0.036505867014342
101599.5,0.03841059602649
101699.5,0.033512064343164
101799.5,0.034659820282413
101899.5,0.038510911424904
101999.5,0.039794608472401
102099.5,0.030808729139923
102199.5,0.038510911424904
102299.5,0.039794608472401
102399.5,0.04551201011378
102499.5,0.04875
102599.5,0.04375
102699.5,0.04
102799.5,0.05125
102899.5,0.05875
102999.5,0.0525
103099.5,0.054568527918782
103199.5,0.055629139072848
103299.5,0.056756756756757
103399.5,0.061452513966481
103499.5,0.07132667617689
103599.5,0.064935064935065
103699.5,0.058055152394775
103799.5,0.068214804063861
103899.5,0.062767475035663
103999.5,0.068119891008174
104099.5,0.069425901201602
104199.5,0.071151358344114
104299.5,0.076142131979696
104399.5,0.075376884422111
104499.5,0.075
104599.5,0.063451776649746
104699.5,0.064388961892247
104799.5,0.048620236530881
104899.5,0.044034090909091
104999.5,0.044222539229672
105099.5,0.041369472182596
105199.5,0.043165467625899
105299.5,0.047482014388489
105399.5,0.056577086280057
105499.5,0.064032697547684
105599.5,0.066757493188011
105699.5,0.064475347661188
105799.5,0.068010075566751
105899.5,0.068010075566751
105999.5,0.064827586206897
106099.5,0.060689655172414
106199.5,0.059310344827586
106299.5,0.063448275862069
106399.5,0.068965517241379
106499.5,0.07617728531856
106599.5,0.068150208623088
106699.5,0.05980528511822
106799.5,0.062972292191436
106899.5,0.062972292191436
106999.5,0.066750629722922
107099.5,0.057934508816121
107199.5,0.051637279596977
107299.5,0.04642409033877
107399.5,0.04875
107499.5,0.0475
107599.5,0.05
107699.5,0.05375
107799.5,0.05125
107899.5,0.0575
107999.5,0.05875
108099.5,0.05875
108199.5,0.055
108299.5,0.055
108399.5,0.04875
108499.5,0.04625
108599.5,0.0375
108699.5,0.0325
108799.5,0.03387703889586
108899.5,0.033707865168539
108999.5,0.035222052067381
109099.5,0.035222052067381
109199.5,0.045941807044411
109299.5,0.041347626339969
109399.5,0.062787136294028
109499.5,0.059726962457338
109599.5,0.056838365896981
109699.5,0.054012345679012
109799.5,0.04950495049505
109899.5,0.050919377652051
109999.5,0.038189533239038
110099.5,0.038189533239038
110199.5,0.021306818181818
110299.5,0.029831387808042
110399.5,0.030112923462986
110499.5,0.032622333751568
110599.5,0.036386449184442
110699.5,0.037641154328733
110799.5,0.041405269761606
110899.5,0.043914680050188
110999.5,0.047169811320755
111099.5,0.040540540540541
111199.5,0.041891891891892
111299.5,0.037837837837838
111399.5,0.039189189189189
111499.5,0.035135135135135
111599.5,0.043243243243243
111699.5,0.051351351351351
111799.5,0.068922305764411
111899.5,0.08
111999.5,0.08871989860583
112099.5,0.099337748344371
112199.5,0.11523178807947
112299.5,0.128476821192053
112399.5,0.12317880794702
112499.5,0.112582781456954
112599.5,0.094039735099338
112699.5,0.09271523178808
112799.5,0.078328981723238
112899.5,0.07375
112999.5,0.055
113099.5,0.04125
113199.5,0.0375
113299.5,0.045
113399.5,0.04625
113499.5,0.03875
113599.5,0.045
113699.5,0.048933500627353
113799.5,0.055207026348808
113899.5,0.056461731493099
113999.5,0.053952321204517
114099.5,0.050188205771644
114199.5,0.04968152866242
114299.5,0.04963503649635
114399.5,0.04885993485342
