Gene_1	Gene_2	dnds	dN	dS
p7.E4	p5.F9	0.0942	0.0048	0.0510
p7.E4	p3.F1	0.2795	0.0048	0.0171
p7.E4	p13.H12	0.0783	0.0075	0.0964
p7.E4	p4.A6	0.0010	0.0001	0.0812
p7.E4	p24.B8	0.0010	0.0001	0.0989
p7.E4	p11.H6	0.0389	0.0050	0.1278
p7.E4	p4.G8	0.0010	0.0001	0.0815
p7.E4	p25.G10	0.0407	0.0048	0.1173
p7.E4	p4.C10	0.0389	0.0050	0.1278
p7.E4	p25.A2	0.0538	0.0074	0.1380
p8.H7	p23.H1	0.2758	0.0285	0.1034
p8.H7	p26.A2	0.1281	0.0223	0.1739
p8.H7	p26.F2	0.1281	0.0223	0.1739
p8.H7	p26.G7	0.2358	0.0274	0.1162
p8.H7	p2.B9	0.1281	0.0223	0.1739
p8.H7	p3.C8	0.1281	0.0223	0.1739
p8.H7	p6.G8	0.1819	0.0146	0.0804
p8.H7	p5.F9	0.1281	0.0223	0.1739
p8.H7	p3.F1	0.1816	0.0269	0.1481
p8.H7	p13.H12	0.1344	0.0250	0.1863
p8.H7	p4.A6	0.1520	0.0217	0.1430
p8.H7	p24.B8	0.1604	0.0221	0.1381
p8.H7	p11.H6	0.2758	0.0285	0.1034
p8.H7	p4.G8	0.1520	0.0217	0.1430
p8.H7	p20.F12	0.1735	0.0272	0.1567
p8.H7	p4.E1	0.1735	0.0272	0.1567
p8.H7	p25.G10	0.2358	0.0274	0.1162
p8.H7	p4.C10	0.2758	0.0285	0.1034
p8.H7	p25.A2	0.3249	0.0308	0.0946
p8.H7	p7.E4	0.1309	0.0221	0.1688
p23.F9	p23.H1	0.1985	0.0195	0.0983
p23.F9	p26.A2	0.1891	0.0304	0.1605
p23.F9	p26.F2	0.1891	0.0304	0.1605
p23.F9	p26.G7	0.2992	0.0307	0.1027
p23.F9	p2.B9	0.1891	0.0304	0.1605
p23.F9	p3.C8	0.1891	0.0304	0.1605
p23.F9	p6.G8	0.1420	0.0126	0.0888
p23.F9	p5.F9	0.1891	0.0304	0.1605
p23.F9	p3.F1	0.1956	0.0301	0.1541
p23.F9	p13.H12	0.1408	0.0220	0.1559
p23.F9	p4.A6	0.1669	0.0249	0.1493
p23.F9	p24.B8	0.1722	0.0251	0.1458
p23.F9	p11.H6	0.1985	0.0195	0.0983
p23.F9	p4.G8	0.1669	0.0249	0.1493
p23.F9	p20.F12	0.1834	0.0301	0.1643
p23.F9	p4.E1	0.1834	0.0301	0.1643
p23.F9	p25.G10	0.2992	0.0307	0.1027
p23.F9	p4.C10	0.1985	0.0195	0.0983
p23.F9	p25.A2	0.2486	0.0220	0.0886
p23.F9	p7.E4	0.1412	0.0250	0.1767
p23.F9	p8.H7	0.1627	0.0175	0.1077
p27.D6	p23.H1	0.1301	0.0127	0.0976
p27.D6	p26.A2	0.0843	0.0122	0.1444
p27.D6	p26.F2	0.0843	0.0122	0.1444
p27.D6	p26.G7	0.1363	0.0122	0.0892
p27.D6	p2.B9	0.0843	0.0122	0.1444
p27.D6	p3.C8	0.0843	0.0122	0.1444
p27.D6	p6.G8	0.2317	0.0297	0.1282
p27.D6	p5.F9	0.0843	0.0122	0.1444
p27.D6	p3.F1	0.1003	0.0119	0.1191
p27.D6	p13.H12	0.0952	0.0148	0.1559
p27.D6	p4.A6	0.0626	0.0071	0.1130
p27.D6	p24.B8	0.0659	0.0072	0.1095
p27.D6	p11.H6	0.1301	0.0127	0.0976
p27.D6	p4.G8	0.0626	0.0071	0.1130
p27.D6	p20.F12	0.0946	0.0121	0.1279
p27.D6	p4.E1	0.0946	0.0121	0.1279
p27.D6	p25.G10	0.1363	0.0122	0.0892
p27.D6	p4.C10	0.1301	0.0127	0.0976
p27.D6	p25.A2	0.1701	0.0151	0.0885
p27.D6	p7.E4	0.0519	0.0072	0.1390
p27.D6	p8.H7	0.3236	0.0197	0.0609
p27.D6	p23.F9	0.2872	0.0330	0.1147
p25.F1	p23.H1	0.0222	0.0024	0.1072
p25.F1	p26.A2	0.1356	0.0078	0.0574
p25.F1	p26.F2	0.1356	0.0078	0.0574
p25.F1	p26.G7	0.1097	0.0126	0.1145
p25.F1	p2.B9	0.1356	0.0078	0.0574
p25.F1	p3.C8	0.1356	0.0078	0.0574
p25.F1	p6.G8	0.1961	0.0303	0.1545
p25.F1	p5.F9	0.1356	0.0078	0.0574
p25.F1	p3.F1	0.1660	0.0127	0.0764
p25.F1	p4.A6	0.0495	0.0074	0.1493
p25.F1	p24.B8	0.0977	0.0076	0.0782
p25.F1	p11.H6	0.0222	0.0024	0.1072
p25.F1	p4.G8	0.0495	0.0074	0.1493
p25.F1	p20.F12	0.1475	0.0126	0.0856
p25.F1	p4.E1	0.1475	0.0126	0.0856
p25.F1	p25.G10	0.1097	0.0126	0.1145
p25.F1	p4.C10	0.0222	0.0024	0.1072
p25.F1	p25.A2	0.0487	0.0048	0.0979
p25.F1	p7.E4	0.0783	0.0075	0.0964
p25.F1	p8.H7	0.1344	0.0250	0.1863
p25.F1	p23.F9	0.1408	0.0220	0.1559
p25.F1	p27.D6	0.0952	0.0148	0.1559
p4.H9	p23.H1	0.1288	0.0078	0.0602
p4.H9	p26.A2	0.0681	0.0072	0.1060
p4.H9	p26.F2	0.0681	0.0072	0.1060
p4.H9	p26.G7	0.0452	0.0024	0.0527
p4.H9	p2.B9	0.0681	0.0072	0.1060
p4.H9	p3.C8	0.0681	0.0072	0.1060
p4.H9	p6.G8	0.1777	0.0195	0.1095
p4.H9	p5.F9	0.0681	0.0072	0.1060
p4.H9	p3.F1	0.0721	0.0072	0.0993
p4.H9	p13.H12	0.1305	0.0102	0.0779
p4.H9	p4.A6	0.0210	0.0024	0.1125
p4.H9	p24.B8	0.1359	0.0024	0.0174
p4.H9	p11.H6	0.1288	0.0078	0.0602
p4.H9	p4.G8	0.0210	0.0024	0.1125
p4.H9	p20.F12	0.0801	0.0072	0.0894
p4.H9	p4.E1	0.0801	0.0072	0.0894
p4.H9	p25.G10	0.0452	0.0024	0.0527
p4.H9	p4.C10	0.1288	0.0078	0.0602
p4.H9	p25.A2	0.1471	0.0102	0.0694
p4.H9	p7.E4	0.0239	0.0024	0.0995
p4.H9	p8.H7	0.1788	0.0247	0.1381
p4.H9	p23.F9	0.1898	0.0277	0.1458
p4.H9	p27.D6	0.0880	0.0097	0.1097
p4.H9	p25.F1	0.1305	0.0102	0.0779
p11.G10	p23.H1	0.0809	0.0100	0.1237
p11.G10	p26.G7	0.0844	0.0097	0.1143
p11.G10	p6.G8	0.2011	0.0271	0.1348
p11.G10	p3.F1	0.1135	0.0048	0.0423
p11.G10	p13.H12	0.1620	0.0079	0.0485
p11.G10	p4.A6	0.0373	0.0048	0.1276
p11.G10	p24.B8	0.0495	0.0048	0.0967
p11.G10	p11.H6	0.0809	0.0100	0.1237
p11.G10	p4.G8	0.0373	0.0048	0.1276
p11.G10	p20.F12	0.1433	0.0048	0.0335
p11.G10	p4.E1	0.1433	0.0048	0.0335
p11.G10	p25.G10	0.0844	0.0097	0.1143
p11.G10	p4.C10	0.0809	0.0100	0.1237
p11.G10	p25.A2	0.0934	0.0125	0.1336
p11.G10	p7.E4	0.1133	0.0048	0.0424
p11.G10	p8.H7	0.1356	0.0223	0.1643
p11.G10	p23.F9	0.2013	0.0304	0.1509
p11.G10	p27.D6	0.0902	0.0122	0.1349
p11.G10	p25.F1	0.1620	0.0079	0.0485
p11.G10	p4.H9	0.0744	0.0072	0.0969
p26.A10	p23.H1	0.5272	0.0110	0.0208
p26.A10	p26.A2	0.0783	0.0097	0.1235
p26.A10	p26.F2	0.0783	0.0097	0.1235
p26.A10	p2.B9	0.0783	0.0097	0.1235
p26.A10	p3.C8	0.0783	0.0097	0.1235
p26.A10	p6.G8	0.3223	0.0223	0.0691
p26.A10	p5.F9	0.0783	0.0097	0.1235
p26.A10	p3.F1	0.0819	0.0096	0.1171
p26.A10	p13.H12	0.1097	0.0126	0.1145
p26.A10	p4.A6	0.0516	0.0047	0.0918
p26.A10	p24.B8	0.0907	0.0048	0.0525
p26.A10	p11.H6	0.5272	0.0110	0.0208
p26.A10	p4.G8	0.0516	0.0047	0.0918
p26.A10	p20.F12	0.0897	0.0096	0.1070
p26.A10	p4.E1	0.0897	0.0096	0.1070
p26.A10	p4.C10	0.5272	0.0110	0.0208
p26.A10	p25.A2	0.4420	0.0133	0.0301
p26.A10	p7.E4	0.0407	0.0048	0.1173
p26.A10	p8.H7	0.2358	0.0274	0.1162
p26.A10	p23.F9	0.2992	0.0307	0.1027
p26.A10	p27.D6	0.1363	0.0122	0.0892
p26.A10	p25.F1	0.1097	0.0126	0.1145
p26.A10	p4.H9	0.0452	0.0024	0.0527
p26.A10	p11.G10	0.0844	0.0097	0.1143
p20.D2	p23.H1	0.2947	0.0332	0.1125
p20.D2	p26.A2	0.1918	0.0272	0.1419
p20.D2	p26.F2	0.1918	0.0272	0.1419
p20.D2	p26.G7	0.3060	0.0323	0.1054
p20.D2	p2.B9	0.1918	0.0272	0.1419
p20.D2	p3.C8	0.1918	0.0272	0.1419
p20.D2	p6.G8	0.2021	0.0144	0.0711
p20.D2	p5.F9	0.1918	0.0272	0.1419
p20.D2	p3.F1	0.2056	0.0320	0.1556
p20.D2	p13.H12	0.1754	0.0303	0.1725
p20.D2	p4.A6	0.1771	0.0267	0.1509
p20.D2	p24.B8	0.2134	0.0270	0.1264
p20.D2	p11.H6	0.2947	0.0332	0.1125
p20.D2	p4.G8	0.1771	0.0267	0.1509
p20.D2	p20.F12	0.2214	0.0321	0.1448
p20.D2	p4.E1	0.2214	0.0321	0.1448
p20.D2	p25.G10	0.3060	0.0323	0.1054
p20.D2	p4.C10	0.2947	0.0332	0.1125
p20.D2	p25.A2	0.2897	0.0356	0.1229
p20.D2	p7.E4	0.1724	0.0269	0.1563
p20.D2	p8.H7	0.1867	0.0147	0.0787
p20.D2	p23.F9	0.1813	0.0176	0.0968
p20.D2	p27.D6	0.4653	0.0306	0.0658
p20.D2	p25.F1	0.1754	0.0303	0.1725
p20.D2	p4.H9	0.2334	0.0295	0.1265
p20.D2	p11.G10	0.2052	0.0272	0.1327
p20.D2	p26.A10	0.3060	0.0323	0.1054
p5.A9	p23.H1	0.1961	0.0303	0.1545
p5.A9	p26.A2	0.1516	0.0247	0.1626
p5.A9	p26.F2	0.1516	0.0247	0.1626
p5.A9	p26.G7	0.2026	0.0296	0.1459
p5.A9	p2.B9	0.1516	0.0247	0.1626
p5.A9	p3.C8	0.1516	0.0247	0.1626
p5.A9	p6.G8	0.1099	0.0120	0.1088
p5.A9	p5.F9	0.1516	0.0247	0.1626
p5.A9	p3.F1	0.1574	0.0294	0.1870
p5.A9	p13.H12	0.1833	0.0279	0.1521
p5.A9	p4.A6	0.1510	0.0243	0.1606
p5.A9	p24.B8	0.1453	0.0244	0.1679
p5.A9	p11.H6	0.1961	0.0303	0.1545
p5.A9	p4.G8	0.1510	0.0243	0.1606
p5.A9	p20.F12	0.1493	0.0294	0.1973
p5.A9	p4.E1	0.1493	0.0294	0.1973
p5.A9	p25.G10	0.2026	0.0296	0.1459
p5.A9	p4.C10	0.1961	0.0303	0.1545
p5.A9	p25.A2	0.2289	0.0329	0.1439
p5.A9	p7.E4	0.1304	0.0244	0.1873
p5.A9	p8.H7	0.1012	0.0120	0.1183
p5.A9	p23.F9	0.1093	0.0150	0.1368
p5.A9	p27.D6	0.2164	0.0319	0.1475
p5.A9	p25.F1	0.1833	0.0279	0.1521
p5.A9	p4.H9	0.1600	0.0269	0.1681
p5.A9	p11.G10	0.1610	0.0247	0.1532
p5.A9	p26.A10	0.2026	0.0296	0.1459
p5.A9	p20.D2	0.1361	0.0120	0.0883
p11.A10	p23.H1	0.0543	0.0024	0.0437
p11.A10	p26.A2	0.0487	0.0075	0.1531
p11.A10	p26.F2	0.0487	0.0075	0.1531
p11.A10	p26.G7	0.2646	0.0130	0.0490
p11.A10	p2.B9	0.0487	0.0075	0.1531
p11.A10	p3.C8	0.0487	0.0075	0.1531
p11.A10	p6.G8	0.2937	0.0306	0.1043
p11.A10	p5.F9	0.0487	0.0075	0.1531
p11.A10	p3.F1	0.1073	0.0125	0.1161
p11.A10	p13.H12	0.0010	0.0001	0.1259
p11.A10	p4.A6	0.0828	0.0075	0.0909
p11.A10	p24.B8	0.0854	0.0076	0.0887
p11.A10	p11.H6	0.0543	0.0024	0.0437
p11.A10	p4.G8	0.0828	0.0075	0.0909
p11.A10	p20.F12	0.1181	0.0125	0.1059
p11.A10	p4.E1	0.1181	0.0125	0.1059
p11.A10	p25.G10	0.2646	0.0130	0.0490
p11.A10	p4.C10	0.0543	0.0024	0.0437
p11.A10	p25.A2	0.0899	0.0048	0.0529
p11.A10	p7.E4	0.0639	0.0075	0.1171
p11.A10	p8.H7	0.1622	0.0254	0.1564
p11.A10	p23.F9	0.1718	0.0219	0.1277
p11.A10	p27.D6	0.1183	0.0151	0.1274
p11.A10	p25.F1	0.0010	0.0001	0.1259
p11.A10	p4.H9	0.1140	0.0101	0.0885
p11.A10	p11.G10	0.0520	0.0075	0.1435
p11.A10	p26.A10	0.2646	0.0130	0.0490
p11.A10	p20.D2	0.2108	0.0303	0.1438
p11.A10	p5.A9	0.1571	0.0277	0.1761
p6.F8	p23.H1	0.0809	0.0100	0.1237
p6.F8	p26.G7	0.0844	0.0097	0.1143
p6.F8	p6.G8	0.2011	0.0271	0.1348
p6.F8	p3.F1	0.1135	0.0048	0.0423
p6.F8	p13.H12	0.1620	0.0079	0.0485
p6.F8	p4.A6	0.0373	0.0048	0.1276
p6.F8	p24.B8	0.0495	0.0048	0.0967
p6.F8	p11.H6	0.0809	0.0100	0.1237
p6.F8	p4.G8	0.0373	0.0048	0.1276
p6.F8	p20.F12	0.1433	0.0048	0.0335
p6.F8	p4.E1	0.1433	0.0048	0.0335
p6.F8	p25.G10	0.0844	0.0097	0.1143
p6.F8	p4.C10	0.0809	0.0100	0.1237
p6.F8	p25.A2	0.0934	0.0125	0.1336
p6.F8	p7.E4	0.1133	0.0048	0.0424
p6.F8	p8.H7	0.1356	0.0223	0.1643
p6.F8	p23.F9	0.2013	0.0304	0.1509
p6.F8	p27.D6	0.0902	0.0122	0.1349
p6.F8	p25.F1	0.1620	0.0079	0.0485
p6.F8	p4.H9	0.0744	0.0072	0.0969
p6.F8	p26.A10	0.0844	0.0097	0.1143
p6.F8	p20.D2	0.2052	0.0272	0.1327
p6.F8	p5.A9	0.1610	0.0247	0.1532
p6.F8	p11.A10	0.0520	0.0075	0.1435
p22.C1	p23.H1	0.0858	0.0052	0.0607
p22.C1	p26.A2	0.0453	0.0048	0.1058
p22.C1	p26.F2	0.0453	0.0048	0.1058
p22.C1	p26.G7	0.0907	0.0048	0.0525
p22.C1	p2.B9	0.0453	0.0048	0.1058
p22.C1	p3.C8	0.0453	0.0048	0.1058
p22.C1	p6.G8	0.2011	0.0219	0.1091
p22.C1	p5.F9	0.0453	0.0048	0.1058
p22.C1	p3.F1	0.0480	0.0048	0.0991
p22.C1	p13.H12	0.0977	0.0076	0.0782
p22.C1	p4.A6	0.0010	0.0001	0.1117
p22.C1	p11.H6	0.0858	0.0052	0.0607
p22.C1	p4.G8	0.0010	0.0001	0.1117
p22.C1	p20.F12	0.0533	0.0048	0.0892
p22.C1	p4.E1	0.0533	0.0048	0.0892
p22.C1	p25.G10	0.0907	0.0048	0.0525
p22.C1	p4.C10	0.0858	0.0052	0.0607
p22.C1	p25.A2	0.1102	0.0077	0.0698
p22.C1	p7.E4	0.0010	0.0001	0.0989
p22.C1	p8.H7	0.1604	0.0221	0.1381
p22.C1	p23.F9	0.1722	0.0251	0.1458
p22.C1	p27.D6	0.0659	0.0072	0.1095
p22.C1	p25.F1	0.0977	0.0076	0.0782
p22.C1	p4.H9	0.1359	0.0024	0.0174
p22.C1	p11.G10	0.0495	0.0048	0.0967
p22.C1	p26.A10	0.0907	0.0048	0.0525
p22.C1	p20.D2	0.2134	0.0270	0.1264
p22.C1	p5.A9	0.1453	0.0244	0.1679
p22.C1	p11.A10	0.0854	0.0076	0.0887
p22.C1	p6.F8	0.0495	0.0048	0.0967
p12.C9	p23.H1	0.0576	0.0051	0.0879
p12.C9	p26.A2	0.1150	0.0048	0.0419
p12.C9	p26.F2	0.1150	0.0048	0.0419
p12.C9	p26.G7	0.0608	0.0048	0.0788
p12.C9	p2.B9	0.1150	0.0048	0.0419
p12.C9	p3.C8	0.1150	0.0048	0.0419
p12.C9	p6.G8	0.1603	0.0220	0.1370
p12.C9	p5.F9	0.1150	0.0048	0.0419
p12.C9	p3.F1	0.1396	0.0048	0.0342
p12.C9	p13.H12	0.1138	0.0077	0.0676
p12.C9	p4.A6	0.0010	0.0001	0.1194
p12.C9	p24.B8	0.0010	0.0001	0.0611
p12.C9	p11.H6	0.0576	0.0051	0.0879
p12.C9	p4.G8	0.0010	0.0001	0.1194
p12.C9	p20.F12	0.1880	0.0048	0.0254
p12.C9	p4.E1	0.1880	0.0048	0.0254
p12.C9	p25.G10	0.0608	0.0048	0.0788
p12.C9	p4.C10	0.0576	0.0051	0.0879
p12.C9	p25.A2	0.0775	0.0075	0.0973
p12.C9	p7.E4	0.0010	0.0000	0.0342
p12.C9	p8.H7	0.1519	0.0222	0.1463
p12.C9	p23.F9	0.1892	0.0252	0.1333
p12.C9	p27.D6	0.0615	0.0072	0.1178
p12.C9	p25.F1	0.1138	0.0077	0.0676
p12.C9	p4.H9	0.0388	0.0024	0.0614
p12.C9	p11.G10	0.1439	0.0048	0.0334
p12.C9	p26.A10	0.0608	0.0048	0.0788
p12.C9	p20.D2	0.2012	0.0271	0.1346
p12.C9	p5.A9	0.1393	0.0245	0.1758
p12.C9	p11.A10	0.0644	0.0075	0.1163
p12.C9	p6.F8	0.1439	0.0048	0.0334
p12.C9	p22.C1	0.0010	0.0001	0.0611
p13.E2	p23.H1	0.1748	0.0103	0.0590
p13.E2	p26.A2	0.0362	0.0048	0.1330
p13.E2	p26.F2	0.0362	0.0048	0.1330
p13.E2	p26.G7	0.0919	0.0048	0.0520
p13.E2	p2.B9	0.0362	0.0048	0.1330
p13.E2	p3.C8	0.0362	0.0048	0.1330
p13.E2	p6.G8	0.2500	0.0221	0.0885
p13.E2	p5.F9	0.0362	0.0048	0.1330
p13.E2	p3.F1	0.0982	0.0096	0.0977
p13.E2	p13.H12	0.0516	0.0075	0.1446
p13.E2	p4.A6	0.0654	0.0047	0.0725
p13.E2	p24.B8	0.0534	0.0048	0.0893
p13.E2	p11.H6	0.1748	0.0103	0.0590
p13.E2	p4.G8	0.0654	0.0047	0.0725
p13.E2	p20.F12	0.1092	0.0096	0.0880
p13.E2	p4.E1	0.1092	0.0096	0.0880
p13.E2	p25.G10	0.0919	0.0048	0.0520
p13.E2	p4.C10	0.1748	0.0103	0.0590
p13.E2	p25.A2	0.1870	0.0128	0.0682
p13.E2	p7.E4	0.0488	0.0048	0.0979
p13.E2	p8.H7	0.1622	0.0222	0.1371
p13.E2	p23.F9	0.2110	0.0303	0.1436
p13.E2	p27.D6	0.1119	0.0121	0.1085
p13.E2	p25.F1	0.0516	0.0075	0.1446
p13.E2	p4.H9	0.0266	0.0024	0.0895
p13.E2	p11.G10	0.0388	0.0048	0.1238
