Gene_1	Gene_2	dnds	dN	dS
p25.F1	p11.H6	0.1982	0.0138	0.0698
p25.F1	p4.G8	0.2875	0.0110	0.0384
p25.F1	p20.F12	0.2647	0.0166	0.0626
p25.F1	p4.E1	0.2647	0.0166	0.0626
p25.F1	p25.G10	0.1982	0.0138	0.0698
p25.F1	p4.C10	0.1982	0.0138	0.0698
p25.F1	p7.E4	0.2881	0.0110	0.0383
p25.F1	p8.H7	0.2518	0.0196	0.0779
p25.F1	p23.F9	0.3572	0.0055	0.0153
p25.F1	p27.D6	0.2060	0.0195	0.0949
p4.H9	p23.H1	0.0357	0.0027	0.0770
p4.H9	p26.A2	0.1845	0.0027	0.0149
p4.H9	p26.F2	0.1845	0.0027	0.0149
p4.H9	p26.G7	0.0357	0.0027	0.0770
p4.H9	p2.B9	0.3683	0.0055	0.0149
p4.H9	p3.C8	0.1845	0.0027	0.0149
p4.H9	p6.G8	0.2179	0.0083	0.0379
p4.H9	p5.F9	0.1845	0.0027	0.0149
p4.H9	p3.F1	0.1845	0.0027	0.0149
p4.H9	p13.H12	0.1769	0.0110	0.0623
p4.H9	p24.B8	0.2792	0.0083	0.0298
p4.H9	p11.H6	0.0357	0.0027	0.0770
p4.H9	p4.G8	0.1028	0.0055	0.0536
p4.H9	p20.F12	0.3680	0.0055	0.0149
p4.H9	p4.E1	0.3680	0.0055	0.0149
p4.H9	p25.G10	0.0357	0.0027	0.0770
p4.H9	p4.C10	0.0357	0.0027	0.0770
p4.H9	p25.A2	0.1769	0.0110	0.0623
p4.H9	p7.E4	0.1460	0.0055	0.0378
p4.H9	p8.H7	0.1809	0.0111	0.0613
p4.H9	p23.F9	0.1192	0.0055	0.0460
p4.H9	p27.D6	0.2436	0.0111	0.0455
p4.H9	p25.F1	0.1769	0.0110	0.0623
p11.G10	p23.H1	0.0714	0.0055	0.0772
p11.G10	p26.G7	0.0714	0.0055	0.0772
p11.G10	p6.G8	0.2923	0.0110	0.0378
p11.G10	p13.H12	0.2211	0.0138	0.0624
p11.G10	p24.B8	0.3751	0.0111	0.0297
p11.G10	p11.H6	0.0714	0.0055	0.0772
p11.G10	p4.G8	0.1541	0.0083	0.0537
p11.G10	p25.G10	0.0714	0.0055	0.0772
p11.G10	p4.C10	0.0714	0.0055	0.0772
p11.G10	p25.A2	0.2211	0.0138	0.0624
p11.G10	p7.E4	0.2189	0.0083	0.0378
p11.G10	p8.H7	0.3059	0.0139	0.0454
p11.G10	p23.F9	0.1787	0.0082	0.0461
p11.G10	p27.D6	0.2767	0.0083	0.0300
p11.G10	p25.F1	0.2211	0.0138	0.0624
p11.G10	p4.H9	0.1845	0.0027	0.0149
p26.A10	p26.A2	0.0714	0.0055	0.0772
p26.A10	p26.F2	0.0714	0.0055	0.0772
p26.A10	p2.B9	0.1070	0.0083	0.0774
p26.A10	p3.C8	0.0714	0.0055	0.0772
p26.A10	p6.G8	0.1004	0.0111	0.1102
p26.A10	p5.F9	0.0714	0.0055	0.0772
p26.A10	p3.F1	0.0714	0.0055	0.0772
p26.A10	p13.H12	0.1982	0.0138	0.0698
p26.A10	p24.B8	0.1019	0.0111	0.1091
p26.A10	p4.G8	0.0451	0.0028	0.0610
p26.A10	p20.F12	0.1069	0.0083	0.0774
p26.A10	p4.E1	0.1069	0.0083	0.0774
p26.A10	p25.A2	0.1982	0.0138	0.0698
p26.A10	p7.E4	0.0519	0.0028	0.0530
p26.A10	p8.H7	0.0702	0.0083	0.1184
p26.A10	p23.F9	0.1342	0.0083	0.0616
p26.A10	p27.D6	0.0755	0.0083	0.1101
p26.A10	p25.F1	0.1982	0.0138	0.0698
p26.A10	p4.H9	0.0357	0.0027	0.0770
p26.A10	p11.G10	0.0714	0.0055	0.0772
p20.D2	p23.H1	0.3012	0.0138	0.0459
p20.D2	p26.A2	0.4505	0.0138	0.0306
p20.D2	p26.F2	0.4505	0.0138	0.0306
p20.D2	p26.G7	0.3012	0.0138	0.0459
p20.D2	p2.B9	0.5397	0.0165	0.0307
p20.D2	p3.C8	0.4505	0.0138	0.0306
p20.D2	p6.G8	0.2742	0.0194	0.0706
p20.D2	p5.F9	0.4505	0.0138	0.0306
p20.D2	p3.F1	0.4505	0.0138	0.0306
p20.D2	p13.H12	0.5341	0.0165	0.0309
p20.D2	p24.B8	0.3159	0.0195	0.0616
p20.D2	p11.H6	0.3012	0.0138	0.0459
p20.D2	p4.G8	0.4814	0.0110	0.0228
p20.D2	p20.F12	0.5391	0.0165	0.0307
p20.D2	p4.E1	0.5391	0.0165	0.0307
p20.D2	p25.G10	0.3012	0.0138	0.0459
p20.D2	p4.C10	0.3012	0.0138	0.0459
p20.D2	p25.A2	0.5341	0.0165	0.0309
p20.D2	p8.H7	0.2506	0.0196	0.0781
p20.D2	p23.F9	0.7196	0.0110	0.0152
p20.D2	p27.D6	0.3202	0.0197	0.0614
p20.D2	p25.F1	0.5341	0.0165	0.0309
p20.D2	p4.H9	0.3606	0.0110	0.0305
p20.D2	p11.G10	0.4505	0.0138	0.0306
p20.D2	p26.A10	0.3012	0.0138	0.0459
p5.A9	p23.H1	0.1174	0.0111	0.0943
p5.A9	p26.A2	0.4883	0.0110	0.0226
p5.A9	p26.F2	0.4883	0.0110	0.0226
p5.A9	p26.G7	0.1174	0.0111	0.0943
p5.A9	p2.B9	0.6095	0.0138	0.0227
p5.A9	p3.C8	0.4883	0.0110	0.0226
p5.A9	p6.G8	0.5484	0.0166	0.0303
p5.A9	p5.F9	0.4883	0.0110	0.0226
p5.A9	p3.F1	0.4883	0.0110	0.0226
p5.A9	p13.H12	0.2330	0.0166	0.0711
p5.A9	p24.B8	0.3691	0.0139	0.0377
p5.A9	p11.H6	0.1174	0.0111	0.0943
p5.A9	p4.G8	0.1776	0.0110	0.0622
p5.A9	p20.F12	0.6089	0.0138	0.0227
p5.A9	p4.E1	0.6089	0.0138	0.0227
p5.A9	p25.G10	0.1174	0.0111	0.0943
p5.A9	p4.C10	0.1174	0.0111	0.0943
p5.A9	p25.A2	0.2330	0.0166	0.0711
p5.A9	p7.E4	0.1780	0.0111	0.0621
p5.A9	p8.H7	0.2583	0.0139	0.0537
p5.A9	p23.F9	0.1550	0.0110	0.0710
p5.A9	p27.D6	0.2918	0.0111	0.0379
p5.A9	p25.F1	0.2330	0.0166	0.0711
p5.A9	p4.H9	0.3640	0.0083	0.0227
p5.A9	p11.G10	0.4883	0.0110	0.0226
p5.A9	p26.A10	0.1174	0.0111	0.0943
p5.A9	p20.D2	0.3015	0.0165	0.0548
p11.A10	p23.H1	0.2903	0.0110	0.0380
p11.A10	p26.A2	0.2021	0.0110	0.0544
p11.A10	p26.F2	0.2021	0.0110	0.0544
p11.A10	p26.G7	0.2903	0.0110	0.0380
p11.A10	p2.B9	0.2522	0.0138	0.0546
p11.A10	p3.C8	0.2021	0.0110	0.0544
p11.A10	p6.G8	0.1898	0.0165	0.0872
p11.A10	p5.F9	0.2021	0.0110	0.0544
p11.A10	p3.F1	0.2021	0.0110	0.0544
p11.A10	p13.H12	0.2637	0.0082	0.0310
p11.A10	p24.B8	0.1929	0.0166	0.0863
p11.A10	p11.H6	0.2903	0.0110	0.0380
p11.A10	p4.G8	0.2143	0.0082	0.0384
p11.A10	p20.F12	0.2519	0.0138	0.0546
p11.A10	p4.E1	0.2519	0.0138	0.0546
p11.A10	p25.G10	0.2903	0.0110	0.0380
p11.A10	p4.C10	0.2903	0.0110	0.0380
p11.A10	p25.A2	0.2637	0.0082	0.0310
p11.A10	p7.E4	0.2698	0.0082	0.0305
p11.A10	p8.H7	0.1753	0.0167	0.0951
p11.A10	p23.F9	0.1177	0.0027	0.0231
p11.A10	p27.D6	0.1921	0.0167	0.0868
p11.A10	p25.F1	0.2637	0.0082	0.0310
p11.A10	p4.H9	0.1516	0.0082	0.0543
p11.A10	p11.G10	0.2021	0.0110	0.0544
p11.A10	p26.A10	0.2903	0.0110	0.0380
p11.A10	p20.D2	0.5929	0.0137	0.0231
p11.A10	p5.A9	0.1931	0.0137	0.0712
p6.F8	p23.H1	0.1485	0.0139	0.0935
p6.F8	p26.A2	0.3694	0.0083	0.0224
p6.F8	p26.F2	0.3694	0.0083	0.0224
p6.F8	p26.G7	0.1485	0.0139	0.0935
p6.F8	p2.B9	0.4917	0.0111	0.0225
p6.F8	p3.C8	0.3694	0.0083	0.0224
p6.F8	p6.G8	0.6512	0.0195	0.0299
p6.F8	p5.F9	0.3694	0.0083	0.0224
p6.F8	p3.F1	0.3694	0.0083	0.0224
p6.F8	p13.H12	0.1426	0.0055	0.0384
p6.F8	p24.B8	0.3721	0.0196	0.0527
p6.F8	p11.H6	0.1485	0.0139	0.0935
p6.F8	p4.G8	0.1797	0.0111	0.0616
p6.F8	p20.F12	0.4913	0.0111	0.0225
p6.F8	p4.E1	0.4913	0.0111	0.0225
p6.F8	p25.G10	0.1485	0.0139	0.0935
p6.F8	p4.C10	0.1485	0.0139	0.0935
p6.F8	p25.A2	0.1426	0.0055	0.0384
p6.F8	p7.E4	0.1802	0.0111	0.0615
p6.F8	p8.H7	0.5220	0.0196	0.0375
p6.F8	p23.F9	0.2039	0.0110	0.0541
p6.F8	p27.D6	0.2611	0.0139	0.0532
p6.F8	p25.F1	0.1426	0.0055	0.0384
p6.F8	p4.H9	0.2927	0.0111	0.0378
p6.F8	p11.G10	0.3694	0.0083	0.0224
p6.F8	p26.A10	0.1485	0.0139	0.0935
p6.F8	p20.D2	0.3050	0.0166	0.0543
p6.F8	p5.A9	0.5500	0.0166	0.0303
p6.F8	p11.A10	0.1951	0.0138	0.0706
p22.C1	p23.H1	0.0951	0.0111	0.1170
p22.C1	p26.A2	0.2999	0.0111	0.0371
p22.C1	p26.F2	0.2999	0.0111	0.0371
p22.C1	p26.G7	0.0951	0.0111	0.1170
p22.C1	p2.B9	0.3747	0.0139	0.0372
p22.C1	p3.C8	0.2999	0.0111	0.0371
p22.C1	p6.G8	0.2767	0.0167	0.0605
p22.C1	p5.F9	0.2999	0.0111	0.0371
p22.C1	p3.F1	0.2999	0.0111	0.0371
p22.C1	p13.H12	0.1905	0.0195	0.1024
p22.C1	p11.H6	0.0951	0.0111	0.1170
p22.C1	p4.G8	0.1498	0.0139	0.0931
p22.C1	p20.F12	0.3743	0.0139	0.0372
p22.C1	p4.E1	0.3743	0.0139	0.0372
p22.C1	p25.G10	0.0951	0.0111	0.1170
p22.C1	p4.C10	0.0951	0.0111	0.1170
p22.C1	p25.A2	0.1905	0.0195	0.1024
p22.C1	p7.E4	0.1825	0.0139	0.0764
p22.C1	p8.H7	0.2876	0.0196	0.0683
p22.C1	p23.F9	0.1626	0.0139	0.0854
p22.C1	p27.D6	0.2048	0.0140	0.0681
p22.C1	p25.F1	0.1905	0.0195	0.1024
p22.C1	p4.H9	0.2233	0.0083	0.0373
p22.C1	p11.G10	0.2999	0.0111	0.0371
p22.C1	p26.A10	0.0951	0.0111	0.1170
p22.C1	p20.D2	0.2809	0.0195	0.0694
p22.C1	p5.A9	0.3075	0.0139	0.0453
p22.C1	p11.A10	0.1768	0.0167	0.0942
p22.C1	p6.F8	0.3254	0.0196	0.0603
p12.C9	p23.H1	0.0961	0.0083	0.0860
p12.C9	p26.A2	0.5492	0.0082	0.0150
p12.C9	p26.F2	0.5492	0.0082	0.0150
p12.C9	p26.G7	0.0961	0.0083	0.0860
p12.C9	p2.B9	0.7310	0.0110	0.0151
p12.C9	p3.C8	0.5492	0.0082	0.0150
p12.C9	p6.G8	0.3629	0.0138	0.0380
p12.C9	p5.F9	0.5492	0.0082	0.0150
p12.C9	p3.F1	0.5492	0.0082	0.0150
p12.C9	p13.H12	0.2634	0.0166	0.0629
p12.C9	p24.B8	0.1824	0.0083	0.0454
p12.C9	p11.H6	0.0961	0.0083	0.0860
p12.C9	p4.G8	0.2036	0.0110	0.0542
p12.C9	p20.F12	0.7303	0.0110	0.0151
p12.C9	p4.E1	0.7303	0.0110	0.0151
p12.C9	p25.G10	0.0961	0.0083	0.0860
p12.C9	p4.C10	0.0961	0.0083	0.0860
p12.C9	p25.A2	0.2634	0.0166	0.0629
p12.C9	p7.E4	0.2041	0.0110	0.0541
p12.C9	p8.H7	0.3643	0.0167	0.0457
p12.C9	p23.F9	0.1750	0.0110	0.0628
p12.C9	p27.D6	0.2406	0.0110	0.0459
p12.C9	p25.F1	0.2634	0.0166	0.0629
p12.C9	p4.H9	0.1808	0.0055	0.0304
p12.C9	p11.G10	0.5492	0.0082	0.0150
p12.C9	p26.A10	0.0961	0.0083	0.0860
p12.C9	p20.D2	0.3528	0.0165	0.0468
p12.C9	p5.A9	0.4834	0.0110	0.0228
p12.C9	p11.A10	0.2180	0.0137	0.0630
p12.C9	p6.F8	0.7365	0.0166	0.0226
p12.C9	p22.C1	0.1564	0.0083	0.0530
p13.E2	p23.H1	0.1812	0.0083	0.0456
p13.E2	p26.A2	0.2158	0.0083	0.0383
p13.E2	p26.F2	0.2158	0.0083	0.0383
p13.E2	p26.G7	0.1812	0.0083	0.0456
p13.E2	p2.B9	0.2872	0.0110	0.0384
p13.E2	p3.C8	0.2158	0.0083	0.0383
p13.E2	p6.G8	0.3128	0.0194	0.0621
p13.E2	p5.F9	0.2158	0.0083	0.0383
p13.E2	p3.F1	0.2158	0.0083	0.0383
p13.E2	p13.H12	0.8449	0.0194	0.0229
p13.E2	p24.B8	0.2810	0.0195	0.0695
p13.E2	p11.H6	0.1812	0.0083	0.0456
p13.E2	p4.G8	0.5471	0.0083	0.0151
p13.E2	p20.F12	0.2870	0.0110	0.0384
p13.E2	p4.E1	0.2870	0.0110	0.0384
p13.E2	p25.G10	0.1812	0.0083	0.0456
p13.E2	p4.C10	0.1812	0.0083	0.0456
p13.E2	p25.A2	0.8449	0.0194	0.0229
p13.E2	p7.E4	0.5483	0.0083	0.0151
p13.E2	p8.H7	0.1590	0.0111	0.0698
p13.E2	p23.F9	0.6009	0.0138	0.0229
p13.E2	p27.D6	0.0786	0.0055	0.0701
p13.E2	p25.F1	0.8449	0.0194	0.0229
p13.E2	p4.H9	0.2888	0.0110	0.0382
p13.E2	p11.G10	0.2158	0.0083	0.0383
p13.E2	p26.A10	0.1812	0.0083	0.0456
p13.E2	p5.A9	0.2962	0.0138	0.0465
p13.E2	p11.A10	0.7189	0.0165	0.0230
p13.E2	p6.F8	0.3001	0.0138	0.0461
p13.E2	p22.C1	0.2529	0.0195	0.0773
p13.E2	p12.C9	0.4290	0.0166	0.0386
p8.E5	p23.H1	0.0357	0.0027	0.0770
p8.E5	p26.A2	0.1845	0.0027	0.0149
p8.E5	p26.F2	0.1845	0.0027	0.0149
p8.E5	p26.G7	0.0357	0.0027	0.0770
p8.E5	p2.B9	0.3683	0.0055	0.0149
p8.E5	p3.C8	0.1845	0.0027	0.0149
p8.E5	p6.G8	0.2179	0.0083	0.0379
p8.E5	p5.F9	0.1845	0.0027	0.0149
p8.E5	p3.F1	0.1845	0.0027	0.0149
p8.E5	p13.H12	0.1769	0.0110	0.0623
p8.E5	p24.B8	0.2792	0.0083	0.0298
p8.E5	p11.H6	0.0357	0.0027	0.0770
p8.E5	p4.G8	0.1028	0.0055	0.0536
p8.E5	p20.F12	0.3680	0.0055	0.0149
p8.E5	p4.E1	0.3680	0.0055	0.0149
p8.E5	p25.G10	0.0357	0.0027	0.0770
p8.E5	p4.C10	0.0357	0.0027	0.0770
p8.E5	p25.A2	0.1769	0.0110	0.0623
p8.E5	p7.E4	0.1460	0.0055	0.0378
p8.E5	p8.H7	0.1809	0.0111	0.0613
p8.E5	p23.F9	0.1192	0.0055	0.0460
p8.E5	p27.D6	0.2436	0.0111	0.0455
p8.E5	p25.F1	0.1769	0.0110	0.0623
p8.E5	p11.G10	0.1845	0.0027	0.0149
p8.E5	p26.A10	0.0357	0.0027	0.0770
p8.E5	p20.D2	0.3606	0.0110	0.0305
p8.E5	p5.A9	0.3640	0.0083	0.0227
p8.E5	p11.A10	0.1516	0.0082	0.0543
p8.E5	p6.F8	0.2927	0.0111	0.0378
p8.E5	p22.C1	0.2233	0.0083	0.0373
p8.E5	p12.C9	0.1808	0.0055	0.0304
p8.E5	p13.E2	0.2888	0.0110	0.0382
p24.H7	p23.H1	0.1982	0.0138	0.0698
p24.H7	p26.A2	0.2211	0.0138	0.0624
p24.H7	p26.F2	0.2211	0.0138	0.0624
p24.H7	p26.G7	0.1982	0.0138	0.0698
p24.H7	p2.B9	0.2649	0.0166	0.0626
p24.H7	p3.C8	0.2211	0.0138	0.0624
p24.H7	p6.G8	0.2754	0.0194	0.0704
p24.H7	p5.F9	0.2211	0.0138	0.0624
p24.H7	p3.F1	0.2211	0.0138	0.0624
p24.H7	p24.B8	0.2064	0.0195	0.0945
p24.H7	p11.H6	0.1982	0.0138	0.0698
p24.H7	p4.G8	0.2875	0.0110	0.0384
p24.H7	p20.F12	0.2647	0.0166	0.0626
