Gene_1	Gene_2	dnds	dN	dS
p25.G7	p26.F2	0.0010	0.0001	0.0812
p25.G7	p26.G7	0.0280	0.0021	0.0734
p25.G7	p2.B9	0.0010	0.0001	0.0812
p25.G7	p3.C1	0.0010	0.0001	0.1403
p25.G7	p3.C8	0.0010	0.0001	0.1393
p25.G7	p6.G8	0.0010	0.0002	0.1597
p25.G7	p7.B1	0.0010	0.0000	0.0171
p24.E1	p11.H9	0.0439	0.0062	0.1413
p24.E1	p12.G7	0.0010	0.0001	0.0818
p24.E1	p23.H1	0.0010	0.0001	0.1499
p24.E1	p26.A2	0.0010	0.0001	0.1499
p24.E1	p26.E9	0.0010	0.0001	0.1190
p24.E1	p26.F2	0.0010	0.0001	0.1499
p24.E1	p26.G7	0.0199	0.0021	0.1031
p24.E1	p2.B9	0.0010	0.0001	0.1499
p24.E1	p3.C1	0.0010	0.0001	0.1406
p24.E1	p3.C8	0.0010	0.0001	0.1292
p24.E1	p6.G8	0.0010	0.0001	0.1099
p24.E1	p7.B1	0.0010	0.0001	0.1022
p24.E1	p25.G7	0.0010	0.0001	0.0818
p5.F9	p11.H9	0.0386	0.0062	0.1611
p5.F9	p12.G7	0.0010	0.0001	0.0813
p5.F9	p26.E9	0.0010	0.0001	0.0799
p5.F9	p26.G7	0.0184	0.0021	0.1121
p5.F9	p3.C1	0.0010	0.0001	0.1191
p5.F9	p3.C8	0.0010	0.0001	0.0895
p5.F9	p6.G8	0.0010	0.0001	0.1485
p5.F9	p7.B1	0.0010	0.0001	0.0818
p5.F9	p25.G7	0.0010	0.0001	0.0812
p5.F9	p24.E1	0.0010	0.0001	0.1499
p1.A9	p11.H9	0.0316	0.0062	0.1961
p1.A9	p12.G7	0.0010	0.0000	0.0174
p1.A9	p23.H1	0.0010	0.0001	0.0818
p1.A9	p26.A2	0.0010	0.0001	0.0818
p1.A9	p26.E9	0.0010	0.0001	0.1299
p1.A9	p26.F2	0.0010	0.0001	0.0818
p1.A9	p26.G7	0.0218	0.0020	0.0938
p1.A9	p2.B9	0.0010	0.0001	0.0818
p1.A9	p3.C1	0.0010	0.0001	0.1216
p1.A9	p3.C8	0.0010	0.0001	0.1403
p1.A9	p6.G8	0.0010	0.0002	0.1823
p1.A9	p25.G7	0.0010	0.0000	0.0177
p1.A9	p24.E1	0.0010	0.0001	0.1022
p1.A9	p5.F9	0.0010	0.0001	0.0818
p3.F1	p11.H9	0.0328	0.0062	0.1877
p3.F1	p12.G7	0.0010	0.0001	0.1034
p3.F1	p23.H1	0.0010	0.0002	0.1641
p3.F1	p26.A2	0.0010	0.0002	0.1641
p3.F1	p26.E9	0.0010	0.0002	0.1730
p3.F1	p26.F2	0.0010	0.0002	0.1647
p3.F1	p26.G7	0.0439	0.0020	0.0466
p3.F1	p2.B9	0.0010	0.0002	0.1641
p3.F1	p3.C1	0.0010	0.0002	0.1645
p3.F1	p3.C8	0.0010	0.0002	0.1843
p3.F1	p6.G8	0.0010	0.0002	0.1740
p3.F1	p7.B1	0.0010	0.0001	0.1251
p3.F1	p25.G7	0.0010	0.0001	0.1034
p3.F1	p24.E1	0.0010	0.0001	0.0937
p3.F1	p5.F9	0.0010	0.0002	0.1641
p3.F1	p1.A9	0.0010	0.0001	0.1251
p6.B2	p11.H9	0.0386	0.0062	0.1611
p6.B2	p12.G7	0.0010	0.0001	0.0812
p6.B2	p26.E9	0.0010	0.0001	0.0799
p6.B2	p26.G7	0.0184	0.0021	0.1121
p6.B2	p3.C1	0.0010	0.0001	0.1191
p6.B2	p3.C8	0.0010	0.0001	0.0895
p6.B2	p6.G8	0.0010	0.0001	0.1485
p6.B2	p7.B1	0.0010	0.0001	0.0818
p6.B2	p25.G7	0.0010	0.0001	0.0809
p6.B2	p24.E1	0.0010	0.0001	0.1499
p6.B2	p1.A9	0.0010	0.0001	0.0818
p6.B2	p3.F1	0.0010	0.0002	0.1641
p24.H5	p11.H9	0.0333	0.0062	0.1858
p24.H5	p12.G7	0.0010	0.0000	0.0451
p24.H5	p23.H1	0.0010	0.0001	0.1016
p24.H5	p26.A2	0.0010	0.0001	0.1016
p24.H5	p26.E9	0.0010	0.0002	0.1511
p24.H5	p26.F2	0.0010	0.0001	0.1016
p24.H5	p26.G7	0.0754	0.0020	0.0272
p24.H5	p2.B9	0.0010	0.0001	0.1016
p24.H5	p3.C1	0.0010	0.0001	0.1319
p24.H5	p3.C8	0.0010	0.0002	0.1619
p24.H5	p6.G8	0.0010	0.0002	0.1722
p24.H5	p7.B1	0.0010	0.0001	0.0645
p24.H5	p25.G7	0.0010	0.0000	0.0451
p24.H5	p24.E1	0.0010	0.0001	0.0927
p24.H5	p5.F9	0.0010	0.0001	0.1016
p24.H5	p1.A9	0.0010	0.0001	0.0645
p24.H5	p3.F1	0.0010	0.0001	0.0557
p24.H5	p6.B2	0.0010	0.0001	0.1016
p13.H12	p11.H9	0.0392	0.0062	0.1591
p13.H12	p12.G7	0.0010	0.0001	0.1385
p13.H12	p23.H1	0.0010	0.0001	0.0879
p13.H12	p26.A2	0.0010	0.0001	0.0891
p13.H12	p26.F2	0.0010	0.0001	0.0891
p13.H12	p26.G7	0.0120	0.0021	0.1723
p13.H12	p2.B9	0.0010	0.0001	0.0891
p13.H12	p3.C1	0.0010	0.0001	0.1086
p13.H12	p3.C8	0.0010	0.0000	0.0170
p13.H12	p6.G8	0.0010	0.0001	0.1273
p13.H12	p7.B1	0.0010	0.0001	0.1395
p13.H12	p25.G7	0.0010	0.0001	0.1385
p13.H12	p24.E1	0.0010	0.0001	0.1285
p13.H12	p5.F9	0.0010	0.0001	0.0891
p13.H12	p1.A9	0.0010	0.0001	0.1395
p13.H12	p3.F1	0.0010	0.0002	0.1831
p13.H12	p6.B2	0.0010	0.0001	0.0891
p13.H12	p24.H5	0.0010	0.0002	0.1610
p26.E6	p11.H9	0.0360	0.0062	0.1724
p26.E6	p23.H1	0.0010	0.0001	0.0812
p26.E6	p26.A2	0.0010	0.0001	0.0812
p26.E6	p26.E9	0.0010	0.0001	0.1289
p26.E6	p26.F2	0.0010	0.0001	0.0812
p26.E6	p26.G7	0.0280	0.0021	0.0734
p26.E6	p2.B9	0.0010	0.0001	0.0812
p26.E6	p3.C1	0.0010	0.0001	0.1403
p26.E6	p3.C8	0.0010	0.0001	0.1393
p26.E6	p6.G8	0.0010	0.0002	0.1594
p26.E6	p7.B1	0.0010	0.0000	0.0177
p26.E6	p24.E1	0.0010	0.0001	0.0818
p26.E6	p5.F9	0.0010	0.0001	0.0812
p26.E6	p1.A9	0.0010	0.0000	0.0177
p26.E6	p3.F1	0.0010	0.0001	0.1034
p26.E6	p6.B2	0.0010	0.0001	0.0812
p26.E6	p24.H5	0.0010	0.0000	0.0451
p26.E6	p13.H12	0.0010	0.0001	0.1385
p4.A6	p11.H9	0.0439	0.0062	0.1413
p4.A6	p12.G7	0.0010	0.0001	0.0818
p4.A6	p23.H1	0.0010	0.0001	0.1499
p4.A6	p26.A2	0.0010	0.0001	0.1499
p4.A6	p26.E9	0.0010	0.0001	0.1191
p4.A6	p26.F2	0.0010	0.0001	0.1499
p4.A6	p26.G7	0.0199	0.0021	0.1031
p4.A6	p2.B9	0.0010	0.0001	0.1499
p4.A6	p3.C1	0.0010	0.0001	0.1406
p4.A6	p3.C8	0.0010	0.0001	0.1292
p4.A6	p6.G8	0.0010	0.0001	0.1099
p4.A6	p7.B1	0.0010	0.0001	0.1022
p4.A6	p25.G7	0.0010	0.0001	0.0818
p4.A6	p5.F9	0.0010	0.0001	0.1499
p4.A6	p1.A9	0.0010	0.0001	0.1022
p4.A6	p3.F1	0.0010	0.0001	0.0937
p4.A6	p6.B2	0.0010	0.0002	0.1506
p4.A6	p24.H5	0.0010	0.0001	0.0927
p4.A6	p13.H12	0.0010	0.0001	0.1285
p4.A6	p26.E6	0.0010	0.0001	0.0818
p23.C3	p11.H9	0.0215	0.0041	0.1920
p23.C3	p12.G7	0.0095	0.0021	0.2168
p23.C3	p23.H1	0.0107	0.0021	0.1930
p23.C3	p26.A2	0.0107	0.0021	0.1930
p23.C3	p26.E9	0.0102	0.0021	0.2020
p23.C3	p26.F2	0.0107	0.0021	0.1930
p23.C3	p26.G7	0.0102	0.0021	0.2092
p23.C3	p2.B9	0.0107	0.0021	0.1930
p23.C3	p3.C1	0.0169	0.0021	0.1217
p23.C3	p3.C8	0.0097	0.0021	0.2136
p23.C3	p6.G8	0.0092	0.0021	0.2242
p23.C3	p7.B1	0.0104	0.0021	0.1970
p23.C3	p25.G7	0.0095	0.0021	0.2168
p23.C3	p24.E1	0.0082	0.0021	0.2504
p23.C3	p5.F9	0.0107	0.0021	0.1930
p23.C3	p1.A9	0.0104	0.0021	0.1970
p23.C3	p3.F1	0.0087	0.0020	0.2341
p23.C3	p6.B2	0.0107	0.0021	0.1930
p23.C3	p24.H5	0.0098	0.0021	0.2084
p23.C3	p13.H12	0.0103	0.0021	0.2015
p23.C3	p26.E6	0.0095	0.0021	0.2168
p23.C3	p4.A6	0.0082	0.0021	0.2504
p24.B8	p11.H9	0.0321	0.0062	0.1930
p24.B8	p12.G7	0.0010	0.0001	0.1403
p24.B8	p23.H1	0.0010	0.0001	0.1191
p24.B8	p26.A2	0.0010	0.0001	0.1191
p24.B8	p26.E9	0.0010	0.0001	0.0993
p24.B8	p26.F2	0.0010	0.0001	0.1191
p24.B8	p26.G7	0.0144	0.0021	0.1429
p24.B8	p2.B9	0.0010	0.0001	0.1191
p24.B8	p3.C8	0.0010	0.0001	0.1093
p24.B8	p6.G8	0.0010	0.0002	0.1593
p24.B8	p7.B1	0.0010	0.0001	0.1216
p24.B8	p25.G7	0.0010	0.0001	0.1403
p24.B8	p24.E1	0.0010	0.0001	0.1406
p24.B8	p5.F9	0.0010	0.0001	0.1191
p24.B8	p1.A9	0.0010	0.0001	0.1216
p24.B8	p3.F1	0.0010	0.0002	0.1645
p24.B8	p6.B2	0.0010	0.0001	0.1191
p24.B8	p24.H5	0.0010	0.0001	0.1319
p24.B8	p13.H12	0.0010	0.0001	0.1086
p24.B8	p26.E6	0.0010	0.0001	0.1403
p24.B8	p4.A6	0.0010	0.0001	0.1406
p24.B8	p23.C3	0.0169	0.0021	0.1217
p11.G8	p11.H9	0.0268	0.0041	0.1535
p11.G8	p12.G7	0.0132	0.0020	0.1555
p11.G8	p23.H1	0.0154	0.0021	0.1332
p11.G8	p26.A2	0.0154	0.0021	0.1332
p11.G8	p26.E9	0.0145	0.0021	0.1423
p11.G8	p26.F2	0.0154	0.0021	0.1332
p11.G8	p26.G7	0.0147	0.0022	0.1472
p11.G8	p2.B9	0.0154	0.0021	0.1332
p11.G8	p3.C1	0.0244	0.0020	0.0839
p11.G8	p3.C8	0.0134	0.0021	0.1531
p11.G8	p6.G8	0.0111	0.0021	0.1851
p11.G8	p7.B1	0.0150	0.0020	0.1360
p11.G8	p25.G7	0.0132	0.0020	0.1555
p11.G8	p24.E1	0.0109	0.0020	0.1875
p11.G8	p5.F9	0.0154	0.0021	0.1332
p11.G8	p1.A9	0.0150	0.0020	0.1360
p11.G8	p3.F1	0.0119	0.0020	0.1706
p11.G8	p6.B2	0.0154	0.0021	0.1332
p11.G8	p24.H5	0.0139	0.0020	0.1468
p11.G8	p13.H12	0.0145	0.0021	0.1419
p11.G8	p26.E6	0.0132	0.0020	0.1555
p11.G8	p4.A6	0.0109	0.0020	0.1875
p11.G8	p23.C3	0.0010	0.0001	0.0549
p11.G8	p24.B8	0.0244	0.0020	0.0839
p22.G7	p11.H9	0.0347	0.0064	0.1855
p22.G7	p12.G7	0.0280	0.0021	0.0734
p22.G7	p23.H1	0.0184	0.0021	0.1121
p22.G7	p26.A2	0.0184	0.0021	0.1121
p22.G7	p26.E9	0.0127	0.0021	0.1623
p22.G7	p26.F2	0.0184	0.0021	0.1121
p22.G7	p2.B9	0.0184	0.0021	0.1121
p22.G7	p3.C1	0.0144	0.0021	0.1429
p22.G7	p3.C8	0.0119	0.0021	0.1734
p22.G7	p6.G8	0.0126	0.0021	0.1632
p22.G7	p7.B1	0.0218	0.0020	0.0938
p22.G7	p25.G7	0.0280	0.0021	0.0734
p22.G7	p24.E1	0.0199	0.0021	0.1031
p22.G7	p5.F9	0.0184	0.0021	0.1121
p22.G7	p1.A9	0.0218	0.0020	0.0938
p22.G7	p3.F1	0.0439	0.0020	0.0466
p22.G7	p6.B2	0.0184	0.0021	0.1121
p22.G7	p24.H5	0.0754	0.0020	0.0272
p22.G7	p13.H12	0.0120	0.0021	0.1723
p22.G7	p26.E6	0.0280	0.0021	0.0734
p22.G7	p4.A6	0.0199	0.0021	0.1031
p22.G7	p23.C3	0.0102	0.0021	0.2092
p22.G7	p24.B8	0.0144	0.0021	0.1429
p22.G7	p11.G8	0.0147	0.0022	0.1472
p11.H6	p11.H9	0.0417	0.0062	0.1493
p11.H6	p12.G7	0.0010	0.0001	0.1289
p11.H6	p23.H1	0.0010	0.0001	0.0799
p11.H6	p26.A2	0.0010	0.0001	0.0799
p11.H6	p26.F2	0.0010	0.0001	0.0799
p11.H6	p26.G7	0.0127	0.0021	0.1623
p11.H6	p2.B9	0.0010	0.0001	0.0799
p11.H6	p3.C1	0.0010	0.0001	0.0993
p11.H6	p6.G8	0.0010	0.0001	0.1179
p11.H6	p7.B1	0.0010	0.0001	0.1299
p11.H6	p25.G7	0.0010	0.0001	0.1289
p11.H6	p24.E1	0.0010	0.0001	0.1190
p11.H6	p5.F9	0.0010	0.0001	0.0799
p11.H6	p1.A9	0.0010	0.0001	0.1299
p11.H6	p3.F1	0.0010	0.0002	0.1730
p11.H6	p6.B2	0.0010	0.0001	0.0799
p11.H6	p24.H5	0.0010	0.0002	0.1511
p11.H6	p26.E6	0.0010	0.0001	0.1289
p11.H6	p4.A6	0.0010	0.0001	0.1190
p11.H6	p23.C3	0.0102	0.0021	0.2020
p11.H6	p24.B8	0.0010	0.0001	0.0993
p11.H6	p11.G8	0.0145	0.0021	0.1423
p11.H6	p22.G7	0.0127	0.0021	0.1623
p26.B8	p11.H9	0.0479	0.0083	0.1728
p26.B8	p12.G7	0.0380	0.0021	0.0542
p26.B8	p23.H1	0.0171	0.0021	0.1207
p26.B8	p26.A2	0.0171	0.0021	0.1207
p26.B8	p26.E9	0.0228	0.0021	0.0907
p26.B8	p26.F2	0.0171	0.0021	0.1207
p26.B8	p26.G7	0.0307	0.0041	0.1337
p26.B8	p2.B9	0.0171	0.0021	0.1207
p26.B8	p3.C1	0.0223	0.0021	0.0922
p26.B8	p3.C8	0.0205	0.0021	0.1006
p26.B8	p6.G8	0.0147	0.0021	0.1405
p26.B8	p7.B1	0.0569	0.0021	0.0361
p26.B8	p25.G7	0.0380	0.0021	0.0542
p26.B8	p24.E1	0.0323	0.0021	0.0636
p26.B8	p5.F9	0.0171	0.0021	0.1207
p26.B8	p1.A9	0.0569	0.0021	0.0361
p26.B8	p3.F1	0.0164	0.0020	0.1247
p26.B8	p6.B2	0.0171	0.0021	0.1207
p26.B8	p24.H5	0.0198	0.0021	0.1036
p26.B8	p13.H12	0.0207	0.0021	0.1001
p26.B8	p26.E6	0.0380	0.0021	0.0542
p26.B8	p4.A6	0.0323	0.0021	0.0636
p26.B8	p23.C3	0.0210	0.0041	0.1956
p26.B8	p24.B8	0.0223	0.0021	0.0922
p26.B8	p11.G8	0.0304	0.0041	0.1351
p26.B8	p22.G7	0.0307	0.0041	0.1337
p26.B8	p11.H6	0.0228	0.0021	0.0907
p26.B10	p11.H9	0.0360	0.0062	0.1724
p26.B10	p23.H1	0.0010	0.0001	0.0812
p26.B10	p26.A2	0.0010	0.0001	0.0812
p26.B10	p26.E9	0.0010	0.0001	0.1289
p26.B10	p26.F2	0.0010	0.0001	0.0812
p26.B10	p26.G7	0.0280	0.0021	0.0734
p26.B10	p2.B9	0.0010	0.0001	0.0812
p26.B10	p3.C1	0.0010	0.0001	0.1403
p26.B10	p3.C8	0.0010	0.0001	0.1393
p26.B10	p6.G8	0.0010	0.0002	0.1594
p26.B10	p7.B1	0.0010	0.0000	0.0177
p26.B10	p24.E1	0.0010	0.0001	0.0818
p26.B10	p5.F9	0.0010	0.0001	0.0812
p26.B10	p1.A9	0.0010	0.0000	0.0171
p26.B10	p3.F1	0.0010	0.0001	0.1034
p26.B10	p6.B2	0.0010	0.0001	0.0812
p26.B10	p24.H5	0.0010	0.0000	0.0451
p26.B10	p13.H12	0.0010	0.0001	0.1385
p26.B10	p4.A6	0.0010	0.0001	0.0818
p26.B10	p23.C3	0.0095	0.0021	0.2168
p26.B10	p24.B8	0.0010	0.0001	0.1403
p26.B10	p11.G8	0.0132	0.0020	0.1555
p26.B10	p22.G7	0.0280	0.0021	0.0734
p26.B10	p11.H6	0.0010	0.0001	0.1289
p26.B10	p26.B8	0.0380	0.0021	0.0542
p4.G8	p11.H9	0.0433	0.0062	0.1429
p4.G8	p12.G7	0.0010	0.0001	0.0827
p4.G8	p23.H1	0.0010	0.0001	0.0725
p4.G8	p26.A2	0.0010	0.0001	0.0725
p4.G8	p26.E9	0.0010	0.0001	0.0628
p4.G8	p26.F2	0.0010	0.0001	0.0725
p4.G8	p26.G7	0.0165	0.0020	0.1244
p4.G8	p2.B9	0.0010	0.0001	0.0725
p4.G8	p3.C1	0.0010	0.0001	0.0919
p4.G8	p3.C8	0.0010	0.0001	0.0724
p4.G8	p6.G8	0.0010	0.0001	0.1111
p4.G8	p7.B1	0.0010	0.0001	0.0833
p4.G8	p25.G7	0.0010	0.0001	0.0827
p4.G8	p24.E1	0.0010	0.0001	0.0927
p4.G8	p5.F9	0.0010	0.0001	0.0725
p4.G8	p1.A9	0.0010	0.0001	0.0833
p4.G8	p3.F1	0.0010	0.0002	0.1563
p4.G8	p6.B2	0.0010	0.0001	0.0725
p4.G8	p24.H5	0.0010	0.0001	0.1136
p4.G8	p13.H12	0.0010	0.0001	0.0720
p4.G8	p26.E6	0.0010	0.0001	0.0827
p4.G8	p4.A6	0.0010	0.0001	0.0925
p4.G8	p23.C3	0.0111	0.0021	0.1852
p4.G8	p24.B8	0.0010	0.0001	0.0919
p4.G8	p11.G8	0.0163	0.0020	0.1251
p4.G8	p22.G7	0.0165	0.0020	0.1244
p4.G8	p11.H6	0.0010	0.0001	0.0628
p4.G8	p26.B8	0.0320	0.0021	0.0642
p4.G8	p26.B10	0.0010	0.0001	0.0827
p7.F10	p11.H9	0.0439	0.0062	0.1413
p7.F10	p12.G7	0.0010	0.0001	0.0818
p7.F10	p23.H1	0.0010	0.0001	0.1499
p7.F10	p26.A2	0.0010	0.0001	0.1499
p7.F10	p26.E9	0.0010	0.0001	0.1190
p7.F10	p26.F2	0.0010	0.0001	0.1499
p7.F10	p26.G7	0.0199	0.0021	0.1031
p7.F10	p2.B9	0.0010	0.0001	0.1499
p7.F10	p3.C1	0.0010	0.0001	0.1406
p7.F10	p3.C8	0.0010	0.0001	0.1292
p7.F10	p6.G8	0.0010	0.0001	0.1105
p7.F10	p7.B1	0.0010	0.0001	0.1022
p7.F10	p25.G7	0.0010	0.0001	0.0818
p7.F10	p5.F9	0.0010	0.0001	0.1499
p7.F10	p1.A9	0.0010	0.0001	0.1022
p7.F10	p3.F1	0.0010	0.0001	0.0937
p7.F10	p6.B2	0.0010	0.0001	0.1499
p7.F10	p24.H5	0.0010	0.0001	0.0927
p7.F10	p13.H12	0.0010	0.0001	0.1285
p7.F10	p26.E6	0.0010	0.0001	0.0818
p7.F10	p23.C3	0.0082	0.0021	0.2504
p7.F10	p24.B8	0.0010	0.0001	0.1406
p7.F10	p11.G8	0.0109	0.0020	0.1875
p7.F10	p22.G7	0.0199	0.0021	0.1031
p7.F10	p11.H6	0.0010	0.0001	0.1190
p7.F10	p26.B8	0.0323	0.0021	0.0636
p7.F10	p26.B10	0.0010	0.0001	0.0818
p7.F10	p4.G8	0.0010	0.0001	0.0925
p23.A3	p11.H9	0.0554	0.0083	0.1498
p23.A3	p12.G7	0.0159	0.0021	0.1300
p23.A3	p23.H1	0.0257	0.0021	0.0806
p23.A3	p26.A2	0.0257	0.0021	0.0806
p23.A3	p26.F2	0.0257	0.0021	0.0806
p23.A3	p26.G7	0.0253	0.0041	0.1630
p23.A3	p2.B9	0.0257	0.0021	0.0806
p23.A3	p3.C1	0.0206	0.0021	0.1001
p23.A3	p6.G8	0.0174	0.0021	0.1189
p23.A3	p7.B1	0.0157	0.0021	0.1310
p23.A3	p25.G7	0.0159	0.0021	0.1300
p23.A3	p24.E1	0.0172	0.0021	0.1200
p23.A3	p5.F9	0.0257	0.0021	0.0806
p23.A3	p1.A9	0.0157	0.0021	0.1310
p23.A3	p3.F1	0.0118	0.0021	0.1746
p23.A3	p6.B2	0.0257	0.0021	0.0806
p23.A3	p24.H5	0.0135	0.0021	0.1524
p23.A3	p26.E6	0.0159	0.0021	0.1300
p23.A3	p4.A6	0.0172	0.0021	0.1200
p23.A3	p23.C3	0.0204	0.0041	0.2029
p23.A3	p24.B8	0.0206	0.0021	0.1001
p23.A3	p11.G8	0.0288	0.0041	0.1429
p23.A3	p22.G7	0.0253	0.0041	0.1630
p23.A3	p26.B8	0.0454	0.0041	0.0911
p23.A3	p26.B10	0.0159	0.0021	0.1300
p23.A3	p4.G8	0.0325	0.0021	0.0634
p23.A3	p7.F10	0.0172	0.0021	0.1200
p20.F12	p11.H9	0.0307	0.0062	0.2022
p20.F12	p12.G7	0.0010	0.0002	0.1700
p20.F12	p23.H1	0.0010	0.0001	0.1480
p20.F12	p26.A2	0.0010	0.0001	0.1480
p20.F12	p26.E9	0.0010	0.0001	0.1276
p20.F12	p26.F2	0.0010	0.0001	0.1480
p20.F12	p26.G7	0.0119	0.0021	0.1733
p20.F12	p2.B9	0.0010	0.0001	0.1480
p20.F12	p3.C1	0.0010	0.0000	0.0263
p20.F12	p3.C8	0.0010	0.0001	0.1379
p20.F12	p6.G8	0.0010	0.0002	0.1683
p20.F12	p7.B1	0.0010	0.0002	0.1511
p20.F12	p25.G7	0.0010	0.0002	0.1700
p20.F12	p24.E1	0.0010	0.0002	0.1704
p20.F12	p5.F9	0.0010	0.0001	0.1480
p20.F12	p1.A9	0.0010	0.0002	0.1511
p20.F12	p3.F1	0.0010	0.0002	0.1958
p20.F12	p6.B2	0.0010	0.0001	0.1480
p20.F12	p24.H5	0.0010	0.0002	0.1618
p20.F12	p13.H12	0.0010	0.0001	0.1371
p20.F12	p26.E6	0.0010	0.0002	0.1700
p20.F12	p4.A6	0.0010	0.0002	0.1704
p20.F12	p23.C3	0.0225	0.0021	0.0915
p20.F12	p24.B8	0.0010	0.0000	0.0263
p20.F12	p11.G8	0.0221	0.0021	0.0929
p20.F12	p22.G7	0.0119	0.0021	0.1733
p20.F12	p11.H6	0.0010	0.0001	0.1276
p20.F12	p26.B8	0.0170	0.0021	0.1210
p20.F12	p26.B10	0.0010	0.0002	0.1698
p20.F12	p4.G8	0.0010	0.0001	0.1206
p20.F12	p7.F10	0.0010	0.0002	0.1704
p20.F12	p23.A3	0.0161	0.0021	0.1287
p4.D2	p11.H9	0.0307	0.0062	0.2022
p4.D2	p12.G7	0.0010	0.0002	0.1700
p4.D2	p23.H1	0.0010	0.0001	0.1480
p4.D2	p26.A2	0.0010	0.0001	0.1480
p4.D2	p26.E9	0.0010	0.0001	0.1276
p4.D2	p26.F2	0.0010	0.0001	0.1480
p4.D2	p26.G7	0.0119	0.0021	0.1733
p4.D2	p2.B9	0.0010	0.0001	0.1480
p4.D2	p3.C1	0.0010	0.0000	0.0430
p4.D2	p3.C8	0.0010	0.0001	0.1379
p4.D2	p6.G8	0.0010	0.0002	0.1683
p4.D2	p7.B1	0.0010	0.0002	0.1511
p4.D2	p25.G7	0.0010	0.0002	0.1700
p4.D2	p24.E1	0.0010	0.0002	0.1704
p4.D2	p5.F9	0.0010	0.0001	0.1480
p4.D2	p1.A9	0.0010	0.0002	0.1511
p4.D2	p3.F1	0.0010	0.0002	0.1746
p4.D2	p6.B2	0.0010	0.0001	0.1480
p4.D2	p24.H5	0.0010	0.0002	0.1618
p4.D2	p13.H12	0.0010	0.0001	0.1371
p4.D2	p26.E6	0.0010	0.0002	0.1700
p4.D2	p4.A6	0.0010	0.0002	0.1704
p4.D2	p23.C3	0.0186	0.0021	0.1106
p4.D2	p24.B8	0.0010	0.0000	0.0441
