Gene_1	Gene_2	dnds	dN	dS
p6.G8	p2.B9	0.0657	0.0075	0.1148
p6.G8	p3.C1	0.0624	0.0056	0.0905
p6.G8	p3.C8	0.0657	0.0075	0.1148
p7.B1	p11.H9	0.0703	0.0066	0.0938
p7.B1	p12.G7	0.1035	0.0094	0.0910
p7.B1	p23.H1	0.1483	0.0085	0.0571
p7.B1	p26.A2	0.1483	0.0085	0.0571
p7.B1	p26.E9	0.0910	0.0028	0.0310
p7.B1	p26.F2	0.1483	0.0085	0.0571
p7.B1	p26.G7	0.1007	0.0123	0.1219
p7.B1	p2.B9	0.1483	0.0085	0.0571
p7.B1	p3.C1	0.1007	0.0123	0.1219
p7.B1	p3.C8	0.1483	0.0085	0.0571
p7.B1	p6.G8	0.0703	0.0066	0.0938
p25.G7	p11.H9	0.0708	0.0076	0.1069
p25.G7	p12.G7	0.1416	0.0085	0.0600
p25.G7	p23.H1	0.0707	0.0057	0.0799
p25.G7	p26.A2	0.0707	0.0057	0.0799
p25.G7	p26.E9	0.0953	0.0057	0.0594
p25.G7	p26.F2	0.0707	0.0057	0.0799
p25.G7	p26.G7	0.1317	0.0114	0.0863
p25.G7	p2.B9	0.0707	0.0057	0.0799
p25.G7	p3.C1	0.1317	0.0114	0.0863
p25.G7	p3.C8	0.0707	0.0057	0.0799
p25.G7	p6.G8	0.0708	0.0076	0.1069
p25.G7	p7.B1	0.0644	0.0047	0.0732
p24.E1	p11.H9	0.0351	0.0038	0.1071
p24.E1	p12.G7	0.1151	0.0047	0.0408
p24.E1	p23.H1	0.0799	0.0075	0.0943
p24.E1	p26.A2	0.0799	0.0075	0.0943
p24.E1	p26.E9	0.1096	0.0095	0.0863
p24.E1	p26.F2	0.0799	0.0075	0.0943
p24.E1	p26.G7	0.1201	0.0056	0.0470
p24.E1	p2.B9	0.0799	0.0075	0.0943
p24.E1	p3.C1	0.1201	0.0056	0.0470
p24.E1	p3.C8	0.0799	0.0075	0.0943
p24.E1	p6.G8	0.0351	0.0038	0.1071
p24.E1	p7.B1	0.0789	0.0085	0.1076
p24.E1	p25.G7	0.1348	0.0076	0.0561
p5.F9	p11.H9	0.0657	0.0075	0.1148
p5.F9	p12.G7	0.1227	0.0104	0.0844
p5.F9	p26.E9	0.2156	0.0094	0.0438
p5.F9	p26.G7	0.0980	0.0113	0.1154
p5.F9	p3.C1	0.0980	0.0113	0.1154
p5.F9	p6.G8	0.0657	0.0075	0.1148
p5.F9	p7.B1	0.1483	0.0085	0.0571
p5.F9	p25.G7	0.0707	0.0057	0.0799
p5.F9	p24.E1	0.0799	0.0075	0.0943
p1.A9	p11.H9	0.0725	0.0085	0.1173
p1.A9	p12.G7	0.1035	0.0094	0.0910
p1.A9	p23.H1	0.0559	0.0047	0.0841
p1.A9	p26.A2	0.0559	0.0047	0.0841
p1.A9	p26.E9	0.0902	0.0066	0.0732
p1.A9	p26.F2	0.0559	0.0047	0.0841
p1.A9	p26.G7	0.0897	0.0123	0.1369
p1.A9	p2.B9	0.0559	0.0047	0.0841
p1.A9	p3.C1	0.0897	0.0123	0.1369
p1.A9	p3.C8	0.0559	0.0047	0.0841
p1.A9	p6.G8	0.0725	0.0085	0.1173
p1.A9	p7.B1	0.1250	0.0075	0.0603
p1.A9	p25.G7	0.0708	0.0066	0.0933
p1.A9	p24.E1	0.0786	0.0085	0.1081
p1.A9	p5.F9	0.0559	0.0047	0.0841
p3.F1	p11.H9	0.0801	0.0085	0.1066
p3.F1	p12.G7	0.0938	0.0075	0.0803
p3.F1	p23.H1	0.0819	0.0066	0.0805
p3.F1	p26.A2	0.0819	0.0066	0.0805
p3.F1	p26.E9	0.1168	0.0085	0.0729
p3.F1	p26.F2	0.0819	0.0066	0.0805
p3.F1	p26.G7	0.1014	0.0123	0.1217
p3.F1	p2.B9	0.0819	0.0066	0.0805
p3.F1	p3.C1	0.1014	0.0123	0.1217
p3.F1	p3.C8	0.0819	0.0066	0.0805
p3.F1	p6.G8	0.0801	0.0085	0.1066
p3.F1	p7.B1	0.0870	0.0075	0.0867
p3.F1	p25.G7	0.0619	0.0047	0.0762
p3.F1	p24.E1	0.0816	0.0085	0.1042
p3.F1	p5.F9	0.0819	0.0066	0.0805
p3.F1	p1.A9	0.0838	0.0076	0.0901
p6.B2	p11.H9	0.0637	0.0066	0.1036
p6.B2	p12.G7	0.0797	0.0075	0.0944
p6.B2	p23.H1	0.0536	0.0047	0.0877
p6.B2	p26.A2	0.0536	0.0047	0.0877
p6.B2	p26.E9	0.0784	0.0047	0.0600
p6.B2	p26.F2	0.0536	0.0047	0.0877
p6.B2	p26.G7	0.0738	0.0104	0.1405
p6.B2	p2.B9	0.0536	0.0047	0.0877
p6.B2	p3.C1	0.0738	0.0104	0.1405
p6.B2	p3.C8	0.0536	0.0047	0.0877
p6.B2	p6.G8	0.0637	0.0066	0.1036
p6.B2	p7.B1	0.1050	0.0056	0.0537
p6.B2	p25.G7	0.0487	0.0047	0.0967
p6.B2	p24.E1	0.0557	0.0066	0.1184
p6.B2	p5.F9	0.0536	0.0047	0.0877
p6.B2	p1.A9	0.0502	0.0019	0.0374
p6.B2	p3.F1	0.0627	0.0057	0.0902
p24.H5	p11.H9	0.0830	0.0095	0.1139
p24.H5	p12.G7	0.1099	0.0104	0.0944
p24.H5	p23.H1	0.0646	0.0056	0.0874
p24.H5	p26.A2	0.0646	0.0056	0.0874
p24.H5	p26.E9	0.1080	0.0075	0.0699
p24.H5	p26.F2	0.0646	0.0056	0.0874
p24.H5	p26.G7	0.0943	0.0132	0.1404
p24.H5	p2.B9	0.0646	0.0056	0.0874
p24.H5	p3.C1	0.0943	0.0132	0.1404
p24.H5	p3.C8	0.0646	0.0056	0.0874
p24.H5	p6.G8	0.0830	0.0095	0.1139
p24.H5	p7.B1	0.1336	0.0085	0.0635
p24.H5	p25.G7	0.0843	0.0076	0.0898
p24.H5	p24.E1	0.0905	0.0094	0.1044
p24.H5	p5.F9	0.0646	0.0056	0.0874
p24.H5	p3.F1	0.0910	0.0085	0.0935
p24.H5	p6.B2	0.0824	0.0028	0.0342
p13.H12	p11.H9	0.0735	0.0066	0.0899
p13.H12	p12.G7	0.1129	0.0094	0.0835
p13.H12	p23.H1	0.1495	0.0085	0.0568
p13.H12	p26.A2	0.1495	0.0085	0.0568
p13.H12	p26.E9	0.1152	0.0028	0.0245
p13.H12	p26.F2	0.1495	0.0085	0.0568
p13.H12	p26.G7	0.1189	0.0123	0.1035
p13.H12	p2.B9	0.1495	0.0085	0.0568
p13.H12	p3.C1	0.1189	0.0123	0.1035
p13.H12	p3.C8	0.1495	0.0085	0.0568
p13.H12	p6.G8	0.0735	0.0066	0.0899
p13.H12	p7.B1	0.0010	0.0000	0.0373
p13.H12	p25.G7	0.1178	0.0047	0.0400
p13.H12	p24.E1	0.1173	0.0085	0.0726
p13.H12	p5.F9	0.1495	0.0085	0.0568
p13.H12	p1.A9	0.0807	0.0076	0.0936
p13.H12	p3.F1	0.0876	0.0076	0.0863
p13.H12	p6.B2	0.0651	0.0057	0.0868
p13.H12	p24.H5	0.0945	0.0085	0.0900
p26.E6	p11.H9	0.0708	0.0076	0.1069
p26.E6	p12.G7	0.1416	0.0085	0.0600
p26.E6	p23.H1	0.0707	0.0057	0.0799
p26.E6	p26.A2	0.0707	0.0057	0.0799
p26.E6	p26.E9	0.0953	0.0057	0.0594
p26.E6	p26.F2	0.0707	0.0057	0.0799
p26.E6	p26.G7	0.1317	0.0114	0.0863
p26.E6	p2.B9	0.0707	0.0057	0.0799
p26.E6	p3.C1	0.1317	0.0114	0.0863
p26.E6	p3.C8	0.0707	0.0057	0.0799
p26.E6	p6.G8	0.0708	0.0076	0.1069
p26.E6	p7.B1	0.0644	0.0047	0.0732
p26.E6	p24.E1	0.1348	0.0076	0.0561
p26.E6	p5.F9	0.0707	0.0057	0.0799
p26.E6	p1.A9	0.0708	0.0066	0.0933
p26.E6	p3.F1	0.0619	0.0047	0.0762
p26.E6	p6.B2	0.0487	0.0047	0.0967
p26.E6	p24.H5	0.0843	0.0076	0.0898
p26.E6	p13.H12	0.1178	0.0047	0.0400
p4.A6	p11.H9	0.0351	0.0038	0.1071
p4.A6	p12.G7	0.1151	0.0047	0.0408
p4.A6	p23.H1	0.0799	0.0075	0.0943
p4.A6	p26.A2	0.0799	0.0075	0.0943
p4.A6	p26.E9	0.1096	0.0095	0.0863
p4.A6	p26.F2	0.0799	0.0075	0.0943
p4.A6	p26.G7	0.1201	0.0056	0.0470
p4.A6	p2.B9	0.0799	0.0075	0.0943
p4.A6	p3.C1	0.1201	0.0056	0.0470
p4.A6	p3.C8	0.0799	0.0075	0.0943
p4.A6	p6.G8	0.0351	0.0038	0.1071
p4.A6	p7.B1	0.0789	0.0085	0.1076
p4.A6	p25.G7	0.1348	0.0076	0.0561
p4.A6	p5.F9	0.0799	0.0075	0.0943
p4.A6	p1.A9	0.0786	0.0085	0.1081
p4.A6	p3.F1	0.0816	0.0085	0.1042
p4.A6	p6.B2	0.0557	0.0066	0.1184
p4.A6	p24.H5	0.0905	0.0094	0.1044
p4.A6	p13.H12	0.1173	0.0085	0.0726
p4.A6	p26.E6	0.1348	0.0076	0.0561
p23.C3	p11.H9	0.0656	0.0038	0.0572
p23.C3	p12.G7	0.0647	0.0066	0.1016
p23.C3	p23.H1	0.0554	0.0056	0.1016
p23.C3	p26.A2	0.0554	0.0056	0.1016
p23.C3	p26.E9	0.1026	0.0075	0.0734
p23.C3	p26.F2	0.0554	0.0056	0.1016
p23.C3	p26.G7	0.0618	0.0056	0.0911
p23.C3	p2.B9	0.0554	0.0056	0.1016
p23.C3	p3.C1	0.0618	0.0056	0.0911
p23.C3	p3.C8	0.0554	0.0056	0.1016
p23.C3	p6.G8	0.0656	0.0038	0.0572
p23.C3	p7.B1	0.0750	0.0066	0.0876
p23.C3	p25.G7	0.0703	0.0056	0.0803
p23.C3	p24.E1	0.0521	0.0056	0.1081
p23.C3	p5.F9	0.0554	0.0056	0.1016
p23.C3	p1.A9	0.0699	0.0066	0.0941
p23.C3	p3.F1	0.0656	0.0066	0.1008
p23.C3	p6.B2	0.0517	0.0047	0.0907
p23.C3	p24.H5	0.0830	0.0075	0.0907
p23.C3	p13.H12	0.0728	0.0066	0.0905
p23.C3	p26.E6	0.0703	0.0056	0.0803
p23.C3	p4.A6	0.0521	0.0056	0.1081
p24.B8	p11.H9	0.0439	0.0047	0.1072
p24.B8	p12.G7	0.0805	0.0056	0.0701
p24.B8	p23.H1	0.0560	0.0047	0.0839
p24.B8	p26.A2	0.0560	0.0047	0.0839
p24.B8	p26.E9	0.1046	0.0066	0.0631
p24.B8	p26.F2	0.0560	0.0047	0.0839
p24.B8	p26.G7	0.0614	0.0066	0.1074
p24.B8	p2.B9	0.0560	0.0047	0.0839
p24.B8	p3.C1	0.0614	0.0066	0.1074
p24.B8	p3.C8	0.0560	0.0047	0.0839
p24.B8	p6.G8	0.0439	0.0047	0.1072
p24.B8	p7.B1	0.0734	0.0056	0.0769
p24.B8	p25.G7	0.0712	0.0047	0.0662
p24.B8	p24.E1	0.0543	0.0047	0.0866
p24.B8	p5.F9	0.0560	0.0047	0.0839
p24.B8	p1.A9	0.0603	0.0057	0.0937
p24.B8	p3.F1	0.0653	0.0057	0.0866
p24.B8	p6.B2	0.0469	0.0038	0.0801
p24.B8	p24.H5	0.0680	0.0066	0.0971
p24.B8	p13.H12	0.0811	0.0057	0.0697
p24.B8	p26.E6	0.0712	0.0047	0.0662
p24.B8	p4.A6	0.0543	0.0047	0.0866
p24.B8	p23.C3	0.0100	0.0009	0.0939
p11.G8	p11.H9	0.0759	0.0085	0.1117
p11.G8	p12.G7	0.1399	0.0094	0.0672
p11.G8	p23.H1	0.1400	0.0104	0.0740
p11.G8	p26.A2	0.1400	0.0104	0.0740
p11.G8	p26.E9	0.1293	0.0104	0.0802
p11.G8	p26.F2	0.1400	0.0104	0.0740
p11.G8	p26.G7	0.1266	0.0142	0.1119
p11.G8	p2.B9	0.1400	0.0104	0.0740
p11.G8	p3.C1	0.1266	0.0142	0.1119
p11.G8	p3.C8	0.1400	0.0104	0.0740
p11.G8	p6.G8	0.0759	0.0085	0.1117
p11.G8	p7.B1	0.0857	0.0075	0.0877
p11.G8	p25.G7	0.1341	0.0085	0.0633
p11.G8	p24.E1	0.0993	0.0104	0.1045
p11.G8	p5.F9	0.1400	0.0104	0.0740
p11.G8	p1.A9	0.0817	0.0094	0.1153
p11.G8	p3.F1	0.0900	0.0075	0.0837
p11.G8	p6.B2	0.0672	0.0075	0.1120
p11.G8	p24.H5	0.0873	0.0104	0.1188
p11.G8	p13.H12	0.0938	0.0075	0.0803
p11.G8	p26.E6	0.1341	0.0085	0.0633
p11.G8	p4.A6	0.0993	0.0104	0.1045
p11.G8	p23.C3	0.0800	0.0084	0.1056
p11.G8	p24.B8	0.0800	0.0075	0.0940
p22.G7	p11.H9	0.0383	0.0038	0.0980
p22.G7	p12.G7	0.1890	0.0066	0.0347
p22.G7	p23.H1	0.1157	0.0094	0.0813
p22.G7	p26.A2	0.1157	0.0094	0.0813
p22.G7	p26.E9	0.1296	0.0113	0.0874
p22.G7	p26.F2	0.1157	0.0094	0.0813
p22.G7	p26.G7	0.1173	0.0075	0.0640
p22.G7	p2.B9	0.1157	0.0094	0.0813
p22.G7	p3.C1	0.1173	0.0075	0.0640
p22.G7	p3.C8	0.1157	0.0094	0.0813
p22.G7	p6.G8	0.0383	0.0038	0.0980
p22.G7	p7.B1	0.1042	0.0085	0.0811
p22.G7	p25.G7	0.1339	0.0094	0.0704
p22.G7	p24.E1	0.1111	0.0056	0.0507
p22.G7	p5.F9	0.1157	0.0094	0.0813
p22.G7	p1.A9	0.1091	0.0104	0.0950
p22.G7	p3.F1	0.0986	0.0104	0.1051
p22.G7	p6.B2	0.0859	0.0085	0.0985
p22.G7	p24.H5	0.1150	0.0113	0.0984
p22.G7	p13.H12	0.0969	0.0085	0.0875
p22.G7	p26.E6	0.1339	0.0094	0.0704
p22.G7	p4.A6	0.1111	0.0056	0.0507
p22.G7	p23.C3	0.0569	0.0056	0.0988
p22.G7	p24.B8	0.0582	0.0047	0.0806
p22.G7	p11.G8	0.1125	0.0103	0.0918
p11.H6	p11.H9	0.0938	0.0104	0.1108
p11.H6	p12.G7	0.1239	0.0113	0.0913
p11.H6	p23.H1	0.0780	0.0066	0.0844
p11.H6	p26.A2	0.0780	0.0066	0.0844
p11.H6	p26.E9	0.1270	0.0085	0.0668
p11.H6	p26.F2	0.0780	0.0066	0.0844
p11.H6	p26.G7	0.1033	0.0142	0.1373
p11.H6	p2.B9	0.0780	0.0066	0.0844
p11.H6	p3.C1	0.1033	0.0142	0.1373
p11.H6	p3.C8	0.0780	0.0066	0.0844
p11.H6	p6.G8	0.0938	0.0104	0.1108
p11.H6	p7.B1	0.1559	0.0094	0.0605
p11.H6	p25.G7	0.0908	0.0085	0.0936
p11.H6	p24.E1	0.0958	0.0104	0.1084
p11.H6	p5.F9	0.0780	0.0066	0.0844
p11.H6	p3.F1	0.1045	0.0094	0.0904
p11.H6	p6.B2	0.1205	0.0038	0.0312
p11.H6	p13.H12	0.1006	0.0094	0.0938
p11.H6	p26.E6	0.0908	0.0085	0.0936
p11.H6	p4.A6	0.0958	0.0104	0.1084
p11.H6	p23.C3	0.0966	0.0085	0.0876
p11.H6	p24.B8	0.0802	0.0075	0.0940
p11.H6	p11.G8	0.0978	0.0113	0.1157
p11.H6	p22.G7	0.1286	0.0123	0.0953
p26.B8	p11.H9	0.0685	0.0066	0.0964
p26.B8	p12.G7	0.0801	0.0075	0.0941
p26.B8	p23.H1	0.0538	0.0047	0.0873
p26.B8	p26.A2	0.0538	0.0047	0.0873
p26.B8	p26.E9	0.0882	0.0047	0.0534
p26.B8	p26.F2	0.0538	0.0047	0.0873
p26.B8	p26.G7	0.0742	0.0104	0.1400
p26.B8	p2.B9	0.0538	0.0047	0.0873
p26.B8	p3.C1	0.0742	0.0104	0.1400
p26.B8	p3.C8	0.0538	0.0047	0.0873
p26.B8	p6.G8	0.0685	0.0066	0.0964
p26.B8	p7.B1	0.1199	0.0056	0.0471
p26.B8	p25.G7	0.0526	0.0047	0.0897
p26.B8	p24.E1	0.0559	0.0066	0.1180
p26.B8	p5.F9	0.0538	0.0047	0.0873
p26.B8	p1.A9	0.0608	0.0019	0.0309
p26.B8	p3.F1	0.0682	0.0057	0.0830
p26.B8	p6.B2	0.0010	0.0000	0.0241
p26.B8	p24.H5	0.1016	0.0028	0.0278
p26.B8	p13.H12	0.0709	0.0057	0.0798
p26.B8	p26.E6	0.0526	0.0047	0.0897
p26.B8	p4.A6	0.0559	0.0066	0.1180
p26.B8	p23.C3	0.0609	0.0047	0.0770
p26.B8	p24.B8	0.0471	0.0038	0.0799
p26.B8	p11.G8	0.0675	0.0075	0.1115
p26.B8	p22.G7	0.0864	0.0085	0.0980
p26.B8	p11.H6	0.1521	0.0038	0.0247
p26.B10	p11.H9	0.0855	0.0113	0.1327
p26.B10	p12.G7	0.1099	0.0104	0.0943
p26.B10	p23.H1	0.1404	0.0113	0.0806
p26.B10	p26.A2	0.1404	0.0113	0.0806
p26.B10	p26.E9	0.1304	0.0113	0.0870
p26.B10	p26.F2	0.1404	0.0113	0.0806
p26.B10	p26.G7	0.1078	0.0151	0.1404
p26.B10	p2.B9	0.1404	0.0113	0.0806
p26.B10	p3.C1	0.1078	0.0151	0.1404
p26.B10	p3.C8	0.1404	0.0113	0.0806
p26.B10	p6.G8	0.0855	0.0113	0.1327
p26.B10	p7.B1	0.1023	0.0104	0.1013
p26.B10	p25.G7	0.1135	0.0094	0.0833
p26.B10	p24.E1	0.0956	0.0113	0.1186
p26.B10	p5.F9	0.1404	0.0113	0.0806
p26.B10	p1.A9	0.0802	0.0104	0.1295
p26.B10	p3.F1	0.1938	0.0085	0.0438
p26.B10	p6.B2	0.0673	0.0085	0.1260
p26.B10	p24.H5	0.0852	0.0113	0.1330
p26.B10	p13.H12	0.1031	0.0104	0.1008
p26.B10	p26.E6	0.1135	0.0094	0.0833
p26.B10	p4.A6	0.0956	0.0113	0.1186
p26.B10	p23.C3	0.0743	0.0094	0.1266
p26.B10	p24.B8	0.0786	0.0085	0.1079
p26.B10	p11.G8	0.0490	0.0028	0.0572
p26.B10	p22.G7	0.1101	0.0132	0.1198
p26.B10	p11.H6	0.0945	0.0123	0.1299
p26.B10	p26.B8	0.0716	0.0085	0.1185
p4.G8	p11.H9	0.0635	0.0066	0.1038
p4.G8	p12.G7	0.1169	0.0094	0.0806
p4.G8	p23.H1	0.0754	0.0066	0.0873
p4.G8	p26.A2	0.0754	0.0066	0.0873
p4.G8	p26.E9	0.0990	0.0066	0.0666
p4.G8	p26.F2	0.0754	0.0066	0.0873
p4.G8	p26.G7	0.1036	0.0123	0.1184
p4.G8	p2.B9	0.0754	0.0066	0.0873
p4.G8	p3.C1	0.1036	0.0123	0.1184
p4.G8	p3.C8	0.0754	0.0066	0.0873
p4.G8	p6.G8	0.0635	0.0066	0.1038
p4.G8	p7.B1	0.0561	0.0038	0.0669
p4.G8	p25.G7	0.0370	0.0028	0.0763
p4.G8	p24.E1	0.0872	0.0085	0.0973
p4.G8	p5.F9	0.0754	0.0066	0.0873
p4.G8	p1.A9	0.0983	0.0075	0.0767
p4.G8	p3.F1	0.0679	0.0056	0.0832
p4.G8	p6.B2	0.0747	0.0057	0.0764
p4.G8	p24.H5	0.1061	0.0085	0.0800
p4.G8	p13.H12	0.0514	0.0038	0.0732
p4.G8	p26.E6	0.0370	0.0028	0.0763
p4.G8	p4.A6	0.0872	0.0085	0.0973
p4.G8	p23.C3	0.0672	0.0066	0.0978
p4.G8	p24.B8	0.0781	0.0057	0.0731
p4.G8	p11.G8	0.0827	0.0075	0.0909
p4.G8	p22.G7	0.1090	0.0085	0.0776
p4.G8	p11.H6	0.1225	0.0094	0.0769
p4.G8	p26.B8	0.0893	0.0056	0.0632
p4.G8	p26.B10	0.0990	0.0104	0.1048
p7.F10	p11.H9	0.0635	0.0066	0.1038
p7.F10	p12.G7	0.1169	0.0094	0.0806
p7.F10	p23.H1	0.0754	0.0066	0.0873
p7.F10	p26.A2	0.0754	0.0066	0.0873
p7.F10	p26.E9	0.0990	0.0066	0.0666
p7.F10	p26.F2	0.0754	0.0066	0.0873
p7.F10	p26.G7	0.1036	0.0123	0.1184
p7.F10	p2.B9	0.0754	0.0066	0.0873
p7.F10	p3.C1	0.1036	0.0123	0.1184
p7.F10	p3.C8	0.0754	0.0066	0.0873
p7.F10	p6.G8	0.0635	0.0066	0.1038
p7.F10	p7.B1	0.0561	0.0038	0.0669
p7.F10	p25.G7	0.0370	0.0028	0.0763
p7.F10	p24.E1	0.0872	0.0085	0.0973
p7.F10	p5.F9	0.0754	0.0066	0.0873
p7.F10	p1.A9	0.0983	0.0075	0.0767
p7.F10	p3.F1	0.0679	0.0056	0.0832
p7.F10	p6.B2	0.0747	0.0057	0.0764
p7.F10	p24.H5	0.1061	0.0085	0.0800
p7.F10	p13.H12	0.0514	0.0038	0.0732
p7.F10	p26.E6	0.0370	0.0028	0.0763
p7.F10	p4.A6	0.0872	0.0085	0.0973
p7.F10	p23.C3	0.0672	0.0066	0.0978
p7.F10	p24.B8	0.0781	0.0057	0.0731
p7.F10	p11.G8	0.0827	0.0075	0.0909
p7.F10	p22.G7	0.1090	0.0085	0.0776
p7.F10	p11.H6	0.1225	0.0094	0.0769
p7.F10	p26.B8	0.0893	0.0056	0.0632
p7.F10	p26.B10	0.0990	0.0104	0.1048
p23.A3	p11.H9	0.0762	0.0076	0.0993
p23.A3	p12.G7	0.0978	0.0085	0.0868
p23.A3	p23.H1	0.1028	0.0075	0.0734
p23.A3	p26.A2	0.1028	0.0075	0.0734
p23.A3	p26.E9	0.0356	0.0019	0.0530
p23.A3	p26.F2	0.1028	0.0075	0.0734
p23.A3	p26.G7	0.0997	0.0114	0.1139
p23.A3	p2.B9	0.1028	0.0075	0.0734
p23.A3	p3.C1	0.0997	0.0114	0.1139
p23.A3	p3.C8	0.1028	0.0075	0.0734
p23.A3	p6.G8	0.0762	0.0076	0.0993
p23.A3	p7.B1	0.0129	0.0009	0.0731
p23.A3	p25.G7	0.0606	0.0038	0.0623
p23.A3	p24.E1	0.0998	0.0076	0.0758
p23.A3	p5.F9	0.1028	0.0075	0.0734
p23.A3	p1.A9	0.0795	0.0066	0.0831
p23.A3	p3.F1	0.0738	0.0066	0.0896
p23.A3	p6.B2	0.0940	0.0047	0.0501
p23.A3	p24.H5	0.0950	0.0076	0.0796
p23.A3	p13.H12	0.0279	0.0009	0.0338
p23.A3	p26.E6	0.0606	0.0038	0.0623
p23.A3	p4.A6	0.0998	0.0076	0.0758
p23.A3	p23.C3	0.0563	0.0056	0.1004
p23.A3	p24.B8	0.0712	0.0047	0.0662
p23.A3	p11.G8	0.0816	0.0085	0.1040
p23.A3	p22.G7	0.0967	0.0094	0.0975
p23.A3	p11.H6	0.1020	0.0085	0.0833
p23.A3	p26.B8	0.0620	0.0047	0.0761
p23.A3	p26.B10	0.0755	0.0094	0.1251
p23.A3	p4.G8	0.0576	0.0048	0.0826
p23.A3	p7.F10	0.0576	0.0048	0.0826
p20.F12	p11.H9	0.0656	0.0066	0.1006
p20.F12	p12.G7	0.1118	0.0094	0.0841
p20.F12	p23.H1	0.0782	0.0066	0.0841
p20.F12	p26.A2	0.0782	0.0066	0.0841
p20.F12	p26.E9	0.1040	0.0066	0.0634
p20.F12	p26.F2	0.0782	0.0066	0.0841
p20.F12	p26.G7	0.1003	0.0123	0.1222
p20.F12	p2.B9	0.0782	0.0066	0.0841
p20.F12	p3.C1	0.1003	0.0123	0.1222
p20.F12	p3.C8	0.0782	0.0066	0.0841
p20.F12	p6.G8	0.0656	0.0066	0.1006
p20.F12	p7.B1	0.0588	0.0038	0.0638
p20.F12	p25.G7	0.0386	0.0028	0.0731
p20.F12	p24.E1	0.0840	0.0085	0.1010
p20.F12	p5.F9	0.0782	0.0066	0.0841
p20.F12	p1.A9	0.1025	0.0075	0.0735
p20.F12	p3.F1	0.0706	0.0056	0.0800
p20.F12	p6.B2	0.0779	0.0057	0.0732
p20.F12	p24.H5	0.1105	0.0085	0.0768
p20.F12	p13.H12	0.0537	0.0038	0.0700
p20.F12	p26.E6	0.0386	0.0028	0.0731
p20.F12	p4.A6	0.0840	0.0085	0.1010
p20.F12	p23.C3	0.0695	0.0066	0.0945
p20.F12	p24.B8	0.0745	0.0057	0.0766
p20.F12	p11.G8	0.0858	0.0075	0.0876
p20.F12	p22.G7	0.1042	0.0085	0.0811
p20.F12	p11.H6	0.1278	0.0094	0.0737
p20.F12	p26.B8	0.0940	0.0056	0.0601
p20.F12	p26.B10	0.1021	0.0104	0.1015
p20.F12	p23.A3	0.0599	0.0048	0.0794
p4.D2	p11.H9	0.0383	0.0038	0.0980
p4.D2	p12.G7	0.1890	0.0066	0.0347
p4.D2	p23.H1	0.1157	0.0094	0.0813
p4.D2	p26.A2	0.1157	0.0094	0.0813
p4.D2	p26.E9	0.1296	0.0113	0.0874
p4.D2	p26.F2	0.1157	0.0094	0.0813
p4.D2	p26.G7	0.1173	0.0075	0.0640
p4.D2	p2.B9	0.1157	0.0094	0.0813
p4.D2	p3.C1	0.1173	0.0075	0.0640
p4.D2	p3.C8	0.1157	0.0094	0.0813
p4.D2	p6.G8	0.0383	0.0038	0.0980
p4.D2	p7.B1	0.1042	0.0085	0.0811
p4.D2	p25.G7	0.1339	0.0094	0.0704
