Gene_1	Gene_2	dnds	dN	dS
p6.G8	p2.B9	0.0274	0.0035	0.1267
p6.G8	p3.C1	0.0132	0.0009	0.0656
p6.G8	p3.C8	0.0274	0.0035	0.1267
p7.B1	p11.H9	0.0206	0.0026	0.1265
p7.B1	p12.G7	0.0150	0.0009	0.0577
p7.B1	p23.H1	0.0303	0.0017	0.0574
p7.B1	p26.A2	0.0287	0.0017	0.0606
p7.B1	p26.E9	0.0127	0.0009	0.0680
p7.B1	p26.F2	0.0287	0.0017	0.0606
p7.B1	p26.G7	0.0130	0.0017	0.1332
p7.B1	p2.B9	0.0303	0.0017	0.0574
p7.B1	p3.C1	0.0063	0.0009	0.1368
p7.B1	p3.C8	0.0303	0.0017	0.0574
p7.B1	p6.G8	0.0158	0.0017	0.1098
p25.G7	p11.H9	0.0261	0.0035	0.1332
p25.G7	p12.G7	0.0303	0.0017	0.0574
p25.G7	p23.H1	0.0144	0.0009	0.0603
p25.G7	p26.A2	0.0137	0.0009	0.0634
p25.G7	p26.E9	0.0155	0.0017	0.1121
p25.G7	p26.F2	0.0137	0.0009	0.0634
p25.G7	p26.G7	0.0203	0.0026	0.1282
p25.G7	p2.B9	0.0144	0.0009	0.0603
p25.G7	p3.C1	0.0135	0.0017	0.1283
p25.G7	p3.C8	0.0144	0.0009	0.0603
p25.G7	p6.G8	0.0199	0.0026	0.1308
p25.G7	p7.B1	0.0095	0.0009	0.0911
p24.E1	p11.H9	0.0317	0.0044	0.1372
p24.E1	p12.G7	0.0428	0.0026	0.0609
p24.E1	p23.H1	0.0304	0.0017	0.0572
p24.E1	p26.A2	0.0288	0.0017	0.0604
p24.E1	p26.E9	0.0224	0.0026	0.1159
p24.E1	p26.F2	0.0288	0.0017	0.0604
p24.E1	p26.G7	0.0262	0.0035	0.1322
p24.E1	p2.B9	0.0304	0.0017	0.0572
p24.E1	p3.C1	0.0196	0.0026	0.1323
p24.E1	p3.C8	0.0304	0.0017	0.0572
p24.E1	p6.G8	0.0258	0.0035	0.1348
p24.E1	p7.B1	0.0183	0.0017	0.0948
p5.F9	p11.H9	0.0304	0.0044	0.1434
p5.F9	p12.G7	0.0277	0.0026	0.0942
p5.F9	p26.E9	0.0257	0.0026	0.1014
p5.F9	p26.G7	0.0242	0.0035	0.1432
p5.F9	p3.C1	0.0177	0.0026	0.1468
p5.F9	p6.G8	0.0274	0.0035	0.1267
p5.F9	p7.B1	0.0303	0.0017	0.0574
p5.F9	p25.G7	0.0144	0.0009	0.0603
p5.F9	p24.E1	0.0304	0.0017	0.0572
p1.A9	p11.H9	0.0160	0.0017	0.1087
p1.A9	p12.G7	0.0010	0.0001	0.0604
p1.A9	p23.H1	0.0311	0.0026	0.0839
p1.A9	p26.A2	0.0300	0.0026	0.0871
p1.A9	p26.E9	0.0010	0.0000	0.0283
p1.A9	p26.F2	0.0300	0.0026	0.0871
p1.A9	p26.G7	0.0078	0.0009	0.1106
p1.A9	p2.B9	0.0311	0.0026	0.0839
p1.A9	p3.C1	0.0010	0.0001	0.1098
p1.A9	p3.C8	0.0311	0.0026	0.0839
p1.A9	p6.G8	0.0094	0.0009	0.0922
p1.A9	p7.B1	0.0169	0.0009	0.0511
p1.A9	p25.G7	0.0172	0.0017	0.1012
p1.A9	p24.E1	0.0248	0.0026	0.1049
p1.A9	p5.F9	0.0311	0.0026	0.0839
p3.F1	p11.H9	0.0267	0.0035	0.1302
p3.F1	p12.G7	0.0234	0.0017	0.0743
p3.F1	p23.H1	0.0136	0.0009	0.0639
p3.F1	p26.A2	0.0130	0.0009	0.0670
p3.F1	p26.E9	0.0159	0.0017	0.1091
p3.F1	p26.F2	0.0130	0.0009	0.0670
p3.F1	p26.G7	0.0208	0.0026	0.1251
p3.F1	p2.B9	0.0136	0.0009	0.0639
p3.F1	p3.C1	0.0138	0.0017	0.1252
p3.F1	p3.C8	0.0136	0.0009	0.0639
p3.F1	p6.G8	0.0204	0.0026	0.1278
p3.F1	p7.B1	0.0085	0.0009	0.1019
p3.F1	p25.G7	0.0010	0.0000	0.0217
p3.F1	p24.E1	0.0463	0.0009	0.0187
p3.F1	p5.F9	0.0136	0.0009	0.0639
p3.F1	p1.A9	0.0177	0.0017	0.0982
p6.B2	p11.H9	0.0248	0.0026	0.1051
p6.B2	p12.G7	0.0103	0.0009	0.0844
p6.B2	p23.H1	0.0259	0.0017	0.0670
p6.B2	p26.A2	0.0248	0.0017	0.0702
p6.B2	p26.E9	0.0170	0.0009	0.0511
p6.B2	p26.F2	0.0248	0.0017	0.0702
p6.B2	p26.G7	0.0173	0.0017	0.1001
p6.B2	p2.B9	0.0259	0.0017	0.0670
p6.B2	p3.C1	0.0086	0.0009	0.1001
p6.B2	p3.C8	0.0259	0.0017	0.0670
p6.B2	p6.G8	0.0232	0.0017	0.0748
p6.B2	p7.B1	0.0010	0.0001	0.0673
p6.B2	p25.G7	0.0103	0.0009	0.0842
p6.B2	p24.E1	0.0198	0.0017	0.0878
p6.B2	p5.F9	0.0259	0.0017	0.0670
p6.B2	p1.A9	0.0160	0.0009	0.0543
p6.B2	p3.F1	0.0107	0.0009	0.0812
p24.H5	p11.H9	0.0185	0.0017	0.0943
p24.H5	p12.G7	0.0010	0.0001	0.0837
p24.H5	p23.H1	0.0289	0.0026	0.0903
p24.H5	p26.A2	0.0280	0.0026	0.0935
p24.H5	p26.E9	0.0010	0.0000	0.0442
p24.H5	p26.F2	0.0280	0.0026	0.0935
p24.H5	p26.G7	0.0087	0.0009	0.0998
p24.H5	p2.B9	0.0289	0.0026	0.0903
p24.H5	p3.C1	0.0010	0.0001	0.0994
p24.H5	p3.C8	0.0289	0.0026	0.0903
p24.H5	p6.G8	0.0135	0.0009	0.0644
p24.H5	p7.B1	0.0123	0.0009	0.0707
p24.H5	p25.G7	0.0151	0.0017	0.1151
p24.H5	p24.E1	0.0219	0.0026	0.1189
p24.H5	p5.F9	0.0289	0.0026	0.0903
p24.H5	p1.A9	0.0010	0.0001	0.0506
p24.H5	p3.F1	0.0155	0.0017	0.1120
p24.H5	p6.B2	0.0310	0.0009	0.0281
p13.H12	p11.H9	0.0255	0.0026	0.1023
p13.H12	p12.G7	0.0098	0.0009	0.0885
p13.H12	p23.H1	0.0224	0.0017	0.0775
p13.H12	p26.A2	0.0215	0.0017	0.0807
p13.H12	p26.E9	0.0158	0.0009	0.0547
p13.H12	p26.F2	0.0215	0.0017	0.0807
p13.H12	p26.G7	0.0165	0.0017	0.1044
p13.H12	p2.B9	0.0224	0.0017	0.0775
p13.H12	p3.C1	0.0083	0.0009	0.1044
p13.H12	p3.C8	0.0224	0.0017	0.0775
p13.H12	p6.G8	0.0241	0.0017	0.0719
p13.H12	p7.B1	0.0010	0.0001	0.0778
p13.H12	p25.G7	0.0098	0.0009	0.0882
p13.H12	p24.E1	0.0189	0.0017	0.0919
p13.H12	p5.F9	0.0224	0.0017	0.0775
p13.H12	p1.A9	0.0134	0.0009	0.0646
p13.H12	p3.F1	0.0102	0.0009	0.0852
p13.H12	p24.H5	0.0229	0.0009	0.0378
p26.E6	p11.H9	0.0261	0.0035	0.1332
p26.E6	p12.G7	0.0303	0.0017	0.0574
p26.E6	p23.H1	0.0144	0.0009	0.0603
p26.E6	p26.A2	0.0137	0.0009	0.0634
p26.E6	p26.E9	0.0155	0.0017	0.1121
p26.E6	p26.F2	0.0137	0.0009	0.0634
p26.E6	p26.G7	0.0203	0.0026	0.1282
p26.E6	p2.B9	0.0144	0.0009	0.0603
p26.E6	p3.C1	0.0135	0.0017	0.1283
p26.E6	p3.C8	0.0144	0.0009	0.0603
p26.E6	p6.G8	0.0199	0.0026	0.1308
p26.E6	p7.B1	0.0095	0.0009	0.0911
p26.E6	p5.F9	0.0144	0.0009	0.0603
p26.E6	p1.A9	0.0172	0.0017	0.1012
p26.E6	p3.F1	0.0010	0.0000	0.0219
p26.E6	p6.B2	0.0103	0.0009	0.0842
p26.E6	p24.H5	0.0151	0.0017	0.1151
p26.E6	p13.H12	0.0098	0.0009	0.0882
p4.A6	p11.H9	0.0317	0.0044	0.1372
p4.A6	p12.G7	0.0428	0.0026	0.0609
p4.A6	p23.H1	0.0304	0.0017	0.0572
p4.A6	p26.A2	0.0288	0.0017	0.0604
p4.A6	p26.E9	0.0224	0.0026	0.1159
p4.A6	p26.F2	0.0288	0.0017	0.0604
p4.A6	p26.G7	0.0262	0.0035	0.1322
p4.A6	p2.B9	0.0304	0.0017	0.0572
p4.A6	p3.C1	0.0196	0.0026	0.1323
p4.A6	p3.C8	0.0304	0.0017	0.0572
p4.A6	p6.G8	0.0258	0.0035	0.1348
p4.A6	p7.B1	0.0183	0.0017	0.0948
p4.A6	p5.F9	0.0304	0.0017	0.0572
p4.A6	p1.A9	0.0248	0.0026	0.1049
p4.A6	p3.F1	0.0463	0.0009	0.0187
p4.A6	p6.B2	0.0198	0.0017	0.0878
p4.A6	p24.H5	0.0219	0.0026	0.1189
p4.A6	p13.H12	0.0189	0.0017	0.0919
p23.C3	p11.H9	0.0217	0.0026	0.1199
p23.C3	p12.G7	0.0106	0.0009	0.0818
p23.C3	p23.H1	0.0154	0.0017	0.1126
p23.C3	p26.A2	0.0150	0.0017	0.1159
p23.C3	p26.E9	0.0070	0.0009	0.1243
p23.C3	p26.F2	0.0150	0.0017	0.1159
p23.C3	p26.G7	0.0219	0.0017	0.0790
p23.C3	p2.B9	0.0154	0.0017	0.1126
p23.C3	p3.C1	0.0109	0.0009	0.0790
p23.C3	p3.C8	0.0154	0.0017	0.1126
p23.C3	p6.G8	0.0147	0.0017	0.1175
p23.C3	p7.B1	0.0131	0.0017	0.1319
p23.C3	p25.G7	0.0159	0.0009	0.0546
p23.C3	p24.E1	0.0298	0.0017	0.0580
p23.C3	p5.F9	0.0154	0.0017	0.1126
p23.C3	p1.A9	0.0068	0.0009	0.1275
p23.C3	p3.F1	0.0121	0.0009	0.0715
p23.C3	p6.B2	0.0140	0.0017	0.1242
p23.C3	p24.H5	0.0070	0.0009	0.1238
p23.C3	p13.H12	0.0134	0.0017	0.1287
p23.C3	p26.E6	0.0159	0.0009	0.0546
p23.C3	p4.A6	0.0298	0.0017	0.0580
p24.B8	p11.H9	0.0165	0.0017	0.1053
p24.B8	p12.G7	0.0010	0.0001	0.0739
p24.B8	p23.H1	0.0206	0.0026	0.1264
p24.B8	p26.A2	0.0201	0.0026	0.1298
p24.B8	p26.E9	0.0010	0.0001	0.1087
p24.B8	p26.F2	0.0201	0.0026	0.1298
p24.B8	p26.G7	0.0090	0.0009	0.0961
p24.B8	p2.B9	0.0206	0.0026	0.1264
p24.B8	p3.C1	0.0010	0.0001	0.0958
p24.B8	p3.C8	0.0206	0.0026	0.1264
p24.B8	p6.G8	0.0084	0.0009	0.1027
p24.B8	p7.B1	0.0070	0.0009	0.1237
p24.B8	p25.G7	0.0233	0.0017	0.0743
p24.B8	p24.E1	0.0334	0.0026	0.0779
p24.B8	p5.F9	0.0206	0.0026	0.1264
p24.B8	p1.A9	0.0010	0.0001	0.1049
p24.B8	p3.F1	0.0269	0.0017	0.0645
p24.B8	p6.B2	0.0098	0.0009	0.0883
p24.B8	p24.H5	0.0010	0.0001	0.1014
p24.B8	p13.H12	0.0094	0.0009	0.0924
p24.B8	p26.E6	0.0233	0.0017	0.0743
p24.B8	p4.A6	0.0334	0.0026	0.0779
p24.B8	p23.C3	0.0111	0.0009	0.0782
p11.G8	p11.H9	0.0159	0.0017	0.1090
p11.G8	p12.G7	0.0010	0.0001	0.0640
p11.G8	p23.H1	0.0224	0.0026	0.1161
p11.G8	p26.A2	0.0218	0.0026	0.1194
p11.G8	p26.E9	0.0010	0.0001	0.1125
p11.G8	p26.F2	0.0218	0.0026	0.1194
p11.G8	p26.G7	0.0086	0.0009	0.0998
p11.G8	p2.B9	0.0224	0.0026	0.1161
p11.G8	p3.C1	0.0010	0.0001	0.0995
p11.G8	p3.C8	0.0224	0.0026	0.1161
p11.G8	p6.G8	0.0081	0.0009	0.1065
p11.G8	p7.B1	0.0076	0.0009	0.1133
p11.G8	p25.G7	0.0244	0.0017	0.0712
p11.G8	p24.E1	0.0348	0.0026	0.0748
p11.G8	p5.F9	0.0224	0.0026	0.1161
p11.G8	p1.A9	0.0010	0.0001	0.1087
p11.G8	p3.F1	0.0212	0.0017	0.0817
p11.G8	p6.B2	0.0094	0.0009	0.0920
p11.G8	p24.H5	0.0010	0.0001	0.1039
p11.G8	p13.H12	0.0090	0.0009	0.0961
p11.G8	p26.E6	0.0244	0.0017	0.0712
p11.G8	p4.A6	0.0348	0.0026	0.0748
p11.G8	p23.C3	0.0115	0.0009	0.0751
p11.G8	p24.B8	0.0010	0.0000	0.0157
p22.G7	p11.H9	0.0303	0.0017	0.0574
p22.G7	p12.G7	0.0010	0.0001	0.1293
p22.G7	p23.H1	0.0153	0.0026	0.1704
p22.G7	p26.A2	0.0150	0.0026	0.1738
p22.G7	p26.E9	0.0010	0.0001	0.1229
p22.G7	p26.F2	0.0150	0.0026	0.1738
p22.G7	p26.G7	0.0180	0.0009	0.0480
p22.G7	p2.B9	0.0153	0.0026	0.1704
p22.G7	p3.C1	0.0010	0.0000	0.0479
p22.G7	p3.C8	0.0153	0.0026	0.1704
p22.G7	p6.G8	0.0085	0.0009	0.1023
p22.G7	p7.B1	0.0054	0.0009	0.1604
p22.G7	p25.G7	0.0127	0.0017	0.1370
p22.G7	p24.E1	0.0185	0.0026	0.1410
p22.G7	p5.F9	0.0153	0.0026	0.1704
p22.G7	p1.A9	0.0010	0.0001	0.1333
p22.G7	p3.F1	0.0130	0.0017	0.1340
p22.G7	p6.B2	0.0063	0.0009	0.1379
p22.G7	p24.H5	0.0010	0.0001	0.1370
p22.G7	p13.H12	0.0064	0.0009	0.1352
p22.G7	p26.E6	0.0127	0.0017	0.1370
p22.G7	p4.A6	0.0185	0.0026	0.1410
p22.G7	p23.C3	0.0098	0.0009	0.0880
p22.G7	p24.B8	0.0010	0.0001	0.1044
p22.G7	p11.G8	0.0010	0.0001	0.1092
p11.H6	p11.H9	0.0344	0.0053	0.1530
p11.H6	p12.G7	0.0328	0.0035	0.1065
p11.H6	p23.H1	0.0114	0.0009	0.0764
p11.H6	p26.A2	0.0110	0.0009	0.0795
p11.H6	p26.E9	0.0326	0.0035	0.1072
p11.H6	p26.F2	0.0110	0.0009	0.0795
p11.H6	p26.G7	0.0294	0.0044	0.1483
p11.H6	p2.B9	0.0114	0.0009	0.0764
p11.H6	p3.C1	0.0229	0.0035	0.1519
p11.H6	p3.C8	0.0114	0.0009	0.0764
p11.H6	p6.G8	0.0321	0.0044	0.1363
p11.H6	p7.B1	0.0279	0.0026	0.0938
p11.H6	p25.G7	0.0164	0.0017	0.1064
p11.H6	p24.E1	0.0238	0.0026	0.1102
p11.H6	p5.F9	0.0114	0.0009	0.0764
p11.H6	p1.A9	0.0338	0.0035	0.1034
p11.H6	p3.F1	0.0149	0.0017	0.1172
p11.H6	p6.B2	0.0280	0.0026	0.0935
p11.H6	p24.H5	0.0328	0.0035	0.1067
p11.H6	p13.H12	0.0251	0.0026	0.1044
p11.H6	p26.E6	0.0164	0.0017	0.1064
p11.H6	p4.A6	0.0238	0.0026	0.1102
p11.H6	p23.C3	0.0209	0.0026	0.1250
p11.H6	p24.B8	0.0281	0.0035	0.1245
p11.H6	p11.G8	0.0305	0.0035	0.1143
p11.H6	p22.G7	0.0200	0.0035	0.1752
p26.B8	p11.H9	0.0282	0.0035	0.1232
p26.B8	p12.G7	0.0318	0.0017	0.0545
p26.B8	p23.H1	0.0429	0.0026	0.0608
p26.B8	p26.A2	0.0408	0.0026	0.0640
p26.B8	p26.E9	0.0267	0.0017	0.0648
p26.B8	p26.F2	0.0408	0.0026	0.0640
p26.B8	p26.G7	0.0200	0.0026	0.1298
p26.B8	p2.B9	0.0429	0.0026	0.0608
p26.B8	p3.C1	0.0130	0.0017	0.1334
p26.B8	p3.C8	0.0429	0.0026	0.0608
p26.B8	p6.G8	0.0244	0.0026	0.1065
p26.B8	p25.G7	0.0197	0.0017	0.0879
p26.B8	p24.E1	0.0284	0.0026	0.0916
p26.B8	p5.F9	0.0429	0.0026	0.0608
p26.B8	p1.A9	0.0318	0.0017	0.0545
p26.B8	p3.F1	0.0176	0.0017	0.0986
p26.B8	p6.B2	0.0135	0.0009	0.0644
p26.B8	p24.H5	0.0234	0.0017	0.0743
p26.B8	p13.H12	0.0116	0.0009	0.0749
p26.B8	p26.E6	0.0197	0.0017	0.0879
p26.B8	p4.A6	0.0284	0.0026	0.0916
p26.B8	p23.C3	0.0202	0.0026	0.1286
p26.B8	p24.B8	0.0144	0.0017	0.1203
p26.B8	p11.G8	0.0158	0.0017	0.1099
p26.B8	p22.G7	0.0111	0.0017	0.1569
p26.B8	p11.H6	0.0358	0.0035	0.0975
p26.B10	p11.H9	0.0261	0.0035	0.1332
p26.B10	p12.G7	0.0303	0.0017	0.0574
p26.B10	p23.H1	0.0144	0.0009	0.0603
p26.B10	p26.A2	0.0137	0.0009	0.0634
p26.B10	p26.E9	0.0155	0.0017	0.1121
p26.B10	p26.F2	0.0137	0.0009	0.0634
p26.B10	p26.G7	0.0203	0.0026	0.1282
p26.B10	p2.B9	0.0144	0.0009	0.0603
p26.B10	p3.C1	0.0135	0.0017	0.1283
p26.B10	p3.C8	0.0144	0.0009	0.0603
p26.B10	p6.G8	0.0199	0.0026	0.1308
p26.B10	p7.B1	0.0095	0.0009	0.0911
p26.B10	p5.F9	0.0144	0.0009	0.0603
p26.B10	p1.A9	0.0172	0.0017	0.1012
p26.B10	p3.F1	0.0010	0.0000	0.0217
p26.B10	p6.B2	0.0103	0.0009	0.0842
p26.B10	p24.H5	0.0151	0.0017	0.1151
p26.B10	p13.H12	0.0098	0.0009	0.0882
p26.B10	p23.C3	0.0159	0.0009	0.0546
p26.B10	p24.B8	0.0233	0.0017	0.0743
p26.B10	p11.G8	0.0244	0.0017	0.0712
p26.B10	p22.G7	0.0127	0.0017	0.1370
p26.B10	p11.H6	0.0164	0.0017	0.1064
p26.B10	p26.B8	0.0197	0.0017	0.0879
p4.G8	p11.H9	0.0142	0.0017	0.1225
p4.G8	p12.G7	0.0010	0.0000	0.0442
p4.G8	p23.H1	0.0288	0.0026	0.0908
p4.G8	p26.A2	0.0278	0.0026	0.0940
p4.G8	p26.E9	0.0010	0.0001	0.0872
p4.G8	p26.F2	0.0278	0.0026	0.0940
p4.G8	p26.G7	0.0066	0.0009	0.1319
p4.G8	p2.B9	0.0288	0.0026	0.0908
p4.G8	p3.C1	0.0010	0.0001	0.1349
p4.G8	p3.C8	0.0288	0.0026	0.0908
p4.G8	p6.G8	0.0072	0.0009	0.1201
p4.G8	p7.B1	0.0197	0.0009	0.0442
p4.G8	p25.G7	0.0246	0.0017	0.0706
p4.G8	p24.E1	0.0352	0.0026	0.0742
p4.G8	p5.F9	0.0288	0.0026	0.0908
p4.G8	p1.A9	0.0010	0.0001	0.0836
p4.G8	p3.F1	0.0184	0.0017	0.0946
p4.G8	p6.B2	0.0099	0.0009	0.0876
p4.G8	p24.H5	0.0010	0.0001	0.0859
p4.G8	p13.H12	0.0095	0.0009	0.0917
p4.G8	p26.E6	0.0246	0.0017	0.0706
p4.G8	p4.A6	0.0352	0.0026	0.0742
p4.G8	p23.C3	0.0085	0.0009	0.1025
p4.G8	p24.B8	0.0010	0.0001	0.1012
p4.G8	p11.G8	0.0010	0.0001	0.0909
p4.G8	p22.G7	0.0010	0.0001	0.1436
p4.G8	p11.H6	0.0328	0.0035	0.1066
p4.G8	p26.B8	0.0423	0.0017	0.0410
p4.G8	p26.B10	0.0246	0.0017	0.0706
p7.F10	p11.H9	0.0248	0.0035	0.1403
p7.F10	p12.G7	0.0271	0.0017	0.0640
p7.F10	p23.H1	0.0144	0.0009	0.0603
p7.F10	p26.A2	0.0137	0.0009	0.0635
p7.F10	p26.E9	0.0146	0.0017	0.1191
p7.F10	p26.F2	0.0137	0.0009	0.0635
p7.F10	p26.G7	0.0192	0.0026	0.1354
p7.F10	p2.B9	0.0144	0.0009	0.0603
p7.F10	p3.C1	0.0128	0.0017	0.1355
p7.F10	p3.C8	0.0144	0.0009	0.0603
p7.F10	p6.G8	0.0189	0.0026	0.1380
p7.F10	p7.B1	0.0089	0.0009	0.0980
p7.F10	p5.F9	0.0144	0.0009	0.0603
p7.F10	p1.A9	0.0161	0.0017	0.1081
p7.F10	p3.F1	0.0010	0.0000	0.0217
p7.F10	p6.B2	0.0095	0.0009	0.0910
p7.F10	p24.H5	0.0142	0.0017	0.1221
p7.F10	p13.H12	0.0091	0.0009	0.0951
p7.F10	p23.C3	0.0142	0.0009	0.0612
p7.F10	p24.B8	0.0214	0.0017	0.0811
p7.F10	p11.G8	0.0223	0.0017	0.0779
p7.F10	p22.G7	0.0120	0.0017	0.1442
p7.F10	p11.H6	0.0154	0.0017	0.1133
p7.F10	p26.B8	0.0183	0.0017	0.0947
p7.F10	p4.G8	0.0225	0.0017	0.0773
p23.A3	p11.H9	0.0247	0.0026	0.1055
p23.A3	p12.G7	0.0122	0.0009	0.0712
p23.A3	p23.H1	0.0235	0.0017	0.0739
p23.A3	p26.A2	0.0225	0.0017	0.0771
p23.A3	p26.E9	0.0193	0.0009	0.0447
p23.A3	p26.F2	0.0225	0.0017	0.0771
p23.A3	p26.G7	0.0172	0.0017	0.1006
p23.A3	p2.B9	0.0235	0.0017	0.0739
p23.A3	p3.C1	0.0086	0.0009	0.1007
p23.A3	p3.C8	0.0235	0.0017	0.0739
p23.A3	p6.G8	0.0231	0.0017	0.0751
p23.A3	p7.B1	0.0010	0.0001	0.0609
p23.A3	p25.G7	0.0102	0.0009	0.0846
p23.A3	p24.E1	0.0196	0.0017	0.0882
p23.A3	p5.F9	0.0235	0.0017	0.0739
p23.A3	p1.A9	0.0159	0.0009	0.0545
p23.A3	p3.F1	0.0106	0.0009	0.0815
p23.A3	p6.B2	0.0010	0.0000	0.0378
p23.A3	p24.H5	0.0143	0.0009	0.0607
p23.A3	p13.H12	0.0010	0.0000	0.0284
p23.A3	p26.E6	0.0102	0.0009	0.0846
p23.A3	p4.A6	0.0196	0.0017	0.0882
p23.A3	p23.C3	0.0131	0.0017	0.1323
p23.A3	p24.B8	0.0079	0.0009	0.1097
p23.A3	p11.G8	0.0076	0.0009	0.1135
p23.A3	p22.G7	0.0066	0.0009	0.1313
p23.A3	p11.H6	0.0215	0.0026	0.1216
p23.A3	p26.B8	0.0149	0.0009	0.0579
p23.A3	p26.B10	0.0102	0.0009	0.0846
p23.A3	p4.G8	0.0091	0.0009	0.0950
p23.A3	p7.F10	0.0095	0.0009	0.0914
p20.F12	p11.H9	0.0254	0.0035	0.1369
p20.F12	p12.G7	0.0286	0.0017	0.0608
p20.F12	p23.H1	0.0152	0.0009	0.0571
p20.F12	p26.A2	0.0144	0.0009	0.0602
p20.F12	p26.E9	0.0150	0.0017	0.1157
p20.F12	p26.F2	0.0144	0.0009	0.0602
p20.F12	p26.G7	0.0197	0.0026	0.1319
p20.F12	p2.B9	0.0152	0.0009	0.0571
p20.F12	p3.C1	0.0131	0.0017	0.1320
p20.F12	p3.C8	0.0152	0.0009	0.0571
p20.F12	p6.G8	0.0194	0.0026	0.1345
p20.F12	p7.B1	0.0092	0.0009	0.0946
p20.F12	p5.F9	0.0152	0.0009	0.0571
p20.F12	p1.A9	0.0166	0.0017	0.1047
p20.F12	p3.F1	0.0010	0.0000	0.0187
p20.F12	p6.B2	0.0099	0.0009	0.0876
p20.F12	p24.H5	0.0147	0.0017	0.1186
p20.F12	p13.H12	0.0094	0.0009	0.0917
p20.F12	p23.C3	0.0150	0.0009	0.0579
p20.F12	p24.B8	0.0223	0.0017	0.0777
p20.F12	p11.G8	0.0232	0.0017	0.0746
p20.F12	p22.G7	0.0123	0.0017	0.1407
p20.F12	p11.H6	0.0159	0.0017	0.1099
p20.F12	p26.B8	0.0190	0.0017	0.0914
p20.F12	p4.G8	0.0235	0.0017	0.0740
p20.F12	p23.A3	0.0098	0.0009	0.0880
p4.D2	p11.H9	0.0257	0.0026	0.1016
p4.D2	p12.G7	0.0082	0.0009	0.1052
p4.D2	p23.H1	0.0134	0.0017	0.1295
p4.D2	p26.A2	0.0131	0.0017	0.1328
p4.D2	p26.E9	0.0065	0.0009	0.1340
p4.D2	p26.F2	0.0131	0.0017	0.1328
p4.D2	p26.G7	0.0175	0.0017	0.0991
p4.D2	p2.B9	0.0134	0.0017	0.1295
p4.D2	p3.C1	0.0087	0.0009	0.0992
p4.D2	p3.C8	0.0134	0.0017	0.1295
p4.D2	p6.G8	0.0129	0.0017	0.1345
p4.D2	p7.B1	0.0116	0.0017	0.1492
p4.D2	p25.G7	0.0123	0.0009	0.0707
p4.D2	p24.E1	0.0234	0.0017	0.0743
p4.D2	p5.F9	0.0134	0.0017	0.1295
p4.D2	p1.A9	0.0060	0.0009	0.1445
p4.D2	p3.F1	0.0092	0.0009	0.0947
p4.D2	p6.B2	0.0123	0.0017	0.1413
p4.D2	p24.H5	0.0062	0.0009	0.1409
p4.D2	p13.H12	0.0125	0.0017	0.1385
p4.D2	p26.E6	0.0123	0.0009	0.0707
p4.D2	p4.A6	0.0234	0.0017	0.0743
p4.D2	p23.C3	0.0010	0.0000	0.0282
p4.D2	p24.B8	0.0085	0.0009	0.1015
p4.D2	p11.G8	0.0088	0.0009	0.0984
p4.D2	p22.G7	0.0129	0.0009	0.0673
p4.D2	p11.H6	0.0185	0.0026	0.1418
