Gene_1	Gene_2	dnds	dN	dS
p24.E1	p7.B1	0.0429	0.0012	0.0269
p5.F9	p11.H9	0.0358	0.0047	0.1306
p5.F9	p12.G7	0.0367	0.0035	0.0953
p5.F9	p26.E9	0.0380	0.0046	0.1224
p5.F9	p26.G7	0.0284	0.0035	0.1228
p5.F9	p3.C1	0.0284	0.0035	0.1228
p5.F9	p6.G8	0.0339	0.0047	0.1374
p5.F9	p7.B1	0.0286	0.0035	0.1218
p5.F9	p25.G7	0.0522	0.0058	0.1117
p5.F9	p24.E1	0.0417	0.0047	0.1117
p1.A9	p11.H9	0.0330	0.0035	0.1059
p1.A9	p12.G7	0.0010	0.0001	0.1398
p1.A9	p23.H1	0.0300	0.0035	0.1164
p1.A9	p26.A2	0.0300	0.0035	0.1164
p1.A9	p26.E9	0.0117	0.0012	0.0984
p1.A9	p26.F2	0.0300	0.0035	0.1164
p1.A9	p26.G7	0.0010	0.0001	0.0978
p1.A9	p2.B9	0.0300	0.0035	0.1164
p1.A9	p3.C1	0.0010	0.0001	0.0978
p1.A9	p3.C8	0.0300	0.0035	0.1164
p1.A9	p6.G8	0.0309	0.0035	0.1127
p1.A9	p7.B1	0.0010	0.0001	0.0975
p1.A9	p25.G7	0.0215	0.0023	0.1075
p1.A9	p24.E1	0.0107	0.0012	0.1075
p1.A9	p5.F9	0.0300	0.0035	0.1164
p3.F1	p11.H9	0.0464	0.0047	0.1006
p3.F1	p12.G7	0.0260	0.0035	0.1349
p3.F1	p23.H1	0.0498	0.0070	0.1410
p3.F1	p26.A2	0.0498	0.0070	0.1410
p3.F1	p26.E9	0.0363	0.0046	0.1279
p3.F1	p26.F2	0.0498	0.0070	0.1410
p3.F1	p26.G7	0.0273	0.0035	0.1274
p3.F1	p2.B9	0.0498	0.0070	0.1410
p3.F1	p3.C1	0.0273	0.0035	0.1274
p3.F1	p3.C8	0.0498	0.0070	0.1410
p3.F1	p6.G8	0.0685	0.0047	0.0680
p3.F1	p7.B1	0.0230	0.0035	0.1518
p3.F1	p25.G7	0.0412	0.0058	0.1414
p3.F1	p24.E1	0.0329	0.0047	0.1414
p3.F1	p5.F9	0.0498	0.0070	0.1410
p3.F1	p1.A9	0.0221	0.0035	0.1576
p6.B2	p11.H9	0.0355	0.0047	0.1311
p6.B2	p12.G7	0.0100	0.0012	0.1157
p6.B2	p23.H1	0.0353	0.0047	0.1317
p6.B2	p26.A2	0.0353	0.0047	0.1317
p6.B2	p26.E9	0.0357	0.0023	0.0646
p6.B2	p26.F2	0.0353	0.0047	0.1317
p6.B2	p26.G7	0.0138	0.0012	0.0834
p6.B2	p2.B9	0.0353	0.0047	0.1317
p6.B2	p3.C1	0.0138	0.0012	0.0834
p6.B2	p3.C8	0.0353	0.0047	0.1317
p6.B2	p6.G8	0.0336	0.0046	0.1380
p6.B2	p7.B1	0.0211	0.0012	0.0547
p6.B2	p25.G7	0.1288	0.0035	0.0269
p6.B2	p24.E1	0.0858	0.0023	0.0269
p6.B2	p5.F9	0.0353	0.0047	0.1317
p6.B2	p1.A9	0.0107	0.0012	0.1077
p6.B2	p3.F1	0.0148	0.0023	0.1569
p24.H5	p11.H9	0.0481	0.0047	0.0967
p24.H5	p12.G7	0.0092	0.0012	0.1258
p24.H5	p23.H1	0.0285	0.0047	0.1633
p24.H5	p26.A2	0.0285	0.0047	0.1633
p24.H5	p26.E9	0.0245	0.0023	0.0941
p24.H5	p26.F2	0.0285	0.0047	0.1633
p24.H5	p26.G7	0.0138	0.0012	0.0836
p24.H5	p2.B9	0.0285	0.0047	0.1633
p24.H5	p3.C1	0.0138	0.0012	0.0836
p24.H5	p3.C8	0.0285	0.0047	0.1633
p24.H5	p6.G8	0.0348	0.0046	0.1333
p24.H5	p7.B1	0.0179	0.0012	0.0643
p24.H5	p25.G7	0.0373	0.0035	0.0930
p24.H5	p24.E1	0.0248	0.0023	0.0931
p24.H5	p5.F9	0.0285	0.0047	0.1633
p24.H5	p1.A9	0.0147	0.0012	0.0786
p24.H5	p3.F1	0.0316	0.0047	0.1471
p24.H5	p6.B2	0.0247	0.0023	0.0933
p13.H12	p11.H9	0.0340	0.0046	0.1366
p13.H12	p12.G7	0.0115	0.0012	0.1011
p13.H12	p23.H1	0.0398	0.0047	0.1170
p13.H12	p26.A2	0.0398	0.0047	0.1170
p13.H12	p26.E9	0.0332	0.0023	0.0695
p13.H12	p26.F2	0.0398	0.0047	0.1170
p13.H12	p26.G7	0.0167	0.0012	0.0692
p13.H12	p2.B9	0.0398	0.0047	0.1170
p13.H12	p3.C1	0.0167	0.0012	0.0692
p13.H12	p3.C8	0.0398	0.0047	0.1170
p13.H12	p6.G8	0.0322	0.0046	0.1437
p13.H12	p7.B1	0.0860	0.0012	0.0134
p13.H12	p25.G7	0.1549	0.0035	0.0224
p13.H12	p24.E1	0.1031	0.0023	0.0224
p13.H12	p5.F9	0.0398	0.0047	0.1170
p13.H12	p1.A9	0.0124	0.0012	0.0932
p13.H12	p3.F1	0.0316	0.0046	0.1469
p13.H12	p6.B2	0.0461	0.0023	0.0501
p13.H12	p24.H5	0.0293	0.0023	0.0789
p26.E6	p11.H9	0.0444	0.0058	0.1312
p26.E6	p12.G7	0.0269	0.0023	0.0864
p26.E6	p23.H1	0.0522	0.0058	0.1117
p26.E6	p26.A2	0.0522	0.0058	0.1117
p26.E6	p26.E9	0.0630	0.0035	0.0550
p26.E6	p26.F2	0.0522	0.0058	0.1117
p26.E6	p26.G7	0.0360	0.0023	0.0643
p26.E6	p2.B9	0.0522	0.0058	0.1117
p26.E6	p3.C1	0.0360	0.0023	0.0643
p26.E6	p3.C8	0.0522	0.0058	0.1117
p26.E6	p6.G8	0.0421	0.0058	0.1381
p26.E6	p7.B1	0.0860	0.0023	0.0269
p26.E6	p5.F9	0.0522	0.0058	0.1117
p26.E6	p1.A9	0.0215	0.0023	0.1075
p26.E6	p3.F1	0.0412	0.0058	0.1414
p26.E6	p6.B2	0.1288	0.0035	0.0269
p26.E6	p24.H5	0.0373	0.0035	0.0930
p26.E6	p13.H12	0.1549	0.0035	0.0224
p4.A6	p11.H9	0.0355	0.0047	0.1312
p4.A6	p12.G7	0.0134	0.0012	0.0864
p4.A6	p23.H1	0.0417	0.0047	0.1117
p4.A6	p26.A2	0.0417	0.0047	0.1117
p4.A6	p26.E9	0.0419	0.0023	0.0550
p4.A6	p26.F2	0.0417	0.0047	0.1117
p4.A6	p26.G7	0.0179	0.0012	0.0643
p4.A6	p2.B9	0.0417	0.0047	0.1117
p4.A6	p3.C1	0.0179	0.0012	0.0643
p4.A6	p3.C8	0.0417	0.0047	0.1117
p4.A6	p6.G8	0.0336	0.0046	0.1381
p4.A6	p7.B1	0.0429	0.0012	0.0269
p4.A6	p5.F9	0.0417	0.0047	0.1117
p4.A6	p1.A9	0.0107	0.0012	0.1075
p4.A6	p3.F1	0.0329	0.0047	0.1414
p4.A6	p6.B2	0.0858	0.0023	0.0269
p4.A6	p24.H5	0.0248	0.0023	0.0931
p4.A6	p13.H12	0.1031	0.0023	0.0224
p23.C3	p11.H9	0.0240	0.0023	0.0969
p23.C3	p12.G7	0.0072	0.0012	0.1617
p23.C3	p23.H1	0.0244	0.0047	0.1904
p23.C3	p26.A2	0.0244	0.0047	0.1904
p23.C3	p26.E9	0.0193	0.0023	0.1197
p23.C3	p26.F2	0.0244	0.0047	0.1904
p23.C3	p26.G7	0.0107	0.0012	0.1083
p23.C3	p2.B9	0.0244	0.0047	0.1904
p23.C3	p3.C1	0.0107	0.0012	0.1083
p23.C3	p3.C8	0.0244	0.0047	0.1904
p23.C3	p6.G8	0.0278	0.0023	0.0834
p23.C3	p7.B1	0.0090	0.0012	0.1284
p23.C3	p25.G7	0.0294	0.0035	0.1181
p23.C3	p24.E1	0.0196	0.0023	0.1182
p23.C3	p5.F9	0.0244	0.0047	0.1904
p23.C3	p1.A9	0.0124	0.0012	0.0930
p23.C3	p3.F1	0.0183	0.0023	0.1267
p23.C3	p6.B2	0.0196	0.0023	0.1180
p23.C3	p24.H5	0.0214	0.0023	0.1081
p23.C3	p13.H12	0.0187	0.0023	0.1235
p23.C3	p26.E6	0.0294	0.0035	0.1181
p23.C3	p4.A6	0.0196	0.0023	0.1182
p24.B8	p11.H9	0.0089	0.0012	0.1312
p24.B8	p12.G7	0.0151	0.0023	0.1548
p24.B8	p23.H1	0.0248	0.0035	0.1407
p24.B8	p26.A2	0.0248	0.0035	0.1407
p24.B8	p26.E9	0.0293	0.0035	0.1187
p24.B8	p26.F2	0.0248	0.0035	0.1407
p24.B8	p26.G7	0.0156	0.0023	0.1489
p24.B8	p2.B9	0.0248	0.0035	0.1407
p24.B8	p3.C1	0.0156	0.0023	0.1489
p24.B8	p3.C8	0.0248	0.0035	0.1407
p24.B8	p6.G8	0.0099	0.0012	0.1175
p24.B8	p7.B1	0.0190	0.0023	0.1222
p24.B8	p25.G7	0.0380	0.0046	0.1223
p24.B8	p24.E1	0.0284	0.0035	0.1223
p24.B8	p5.F9	0.0248	0.0035	0.1407
p24.B8	p1.A9	0.0156	0.0023	0.1482
p24.B8	p3.F1	0.0289	0.0035	0.1208
p24.B8	p6.B2	0.0262	0.0035	0.1327
p24.B8	p24.H5	0.0234	0.0035	0.1483
p24.B8	p13.H12	0.0272	0.0035	0.1277
p24.B8	p26.E6	0.0380	0.0046	0.1223
p24.B8	p4.A6	0.0284	0.0035	0.1223
p24.B8	p23.C3	0.0090	0.0012	0.1283
p11.G8	p11.H9	0.0078	0.0012	0.1489
p11.G8	p12.G7	0.0226	0.0023	0.1034
p11.G8	p23.H1	0.0235	0.0035	0.1491
p11.G8	p26.A2	0.0235	0.0035	0.1491
p11.G8	p26.E9	0.0215	0.0035	0.1627
p11.G8	p26.F2	0.0235	0.0035	0.1491
p11.G8	p26.G7	0.0179	0.0023	0.1303
p11.G8	p2.B9	0.0235	0.0035	0.1491
p11.G8	p3.C1	0.0179	0.0023	0.1303
p11.G8	p3.C8	0.0235	0.0035	0.1491
p11.G8	p6.G8	0.0075	0.0012	0.1561
p11.G8	p7.B1	0.0136	0.0023	0.1708
p11.G8	p25.G7	0.0292	0.0047	0.1602
p11.G8	p24.E1	0.0218	0.0035	0.1603
p11.G8	p5.F9	0.0235	0.0035	0.1491
p11.G8	p1.A9	0.0141	0.0023	0.1657
p11.G8	p3.F1	0.0323	0.0035	0.1089
p11.G8	p6.B2	0.0219	0.0035	0.1601
p11.G8	p24.H5	0.0233	0.0035	0.1503
p11.G8	p13.H12	0.0211	0.0035	0.1659
p11.G8	p26.E6	0.0292	0.0047	0.1602
p11.G8	p4.A6	0.0218	0.0035	0.1603
p11.G8	p23.C3	0.0087	0.0012	0.1345
p11.G8	p24.B8	0.0010	0.0002	0.1800
p22.G7	p11.H9	0.0464	0.0047	0.1006
p22.G7	p12.G7	0.0260	0.0035	0.1349
p22.G7	p23.H1	0.0498	0.0070	0.1410
p22.G7	p26.A2	0.0498	0.0070	0.1410
p22.G7	p26.E9	0.0363	0.0046	0.1279
p22.G7	p26.F2	0.0498	0.0070	0.1410
p22.G7	p26.G7	0.0273	0.0035	0.1274
p22.G7	p2.B9	0.0498	0.0070	0.1410
p22.G7	p3.C1	0.0273	0.0035	0.1274
p22.G7	p3.C8	0.0498	0.0070	0.1410
p22.G7	p6.G8	0.0685	0.0047	0.0680
p22.G7	p7.B1	0.0230	0.0035	0.1518
p22.G7	p25.G7	0.0412	0.0058	0.1414
p22.G7	p24.E1	0.0329	0.0047	0.1414
p22.G7	p5.F9	0.0498	0.0070	0.1410
p22.G7	p1.A9	0.0221	0.0035	0.1576
p22.G7	p6.B2	0.0148	0.0023	0.1569
p22.G7	p24.H5	0.0316	0.0047	0.1471
p22.G7	p13.H12	0.0316	0.0046	0.1469
p22.G7	p26.E6	0.0412	0.0058	0.1414
p22.G7	p4.A6	0.0329	0.0047	0.1414
p22.G7	p23.C3	0.0183	0.0023	0.1267
p22.G7	p24.B8	0.0289	0.0035	0.1208
p22.G7	p11.G8	0.0323	0.0035	0.1089
p11.H6	p11.H9	0.0378	0.0035	0.0921
p11.H6	p12.G7	0.0010	0.0001	0.1206
p11.H6	p23.H1	0.0220	0.0035	0.1584
p11.H6	p26.A2	0.0220	0.0035	0.1584
p11.H6	p26.E9	0.0129	0.0012	0.0893
p11.H6	p26.F2	0.0220	0.0035	0.1584
p11.H6	p26.G7	0.0010	0.0001	0.0787
p11.H6	p2.B9	0.0220	0.0035	0.1584
p11.H6	p3.C1	0.0010	0.0001	0.0779
p11.H6	p3.C8	0.0220	0.0035	0.1584
p11.H6	p6.G8	0.0270	0.0035	0.1285
p11.H6	p7.B1	0.0010	0.0001	0.0595
p11.H6	p25.G7	0.0261	0.0023	0.0884
p11.H6	p24.E1	0.0130	0.0012	0.0884
p11.H6	p5.F9	0.0220	0.0035	0.1584
p11.H6	p1.A9	0.0010	0.0001	0.0832
p11.H6	p3.F1	0.0245	0.0035	0.1423
p11.H6	p6.B2	0.0117	0.0012	0.0984
p11.H6	p13.H12	0.0155	0.0012	0.0742
p11.H6	p26.E6	0.0261	0.0023	0.0884
p11.H6	p4.A6	0.0130	0.0012	0.0884
p11.H6	p23.C3	0.0112	0.0012	0.1034
p11.H6	p24.B8	0.0161	0.0023	0.1434
p11.H6	p11.G8	0.0160	0.0023	0.1456
p11.H6	p22.G7	0.0245	0.0035	0.1423
p26.B8	p11.H9	0.0328	0.0046	0.1416
p26.B8	p12.G7	0.0092	0.0012	0.1260
p26.B8	p23.H1	0.0327	0.0046	0.1423
p26.B8	p26.A2	0.0327	0.0046	0.1423
p26.B8	p26.E9	0.0310	0.0023	0.0744
p26.B8	p26.F2	0.0327	0.0046	0.1423
p26.B8	p26.G7	0.0123	0.0012	0.0934
p26.B8	p2.B9	0.0327	0.0046	0.1423
p26.B8	p3.C1	0.0123	0.0012	0.0934
p26.B8	p3.C8	0.0327	0.0046	0.1423
p26.B8	p6.G8	0.0311	0.0046	0.1488
p26.B8	p7.B1	0.0253	0.0012	0.0456
p26.B8	p25.G7	0.0958	0.0035	0.0362
p26.B8	p24.E1	0.0638	0.0023	0.0362
p26.B8	p5.F9	0.0327	0.0046	0.1423
p26.B8	p1.A9	0.0117	0.0012	0.0983
p26.B8	p3.F1	0.0138	0.0023	0.1678
p26.B8	p24.H5	0.0275	0.0023	0.0840
p26.B8	p13.H12	0.0563	0.0023	0.0410
p26.B8	p26.E6	0.0958	0.0035	0.0362
p26.B8	p4.A6	0.0638	0.0023	0.0362
p26.B8	p23.C3	0.0180	0.0023	0.1284
p26.B8	p24.B8	0.0242	0.0035	0.1434
p26.B8	p11.G8	0.0205	0.0035	0.1709
p26.B8	p22.G7	0.0138	0.0023	0.1678
p26.B8	p11.H6	0.0129	0.0012	0.0890
p26.B10	p11.H9	0.0244	0.0035	0.1427
p26.B10	p12.G7	0.0010	0.0001	0.1016
p26.B10	p23.H1	0.0218	0.0035	0.1595
p26.B10	p26.A2	0.0218	0.0035	0.1595
p26.B10	p26.E9	0.0190	0.0011	0.0606
p26.B10	p26.F2	0.0218	0.0035	0.1595
p26.B10	p26.G7	0.0010	0.0001	0.0504
p26.B10	p2.B9	0.0218	0.0035	0.1595
p26.B10	p3.C1	0.0010	0.0001	0.0504
p26.B10	p3.C8	0.0218	0.0035	0.1595
p26.B10	p6.G8	0.0230	0.0035	0.1507
p26.B10	p7.B1	0.0010	0.0001	0.0887
p26.B10	p25.G7	0.0332	0.0023	0.0695
p26.B10	p24.E1	0.0166	0.0012	0.0695
p26.B10	p5.F9	0.0218	0.0035	0.1595
p26.B10	p1.A9	0.0010	0.0001	0.1034
p26.B10	p3.F1	0.0261	0.0035	0.1333
p26.B10	p6.B2	0.0145	0.0012	0.0793
p26.B10	p24.H5	0.0116	0.0012	0.0991
p26.B10	p13.H12	0.0137	0.0012	0.0843
p26.B10	p26.E6	0.0332	0.0023	0.0695
p26.B10	p4.A6	0.0166	0.0012	0.0695
p26.B10	p23.C3	0.0092	0.0012	0.1248
p26.B10	p24.B8	0.0149	0.0023	0.1554
p26.B10	p11.G8	0.0148	0.0023	0.1573
p26.B10	p22.G7	0.0261	0.0035	0.1333
p26.B10	p11.H6	0.0010	0.0001	0.0939
p26.B10	p26.B8	0.0129	0.0012	0.0893
p4.G8	p11.H9	0.0332	0.0047	0.1404
p4.G8	p12.G7	0.0110	0.0012	0.1052
p4.G8	p23.H1	0.0355	0.0047	0.1311
p4.G8	p26.A2	0.0355	0.0047	0.1311
p4.G8	p26.E9	0.0313	0.0023	0.0737
p4.G8	p26.F2	0.0355	0.0047	0.1311
p4.G8	p26.G7	0.0139	0.0012	0.0831
p4.G8	p2.B9	0.0355	0.0047	0.1311
p4.G8	p3.C1	0.0139	0.0012	0.0831
p4.G8	p3.C8	0.0355	0.0047	0.1311
p4.G8	p6.G8	0.0315	0.0046	0.1475
p4.G8	p7.B1	0.0257	0.0012	0.0449
p4.G8	p25.G7	0.0433	0.0012	0.0267
p4.G8	p24.E1	0.0010	0.0000	0.0266
p4.G8	p5.F9	0.0355	0.0047	0.1311
p4.G8	p1.A9	0.0119	0.0012	0.0972
p4.G8	p3.F1	0.0289	0.0047	0.1613
p4.G8	p6.B2	0.0513	0.0023	0.0451
p4.G8	p24.H5	0.0226	0.0023	0.1022
p4.G8	p13.H12	0.0465	0.0023	0.0497
p4.G8	p26.E6	0.0433	0.0012	0.0267
p4.G8	p4.A6	0.0010	0.0000	0.0266
p4.G8	p23.C3	0.0182	0.0023	0.1274
p4.G8	p24.B8	0.0287	0.0035	0.1213
p4.G8	p11.G8	0.0194	0.0035	0.1803
p4.G8	p22.G7	0.0289	0.0047	0.1613
p4.G8	p11.H6	0.0108	0.0012	0.1073
p4.G8	p26.B8	0.0424	0.0023	0.0546
p4.G8	p26.B10	0.0130	0.0012	0.0885
p7.F10	p11.H9	0.0332	0.0047	0.1404
p7.F10	p12.G7	0.0110	0.0012	0.1052
p7.F10	p23.H1	0.0355	0.0047	0.1311
p7.F10	p26.A2	0.0355	0.0047	0.1311
p7.F10	p26.E9	0.0313	0.0023	0.0737
p7.F10	p26.F2	0.0355	0.0047	0.1311
p7.F10	p26.G7	0.0139	0.0012	0.0831
p7.F10	p2.B9	0.0355	0.0047	0.1311
p7.F10	p3.C1	0.0139	0.0012	0.0831
p7.F10	p3.C8	0.0355	0.0047	0.1311
p7.F10	p6.G8	0.0315	0.0046	0.1475
p7.F10	p7.B1	0.0257	0.0012	0.0449
p7.F10	p25.G7	0.0433	0.0012	0.0267
p7.F10	p24.E1	0.0010	0.0000	0.0266
p7.F10	p5.F9	0.0355	0.0047	0.1311
p7.F10	p1.A9	0.0119	0.0012	0.0972
p7.F10	p3.F1	0.0289	0.0047	0.1613
p7.F10	p6.B2	0.0513	0.0023	0.0451
p7.F10	p24.H5	0.0226	0.0023	0.1022
p7.F10	p13.H12	0.0465	0.0023	0.0497
p7.F10	p26.E6	0.0433	0.0012	0.0267
p7.F10	p4.A6	0.0010	0.0000	0.0266
p7.F10	p23.C3	0.0182	0.0023	0.1274
p7.F10	p24.B8	0.0287	0.0035	0.1213
p7.F10	p11.G8	0.0194	0.0035	0.1803
p7.F10	p22.G7	0.0289	0.0047	0.1613
p7.F10	p11.H6	0.0108	0.0012	0.1073
p7.F10	p26.B8	0.0424	0.0023	0.0546
p7.F10	p26.B10	0.0130	0.0012	0.0885
p23.A3	p11.H9	0.0383	0.0035	0.0912
p23.A3	p12.G7	0.0010	0.0001	0.1145
p23.A3	p23.H1	0.0230	0.0035	0.1516
p23.A3	p26.A2	0.0230	0.0035	0.1516
p23.A3	p26.E9	0.0112	0.0012	0.1031
p23.A3	p26.F2	0.0230	0.0035	0.1516
p23.A3	p26.G7	0.0010	0.0001	0.0826
p23.A3	p2.B9	0.0230	0.0035	0.1516
p23.A3	p3.C1	0.0010	0.0001	0.0827
p23.A3	p3.C8	0.0230	0.0035	0.1516
p23.A3	p6.G8	0.0273	0.0035	0.1272
p23.A3	p7.B1	0.0010	0.0001	0.0636
p23.A3	p25.G7	0.0316	0.0023	0.0732
p23.A3	p24.E1	0.0158	0.0012	0.0732
p23.A3	p5.F9	0.0230	0.0035	0.1516
p23.A3	p1.A9	0.0010	0.0001	0.0682
p23.A3	p3.F1	0.0248	0.0035	0.1409
p23.A3	p6.B2	0.0157	0.0012	0.0734
p23.A3	p24.H5	0.0647	0.0012	0.0179
p23.A3	p13.H12	0.0168	0.0012	0.0687
p23.A3	p26.E6	0.0316	0.0023	0.0732
p23.A3	p4.A6	0.0158	0.0012	0.0732
p23.A3	p23.C3	0.0119	0.0012	0.0974
p23.A3	p24.B8	0.0152	0.0023	0.1526
p23.A3	p11.G8	0.0168	0.0023	0.1391
p23.A3	p22.G7	0.0248	0.0035	0.1409
p23.A3	p11.H6	0.0010	0.0000	0.0223
p23.A3	p26.B8	0.0180	0.0012	0.0642
p23.A3	p26.B10	0.0010	0.0001	0.0975
p23.A3	p4.G8	0.0126	0.0012	0.0920
p23.A3	p7.F10	0.0126	0.0012	0.0920
p20.F12	p11.H9	0.0332	0.0047	0.1404
p20.F12	p12.G7	0.0110	0.0012	0.1052
p20.F12	p23.H1	0.0355	0.0047	0.1311
p20.F12	p26.A2	0.0355	0.0047	0.1311
p20.F12	p26.E9	0.0313	0.0023	0.0737
p20.F12	p26.F2	0.0355	0.0047	0.1311
p20.F12	p26.G7	0.0139	0.0012	0.0831
p20.F12	p2.B9	0.0355	0.0047	0.1311
p20.F12	p3.C1	0.0139	0.0012	0.0831
p20.F12	p3.C8	0.0355	0.0047	0.1311
p20.F12	p6.G8	0.0315	0.0046	0.1475
p20.F12	p7.B1	0.0257	0.0012	0.0449
p20.F12	p25.G7	0.0433	0.0012	0.0267
p20.F12	p24.E1	0.0010	0.0000	0.0266
p20.F12	p5.F9	0.0355	0.0047	0.1311
p20.F12	p1.A9	0.0119	0.0012	0.0972
p20.F12	p3.F1	0.0289	0.0047	0.1613
p20.F12	p6.B2	0.0513	0.0023	0.0451
p20.F12	p24.H5	0.0226	0.0023	0.1022
p20.F12	p13.H12	0.0465	0.0023	0.0497
p20.F12	p26.E6	0.0433	0.0012	0.0267
p20.F12	p4.A6	0.0010	0.0000	0.0266
p20.F12	p23.C3	0.0182	0.0023	0.1274
p20.F12	p24.B8	0.0287	0.0035	0.1213
p20.F12	p11.G8	0.0194	0.0035	0.1803
p20.F12	p22.G7	0.0289	0.0047	0.1613
p20.F12	p11.H6	0.0108	0.0012	0.1073
p20.F12	p26.B8	0.0424	0.0023	0.0546
p20.F12	p26.B10	0.0130	0.0012	0.0885
p20.F12	p23.A3	0.0126	0.0012	0.0920
p4.D2	p11.H9	0.0464	0.0047	0.1006
p4.D2	p12.G7	0.0260	0.0035	0.1349
p4.D2	p23.H1	0.0498	0.0070	0.1410
p4.D2	p26.A2	0.0498	0.0070	0.1410
p4.D2	p26.E9	0.0363	0.0046	0.1279
p4.D2	p26.F2	0.0498	0.0070	0.1410
p4.D2	p26.G7	0.0273	0.0035	0.1274
p4.D2	p2.B9	0.0498	0.0070	0.1410
p4.D2	p3.C1	0.0273	0.0035	0.1274
p4.D2	p3.C8	0.0498	0.0070	0.1410
p4.D2	p6.G8	0.0685	0.0047	0.0680
p4.D2	p7.B1	0.0230	0.0035	0.1518
p4.D2	p25.G7	0.0412	0.0058	0.1414
p4.D2	p24.E1	0.0329	0.0047	0.1414
p4.D2	p5.F9	0.0498	0.0070	0.1410
p4.D2	p1.A9	0.0221	0.0035	0.1576
