Gene_1	Gene_2	dnds	dN	dS
p24.H5	p23.H1	0.0010	0.0000	0.0158
p24.H5	p26.A2	0.0010	0.0000	0.0156
p24.H5	p26.E9	0.0010	0.0000	0.0158
p24.H5	p26.F2	0.0010	0.0000	0.0158
p24.H5	p26.G7	0.1177	0.0255	0.2162
p24.H5	p2.B9	0.0010	0.0000	0.0156
p24.H5	p3.C1	0.1177	0.0255	0.2162
p24.H5	p3.C8	0.0010	0.0000	0.0157
p24.H5	p6.G8	0.1234	0.0256	0.2078
p24.H5	p7.B1	0.0010	0.0000	0.0157
p24.H5	p25.G7	0.0351	0.0036	0.1023
p24.H5	p24.E1	0.0351	0.0036	0.1023
p24.H5	p5.F9	0.0010	0.0000	0.0158
p24.H5	p1.A9	0.0010	0.0000	0.0158
p24.H5	p3.F1	0.0010	0.0000	0.0317
p24.H5	p6.B2	0.0010	0.0000	0.0489
p13.H12	p11.H9	0.0963	0.0254	0.2637
p13.H12	p12.G7	0.0607	0.0072	0.1191
p13.H12	p23.H1	0.0010	0.0000	0.0156
p13.H12	p26.A2	0.0010	0.0000	0.0158
p13.H12	p26.E9	0.0010	0.0000	0.0156
p13.H12	p26.F2	0.0010	0.0000	0.0158
p13.H12	p26.G7	0.1177	0.0255	0.2162
p13.H12	p2.B9	0.0010	0.0000	0.0158
p13.H12	p3.C1	0.1177	0.0255	0.2162
p13.H12	p3.C8	0.0010	0.0000	0.0158
p13.H12	p6.G8	0.1234	0.0256	0.2078
p13.H12	p7.B1	0.0010	0.0000	0.0158
p13.H12	p25.G7	0.0351	0.0036	0.1023
p13.H12	p24.E1	0.0351	0.0036	0.1023
p13.H12	p5.F9	0.0010	0.0000	0.0158
p13.H12	p1.A9	0.0010	0.0000	0.0158
p13.H12	p3.F1	0.0010	0.0000	0.0314
p13.H12	p6.B2	0.0010	0.0000	0.0481
p26.E6	p11.H9	0.0670	0.0215	0.3212
p26.E6	p12.G7	0.2169	0.0036	0.0165
p26.E6	p23.H1	0.0300	0.0036	0.1196
p26.E6	p26.A2	0.0300	0.0036	0.1196
p26.E6	p26.E9	0.0300	0.0036	0.1196
p26.E6	p26.F2	0.0300	0.0036	0.1196
p26.E6	p26.G7	0.0800	0.0216	0.2696
p26.E6	p2.B9	0.0300	0.0036	0.1196
p26.E6	p3.C1	0.0800	0.0216	0.2696
p26.E6	p3.C8	0.0300	0.0036	0.1196
p26.E6	p6.G8	0.1016	0.0218	0.2143
p26.E6	p7.B1	0.0300	0.0036	0.1196
p26.E6	p5.F9	0.0300	0.0036	0.1196
p26.E6	p1.A9	0.0300	0.0036	0.1196
p26.E6	p3.F1	0.0262	0.0036	0.1372
p26.E6	p6.B2	0.0417	0.0036	0.0857
p26.E6	p24.H5	0.0351	0.0036	0.1023
p26.E6	p13.H12	0.0351	0.0036	0.1023
p4.A6	p11.H9	0.0670	0.0215	0.3212
p4.A6	p12.G7	0.2169	0.0036	0.0165
p4.A6	p23.H1	0.0300	0.0036	0.1196
p4.A6	p26.A2	0.0300	0.0036	0.1196
p4.A6	p26.E9	0.0300	0.0036	0.1196
p4.A6	p26.F2	0.0300	0.0036	0.1196
p4.A6	p26.G7	0.0800	0.0216	0.2696
p4.A6	p2.B9	0.0300	0.0036	0.1196
p4.A6	p3.C1	0.0800	0.0216	0.2696
p4.A6	p3.C8	0.0300	0.0036	0.1196
p4.A6	p6.G8	0.1016	0.0218	0.2143
p4.A6	p7.B1	0.0300	0.0036	0.1196
p4.A6	p5.F9	0.0300	0.0036	0.1196
p4.A6	p1.A9	0.0300	0.0036	0.1196
p4.A6	p3.F1	0.0262	0.0036	0.1372
p4.A6	p6.B2	0.0417	0.0036	0.0857
p4.A6	p24.H5	0.0351	0.0036	0.1023
p4.A6	p13.H12	0.0351	0.0036	0.1023
p23.C3	p11.H9	0.0670	0.0215	0.3212
p23.C3	p12.G7	0.2169	0.0036	0.0165
p23.C3	p23.H1	0.0300	0.0036	0.1196
p23.C3	p26.A2	0.0300	0.0036	0.1196
p23.C3	p26.E9	0.0300	0.0036	0.1196
p23.C3	p26.F2	0.0300	0.0036	0.1196
p23.C3	p26.G7	0.0800	0.0216	0.2696
p23.C3	p2.B9	0.0300	0.0036	0.1196
p23.C3	p3.C1	0.0800	0.0216	0.2696
p23.C3	p3.C8	0.0300	0.0036	0.1196
p23.C3	p6.G8	0.1016	0.0218	0.2143
p23.C3	p7.B1	0.0300	0.0036	0.1196
p23.C3	p5.F9	0.0300	0.0036	0.1196
p23.C3	p1.A9	0.0300	0.0036	0.1196
p23.C3	p3.F1	0.0262	0.0036	0.1372
p23.C3	p6.B2	0.0417	0.0036	0.0857
p23.C3	p24.H5	0.0351	0.0036	0.1023
p23.C3	p13.H12	0.0351	0.0036	0.1023
p24.B8	p11.H9	0.1269	0.0254	0.2001
p24.B8	p12.G7	0.0402	0.0072	0.1791
p24.B8	p23.H1	0.0010	0.0001	0.0663
p24.B8	p26.A2	0.0010	0.0001	0.0663
p24.B8	p26.E9	0.0010	0.0001	0.0663
p24.B8	p26.F2	0.0010	0.0001	0.0663
p24.B8	p26.G7	0.1645	0.0255	0.1548
p24.B8	p2.B9	0.0010	0.0001	0.0663
p24.B8	p3.C1	0.1645	0.0255	0.1548
p24.B8	p3.C8	0.0010	0.0001	0.0663
p24.B8	p6.G8	0.1729	0.0257	0.1485
p24.B8	p7.B1	0.0010	0.0001	0.0648
p24.B8	p25.G7	0.0221	0.0036	0.1615
p24.B8	p24.E1	0.0221	0.0036	0.1615
p24.B8	p5.F9	0.0010	0.0001	0.0663
p24.B8	p1.A9	0.0010	0.0001	0.0663
p24.B8	p3.F1	0.0010	0.0001	0.0832
p24.B8	p6.B2	0.0010	0.0001	0.0675
p24.B8	p24.H5	0.0010	0.0001	0.0838
p24.B8	p13.H12	0.0010	0.0001	0.0838
p24.B8	p26.E6	0.0221	0.0036	0.1615
p24.B8	p4.A6	0.0221	0.0036	0.1615
p24.B8	p23.C3	0.0221	0.0036	0.1615
p11.G8	p11.H9	0.0010	0.0001	0.0788
p11.G8	p12.G7	0.0748	0.0216	0.2893
p11.G8	p23.H1	0.1321	0.0255	0.1931
p11.G8	p26.A2	0.1321	0.0255	0.1931
p11.G8	p26.E9	0.1321	0.0255	0.1931
p11.G8	p26.F2	0.1321	0.0255	0.1931
p11.G8	p2.B9	0.1321	0.0255	0.1931
p11.G8	p3.C8	0.1321	0.0255	0.1931
p11.G8	p6.G8	0.0010	0.0001	0.1166
p11.G8	p7.B1	0.1321	0.0255	0.1931
p11.G8	p25.G7	0.0800	0.0216	0.2696
p11.G8	p24.E1	0.0800	0.0216	0.2696
p11.G8	p5.F9	0.1321	0.0255	0.1931
p11.G8	p1.A9	0.1321	0.0255	0.1931
p11.G8	p3.F1	0.1193	0.0255	0.2139
p11.G8	p6.B2	0.1285	0.0254	0.1976
p11.G8	p24.H5	0.1177	0.0255	0.2162
p11.G8	p13.H12	0.1177	0.0255	0.2162
p11.G8	p26.E6	0.0800	0.0216	0.2696
p11.G8	p4.A6	0.0800	0.0216	0.2696
p11.G8	p23.C3	0.0800	0.0216	0.2696
p11.G8	p24.B8	0.1645	0.0255	0.1548
p22.G7	p11.H9	0.0010	0.0001	0.0778
p22.G7	p12.G7	0.0642	0.0216	0.3371
p22.G7	p23.H1	0.1081	0.0255	0.2360
p22.G7	p26.A2	0.1081	0.0255	0.2360
p22.G7	p26.E9	0.1081	0.0255	0.2360
p22.G7	p26.F2	0.1081	0.0255	0.2360
p22.G7	p26.G7	0.0010	0.0000	0.0386
p22.G7	p2.B9	0.1081	0.0255	0.2360
p22.G7	p3.C1	0.0010	0.0000	0.0386
p22.G7	p3.C8	0.1081	0.0255	0.2360
p22.G7	p6.G8	0.0010	0.0001	0.1163
p22.G7	p7.B1	0.1081	0.0255	0.2360
p22.G7	p25.G7	0.0680	0.0216	0.3170
p22.G7	p24.E1	0.0680	0.0216	0.3170
p22.G7	p5.F9	0.1081	0.0255	0.2360
p22.G7	p1.A9	0.1081	0.0255	0.2360
p22.G7	p3.F1	0.0991	0.0255	0.2572
p22.G7	p6.B2	0.1051	0.0254	0.2417
p22.G7	p24.H5	0.0978	0.0254	0.2603
p22.G7	p13.H12	0.0978	0.0254	0.2603
p22.G7	p26.E6	0.0680	0.0216	0.3170
p22.G7	p4.A6	0.0680	0.0216	0.3170
p22.G7	p23.C3	0.0680	0.0216	0.3170
p22.G7	p24.B8	0.1289	0.0254	0.1973
p22.G7	p11.G8	0.0010	0.0000	0.0386
p11.H6	p11.H9	0.1064	0.0255	0.2392
p11.H6	p12.G7	0.0530	0.0072	0.1364
p11.H6	p26.G7	0.1321	0.0255	0.1931
p11.H6	p3.C1	0.1321	0.0255	0.1931
p11.H6	p6.G8	0.1385	0.0257	0.1856
p11.H6	p25.G7	0.0300	0.0036	0.1196
p11.H6	p24.E1	0.0300	0.0036	0.1196
p11.H6	p3.F1	0.0010	0.0000	0.0155
p11.H6	p6.B2	0.0010	0.0000	0.0317
p11.H6	p24.H5	0.0010	0.0000	0.0158
p11.H6	p13.H12	0.0010	0.0000	0.0156
p11.H6	p26.E6	0.0300	0.0036	0.1196
p11.H6	p4.A6	0.0300	0.0036	0.1196
p11.H6	p23.C3	0.0300	0.0036	0.1196
p11.H6	p24.B8	0.0010	0.0001	0.0663
p11.H6	p11.G8	0.1321	0.0255	0.1931
p11.H6	p22.G7	0.1081	0.0255	0.2360
p26.B8	p11.H9	0.1064	0.0255	0.2392
p26.B8	p12.G7	0.0530	0.0072	0.1364
p26.B8	p26.G7	0.1321	0.0255	0.1931
p26.B8	p3.C1	0.1321	0.0255	0.1931
p26.B8	p6.G8	0.1385	0.0257	0.1856
p26.B8	p25.G7	0.0300	0.0036	0.1196
p26.B8	p24.E1	0.0300	0.0036	0.1196
p26.B8	p3.F1	0.0010	0.0000	0.0154
p26.B8	p6.B2	0.0010	0.0000	0.0322
p26.B8	p24.H5	0.0010	0.0000	0.0156
p26.B8	p13.H12	0.0010	0.0000	0.0158
p26.B8	p26.E6	0.0300	0.0036	0.1196
p26.B8	p4.A6	0.0300	0.0036	0.1196
p26.B8	p23.C3	0.0300	0.0036	0.1196
p26.B8	p24.B8	0.0010	0.0001	0.0663
p26.B8	p11.G8	0.1321	0.0255	0.1931
p26.B8	p22.G7	0.1081	0.0255	0.2360
p26.B10	p11.H9	0.0670	0.0215	0.3212
p26.B10	p12.G7	0.2169	0.0036	0.0165
p26.B10	p23.H1	0.0300	0.0036	0.1196
p26.B10	p26.A2	0.0300	0.0036	0.1196
p26.B10	p26.E9	0.0300	0.0036	0.1196
p26.B10	p26.F2	0.0300	0.0036	0.1196
p26.B10	p26.G7	0.0800	0.0216	0.2696
p26.B10	p2.B9	0.0300	0.0036	0.1196
p26.B10	p3.C1	0.0800	0.0216	0.2696
p26.B10	p3.C8	0.0300	0.0036	0.1196
p26.B10	p6.G8	0.1016	0.0218	0.2143
p26.B10	p7.B1	0.0300	0.0036	0.1196
p26.B10	p5.F9	0.0300	0.0036	0.1196
p26.B10	p1.A9	0.0300	0.0036	0.1196
p26.B10	p3.F1	0.0262	0.0036	0.1372
p26.B10	p6.B2	0.0417	0.0036	0.0857
p26.B10	p24.H5	0.0351	0.0036	0.1023
p26.B10	p13.H12	0.0351	0.0036	0.1023
p26.B10	p24.B8	0.0221	0.0036	0.1615
p26.B10	p11.G8	0.0800	0.0216	0.2696
p26.B10	p22.G7	0.0680	0.0216	0.3170
p26.B10	p11.H6	0.0300	0.0036	0.1196
p26.B10	p26.B8	0.0300	0.0036	0.1196
p4.G8	p11.H9	0.0670	0.0215	0.3212
p4.G8	p12.G7	0.2169	0.0036	0.0165
p4.G8	p23.H1	0.0300	0.0036	0.1196
p4.G8	p26.A2	0.0300	0.0036	0.1196
p4.G8	p26.E9	0.0300	0.0036	0.1196
p4.G8	p26.F2	0.0300	0.0036	0.1196
p4.G8	p26.G7	0.0800	0.0216	0.2696
p4.G8	p2.B9	0.0300	0.0036	0.1196
p4.G8	p3.C1	0.0800	0.0216	0.2696
p4.G8	p3.C8	0.0300	0.0036	0.1196
p4.G8	p6.G8	0.1016	0.0218	0.2143
p4.G8	p7.B1	0.0300	0.0036	0.1196
p4.G8	p5.F9	0.0300	0.0036	0.1196
p4.G8	p1.A9	0.0300	0.0036	0.1196
p4.G8	p3.F1	0.0262	0.0036	0.1372
p4.G8	p6.B2	0.0417	0.0036	0.0857
p4.G8	p24.H5	0.0351	0.0036	0.1023
p4.G8	p13.H12	0.0351	0.0036	0.1023
p4.G8	p24.B8	0.0221	0.0036	0.1615
p4.G8	p11.G8	0.0800	0.0216	0.2696
p4.G8	p22.G7	0.0680	0.0216	0.3170
p4.G8	p11.H6	0.0300	0.0036	0.1196
p4.G8	p26.B8	0.0300	0.0036	0.1196
p7.F10	p11.H9	0.0670	0.0215	0.3212
p7.F10	p12.G7	0.2169	0.0036	0.0165
p7.F10	p23.H1	0.0300	0.0036	0.1196
p7.F10	p26.A2	0.0300	0.0036	0.1196
p7.F10	p26.E9	0.0300	0.0036	0.1196
p7.F10	p26.F2	0.0300	0.0036	0.1196
p7.F10	p26.G7	0.0800	0.0216	0.2696
p7.F10	p2.B9	0.0300	0.0036	0.1196
p7.F10	p3.C1	0.0800	0.0216	0.2696
p7.F10	p3.C8	0.0300	0.0036	0.1196
p7.F10	p6.G8	0.1016	0.0218	0.2143
p7.F10	p7.B1	0.0300	0.0036	0.1196
p7.F10	p5.F9	0.0300	0.0036	0.1196
p7.F10	p1.A9	0.0300	0.0036	0.1196
p7.F10	p3.F1	0.0262	0.0036	0.1372
p7.F10	p6.B2	0.0417	0.0036	0.0857
p7.F10	p24.H5	0.0351	0.0036	0.1023
p7.F10	p13.H12	0.0351	0.0036	0.1023
p7.F10	p24.B8	0.0221	0.0036	0.1615
p7.F10	p11.G8	0.0800	0.0216	0.2696
p7.F10	p22.G7	0.0680	0.0216	0.3170
p7.F10	p11.H6	0.0300	0.0036	0.1196
p7.F10	p26.B8	0.0300	0.0036	0.1196
p23.A3	p11.H9	0.0963	0.0254	0.2637
p23.A3	p12.G7	0.0607	0.0072	0.1191
p23.A3	p23.H1	0.0010	0.0000	0.0158
p23.A3	p26.A2	0.0010	0.0000	0.0156
p23.A3	p26.E9	0.0010	0.0000	0.0156
p23.A3	p26.F2	0.0010	0.0000	0.0156
p23.A3	p26.G7	0.1177	0.0255	0.2162
p23.A3	p2.B9	0.0010	0.0000	0.0158
p23.A3	p3.C1	0.1177	0.0255	0.2162
p23.A3	p3.C8	0.0010	0.0000	0.0157
p23.A3	p6.G8	0.1234	0.0256	0.2078
p23.A3	p7.B1	0.0010	0.0000	0.0158
p23.A3	p25.G7	0.0351	0.0036	0.1023
p23.A3	p24.E1	0.0351	0.0036	0.1023
p23.A3	p5.F9	0.0010	0.0000	0.0158
p23.A3	p1.A9	0.0010	0.0000	0.0157
p23.A3	p3.F1	0.0010	0.0000	0.0311
p23.A3	p6.B2	0.0010	0.0000	0.0489
p23.A3	p26.E6	0.0351	0.0036	0.1023
p23.A3	p4.A6	0.0351	0.0036	0.1023
p23.A3	p23.C3	0.0351	0.0036	0.1023
p23.A3	p24.B8	0.0010	0.0001	0.0838
p23.A3	p11.G8	0.1177	0.0255	0.2162
p23.A3	p22.G7	0.0978	0.0254	0.2603
p23.A3	p11.H6	0.0010	0.0000	0.0157
p23.A3	p26.B8	0.0010	0.0000	0.0156
p23.A3	p26.B10	0.0351	0.0036	0.1023
p23.A3	p4.G8	0.0351	0.0036	0.1023
p23.A3	p7.F10	0.0351	0.0036	0.1023
p20.F12	p11.H9	0.0670	0.0215	0.3212
p20.F12	p12.G7	0.2169	0.0036	0.0165
p20.F12	p23.H1	0.0300	0.0036	0.1196
p20.F12	p26.A2	0.0300	0.0036	0.1196
p20.F12	p26.E9	0.0300	0.0036	0.1196
p20.F12	p26.F2	0.0300	0.0036	0.1196
p20.F12	p26.G7	0.0800	0.0216	0.2696
p20.F12	p2.B9	0.0300	0.0036	0.1196
p20.F12	p3.C1	0.0800	0.0216	0.2696
p20.F12	p3.C8	0.0300	0.0036	0.1196
p20.F12	p6.G8	0.1016	0.0218	0.2143
p20.F12	p7.B1	0.0300	0.0036	0.1196
p20.F12	p5.F9	0.0300	0.0036	0.1196
p20.F12	p1.A9	0.0300	0.0036	0.1196
p20.F12	p3.F1	0.0262	0.0036	0.1372
p20.F12	p6.B2	0.0417	0.0036	0.0857
p20.F12	p24.H5	0.0351	0.0036	0.1023
p20.F12	p13.H12	0.0351	0.0036	0.1023
p20.F12	p24.B8	0.0221	0.0036	0.1615
p20.F12	p11.G8	0.0800	0.0216	0.2696
p20.F12	p22.G7	0.0680	0.0216	0.3170
p20.F12	p11.H6	0.0300	0.0036	0.1196
p20.F12	p26.B8	0.0300	0.0036	0.1196
p20.F12	p23.A3	0.0351	0.0036	0.1023
p4.D2	p11.H9	0.0010	0.0001	0.0793
p4.D2	p12.G7	0.0748	0.0216	0.2893
p4.D2	p23.H1	0.1321	0.0255	0.1931
p4.D2	p26.A2	0.1321	0.0255	0.1931
p4.D2	p26.E9	0.1321	0.0255	0.1931
p4.D2	p26.F2	0.1321	0.0255	0.1931
p4.D2	p2.B9	0.1321	0.0255	0.1931
p4.D2	p3.C8	0.1321	0.0255	0.1931
p4.D2	p6.G8	0.0010	0.0001	0.1166
p4.D2	p7.B1	0.1321	0.0255	0.1931
p4.D2	p25.G7	0.0800	0.0216	0.2696
p4.D2	p24.E1	0.0800	0.0216	0.2696
p4.D2	p5.F9	0.1321	0.0255	0.1931
p4.D2	p1.A9	0.1321	0.0255	0.1931
p4.D2	p3.F1	0.1193	0.0255	0.2139
p4.D2	p6.B2	0.1285	0.0254	0.1976
p4.D2	p24.H5	0.1177	0.0255	0.2162
p4.D2	p13.H12	0.1177	0.0255	0.2162
p4.D2	p26.E6	0.0800	0.0216	0.2696
p4.D2	p4.A6	0.0800	0.0216	0.2696
p4.D2	p23.C3	0.0800	0.0216	0.2696
p4.D2	p24.B8	0.1645	0.0255	0.1548
p4.D2	p22.G7	0.0010	0.0000	0.0386
p4.D2	p11.H6	0.1321	0.0255	0.1931
p4.D2	p26.B8	0.1321	0.0255	0.1931
p4.D2	p26.B10	0.0800	0.0216	0.2696
p4.D2	p4.G8	0.0800	0.0216	0.2696
p4.D2	p7.F10	0.0800	0.0216	0.2696
p4.D2	p23.A3	0.1177	0.0255	0.2162
p4.D2	p20.F12	0.0800	0.0216	0.2696
p4.F9	p11.H9	0.0670	0.0215	0.3212
p4.F9	p12.G7	0.2169	0.0036	0.0165
p4.F9	p23.H1	0.0300	0.0036	0.1196
p4.F9	p26.A2	0.0300	0.0036	0.1196
p4.F9	p26.E9	0.0300	0.0036	0.1196
p4.F9	p26.F2	0.0300	0.0036	0.1196
p4.F9	p26.G7	0.0800	0.0216	0.2696
p4.F9	p2.B9	0.0300	0.0036	0.1196
p4.F9	p3.C1	0.0800	0.0216	0.2696
p4.F9	p3.C8	0.0300	0.0036	0.1196
p4.F9	p6.G8	0.1016	0.0218	0.2143
p4.F9	p7.B1	0.0300	0.0036	0.1196
p4.F9	p5.F9	0.0300	0.0036	0.1196
p4.F9	p1.A9	0.0300	0.0036	0.1196
p4.F9	p3.F1	0.0262	0.0036	0.1372
p4.F9	p6.B2	0.0417	0.0036	0.0857
p4.F9	p24.H5	0.0351	0.0036	0.1023
p4.F9	p13.H12	0.0351	0.0036	0.1023
p4.F9	p24.B8	0.0221	0.0036	0.1615
p4.F9	p11.G8	0.0800	0.0216	0.2696
p4.F9	p22.G7	0.0680	0.0216	0.3170
p4.F9	p11.H6	0.0300	0.0036	0.1196
p4.F9	p26.B8	0.0300	0.0036	0.1196
p4.F9	p23.A3	0.0351	0.0036	0.1023
p4.F9	p4.D2	0.0800	0.0216	0.2696
p4.E1	p11.H9	0.0670	0.0215	0.3212
p4.E1	p12.G7	0.2169	0.0036	0.0165
p4.E1	p23.H1	0.0300	0.0036	0.1196
p4.E1	p26.A2	0.0300	0.0036	0.1196
p4.E1	p26.E9	0.0300	0.0036	0.1196
p4.E1	p26.F2	0.0300	0.0036	0.1196
p4.E1	p26.G7	0.0800	0.0216	0.2696
p4.E1	p2.B9	0.0300	0.0036	0.1196
p4.E1	p3.C1	0.0800	0.0216	0.2696
p4.E1	p3.C8	0.0300	0.0036	0.1196
p4.E1	p6.G8	0.1016	0.0218	0.2143
p4.E1	p7.B1	0.0300	0.0036	0.1196
p4.E1	p5.F9	0.0300	0.0036	0.1196
p4.E1	p1.A9	0.0300	0.0036	0.1196
p4.E1	p3.F1	0.0262	0.0036	0.1372
p4.E1	p6.B2	0.0417	0.0036	0.0857
p4.E1	p24.H5	0.0351	0.0036	0.1023
p4.E1	p13.H12	0.0351	0.0036	0.1023
p4.E1	p24.B8	0.0221	0.0036	0.1615
p4.E1	p11.G8	0.0800	0.0216	0.2696
p4.E1	p22.G7	0.0680	0.0216	0.3170
p4.E1	p11.H6	0.0300	0.0036	0.1196
p4.E1	p26.B8	0.0300	0.0036	0.1196
p4.E1	p23.A3	0.0351	0.0036	0.1023
p4.E1	p4.D2	0.0800	0.0216	0.2696
p25.G10	p11.H9	0.0010	0.0001	0.0587
p25.G10	p12.G7	0.0683	0.0216	0.3161
p25.G10	p23.H1	0.1177	0.0255	0.2163
p25.G10	p26.A2	0.1177	0.0255	0.2163
p25.G10	p26.E9	0.1177	0.0255	0.2163
