Gene_1	Gene_2	dnds	dN	dS
p24.H5	p25.G7	0.1402	0.1529	1.0905
p24.H5	p24.E1	0.1356	0.1530	1.1277
p24.H5	p5.F9	0.1464	0.1530	1.0452
p24.H5	p1.A9	0.1374	0.1493	1.0861
p24.H5	p3.F1	0.1377	0.1566	1.1373
p13.H12	p11.H9	0.1705	0.1321	0.7748
p13.H12	p12.G7	0.0010	0.0000	0.0158
p13.H12	p23.H1	0.0992	0.0056	0.0569
p13.H12	p26.A2	0.1487	0.0085	0.0570
p13.H12	p26.E9	0.1357	0.0113	0.0834
p13.H12	p26.F2	0.1487	0.0085	0.0570
p13.H12	p2.B9	0.0992	0.0056	0.0569
p13.H12	p3.C8	0.0992	0.0056	0.0569
p13.H12	p6.G8	0.1742	0.1357	0.7792
p13.H12	p7.B1	0.1381	0.1567	1.1344
p13.H12	p25.G7	0.1179	0.0028	0.0239
p13.H12	p24.E1	0.0883	0.0028	0.0319
p13.H12	p5.F9	0.0992	0.0056	0.0569
p13.H12	p1.A9	0.1742	0.0085	0.0487
p13.H12	p3.F1	0.0010	0.0000	0.0153
p13.H12	p6.B2	0.1381	0.1567	1.1344
p13.H12	p24.H5	0.1381	0.1567	1.1344
p26.E6	p11.H9	0.1705	0.1355	0.7947
p26.E6	p12.G7	0.1176	0.0028	0.0239
p26.E6	p23.H1	0.1739	0.0085	0.0488
p26.E6	p26.A2	0.2317	0.0113	0.0489
p26.E6	p26.E9	0.1128	0.0085	0.0750
p26.E6	p26.F2	0.2317	0.0113	0.0489
p26.E6	p26.G7	0.1779	0.0028	0.0158
p26.E6	p2.B9	0.1739	0.0085	0.0488
p26.E6	p3.C1	0.1779	0.0028	0.0158
p26.E6	p3.C8	0.1739	0.0085	0.0488
p26.E6	p6.G8	0.1797	0.1392	0.7745
p26.E6	p7.B1	0.1402	0.1529	1.0905
p26.E6	p5.F9	0.1739	0.0085	0.0488
p26.E6	p1.A9	0.0986	0.0056	0.0572
p26.E6	p3.F1	0.1176	0.0028	0.0239
p26.E6	p6.B2	0.1402	0.1529	1.0905
p26.E6	p24.H5	0.1402	0.1529	1.0905
p26.E6	p13.H12	0.1179	0.0028	0.0239
p4.A6	p11.H9	0.1701	0.1354	0.7957
p4.A6	p12.G7	0.0881	0.0028	0.0320
p4.A6	p23.H1	0.1487	0.0085	0.0571
p4.A6	p26.A2	0.1980	0.0113	0.0573
p4.A6	p26.E9	0.1012	0.0085	0.0837
p4.A6	p26.F2	0.1980	0.0113	0.0573
p4.A6	p26.G7	0.1184	0.0028	0.0238
p4.A6	p2.B9	0.1487	0.0085	0.0571
p4.A6	p3.C1	0.1184	0.0028	0.0238
p4.A6	p3.C8	0.1487	0.0085	0.0571
p4.A6	p6.G8	0.1793	0.1390	0.7754
p4.A6	p7.B1	0.1356	0.1530	1.1277
p4.A6	p5.F9	0.1487	0.0085	0.0571
p4.A6	p1.A9	0.0860	0.0056	0.0656
p4.A6	p3.F1	0.0881	0.0028	0.0320
p4.A6	p6.B2	0.1356	0.1530	1.1277
p4.A6	p24.H5	0.1356	0.1530	1.1277
p4.A6	p13.H12	0.0883	0.0028	0.0319
p23.C3	p11.H9	0.1771	0.1322	0.7465
p23.C3	p23.H1	0.1165	0.0056	0.0485
p23.C3	p26.A2	0.1746	0.0085	0.0486
p23.C3	p26.E9	0.1518	0.0113	0.0746
p23.C3	p26.F2	0.1746	0.0085	0.0486
p23.C3	p2.B9	0.1165	0.0056	0.0485
p23.C3	p3.C8	0.1165	0.0056	0.0485
p23.C3	p6.G8	0.1810	0.1358	0.7504
p23.C3	p7.B1	0.1440	0.1568	1.0889
p23.C3	p25.G7	0.1779	0.0028	0.0158
p23.C3	p24.E1	0.1184	0.0028	0.0238
p23.C3	p5.F9	0.1165	0.0056	0.0485
p23.C3	p1.A9	0.2104	0.0085	0.0403
p23.C3	p6.B2	0.1440	0.1568	1.0889
p23.C3	p24.H5	0.1440	0.1568	1.0889
p23.C3	p26.E6	0.1779	0.0028	0.0158
p23.C3	p4.A6	0.1184	0.0028	0.0238
p24.B8	p11.H9	0.1826	0.1359	0.7441
p24.B8	p23.H1	0.1756	0.0085	0.0484
p24.B8	p26.A2	0.2340	0.0114	0.0485
p24.B8	p26.E9	0.1906	0.0142	0.0745
p24.B8	p26.F2	0.2340	0.0114	0.0485
p24.B8	p2.B9	0.1756	0.0085	0.0484
p24.B8	p3.C8	0.1756	0.0085	0.0484
p24.B8	p6.G8	0.1865	0.1395	0.7479
p24.B8	p7.B1	0.1483	0.1605	1.0820
p24.B8	p25.G7	0.3577	0.0057	0.0158
p24.B8	p24.E1	0.2380	0.0057	0.0238
p24.B8	p5.F9	0.1756	0.0085	0.0484
p24.B8	p1.A9	0.2818	0.0113	0.0403
p24.B8	p6.B2	0.1483	0.1605	1.0820
p24.B8	p24.H5	0.1483	0.1605	1.0820
p24.B8	p26.E6	0.3577	0.0057	0.0158
p24.B8	p4.A6	0.2380	0.0057	0.0238
p11.G8	p11.H9	0.1807	0.1356	0.7500
p11.G8	p23.H1	0.1743	0.0085	0.0487
p11.G8	p26.A2	0.2322	0.0113	0.0488
p11.G8	p26.E9	0.1130	0.0085	0.0748
p11.G8	p26.F2	0.2322	0.0113	0.0488
p11.G8	p2.B9	0.1743	0.0085	0.0487
p11.G8	p3.C8	0.1743	0.0085	0.0487
p11.G8	p6.G8	0.1846	0.1392	0.7540
p11.G8	p7.B1	0.1391	0.1529	1.0996
p11.G8	p25.G7	0.0010	0.0000	0.0158
p11.G8	p24.E1	0.0010	0.0000	0.0238
p11.G8	p5.F9	0.1743	0.0085	0.0487
p11.G8	p1.A9	0.1392	0.0056	0.0405
p11.G8	p6.B2	0.1391	0.1529	1.0996
p11.G8	p24.H5	0.1391	0.1529	1.0996
p11.G8	p26.E6	0.0010	0.0000	0.0158
p11.G8	p4.A6	0.0010	0.0000	0.0238
p22.G7	p11.H9	0.1771	0.1322	0.7465
p22.G7	p23.H1	0.1165	0.0056	0.0485
p22.G7	p26.A2	0.1746	0.0085	0.0486
p22.G7	p26.E9	0.1518	0.0113	0.0746
p22.G7	p26.F2	0.1746	0.0085	0.0486
p22.G7	p2.B9	0.1165	0.0056	0.0485
p22.G7	p3.C8	0.1165	0.0056	0.0485
p22.G7	p6.G8	0.1810	0.1358	0.7504
p22.G7	p7.B1	0.1440	0.1568	1.0889
p22.G7	p25.G7	0.1779	0.0028	0.0158
p22.G7	p24.E1	0.1184	0.0028	0.0238
p22.G7	p5.F9	0.1165	0.0056	0.0485
p22.G7	p1.A9	0.2104	0.0085	0.0403
p22.G7	p6.B2	0.1440	0.1568	1.0889
p22.G7	p24.H5	0.1440	0.1568	1.0889
p22.G7	p26.E6	0.1779	0.0028	0.0158
p22.G7	p4.A6	0.1184	0.0028	0.0238
p11.H6	p11.H9	0.1388	0.1940	1.3976
p11.H6	p12.G7	0.1377	0.1566	1.1373
p11.H6	p23.H1	0.1464	0.1530	1.0452
p11.H6	p26.A2	0.1457	0.1552	1.0647
p11.H6	p26.E9	0.1338	0.1523	1.1380
p11.H6	p26.F2	0.1457	0.1552	1.0647
p11.H6	p26.G7	0.1440	0.1568	1.0889
p11.H6	p2.B9	0.1464	0.1530	1.0452
p11.H6	p3.C1	0.1440	0.1568	1.0889
p11.H6	p3.C8	0.1464	0.1530	1.0452
p11.H6	p6.G8	0.1462	0.1980	1.3545
p11.H6	p25.G7	0.1402	0.1529	1.0905
p11.H6	p24.E1	0.1356	0.1530	1.1277
p11.H6	p5.F9	0.1464	0.1530	1.0452
p11.H6	p1.A9	0.1374	0.1493	1.0861
p11.H6	p3.F1	0.1377	0.1566	1.1373
p11.H6	p13.H12	0.1381	0.1567	1.1344
p11.H6	p26.E6	0.1402	0.1529	1.0905
p11.H6	p4.A6	0.1356	0.1530	1.1277
p11.H6	p23.C3	0.1440	0.1568	1.0889
p11.H6	p24.B8	0.1483	0.1605	1.0820
p11.H6	p11.G8	0.1391	0.1529	1.0996
p11.H6	p22.G7	0.1440	0.1568	1.0889
p26.B8	p11.H9	0.1458	0.1940	1.3305
p26.B8	p12.G7	0.1426	0.1566	1.0977
p26.B8	p23.H1	0.1514	0.1530	1.0108
p26.B8	p26.A2	0.1509	0.1552	1.0288
p26.B8	p26.E9	0.1386	0.1523	1.0984
p26.B8	p26.F2	0.1509	0.1552	1.0288
p26.B8	p26.G7	0.1490	0.1568	1.0523
p26.B8	p2.B9	0.1514	0.1530	1.0108
p26.B8	p3.C1	0.1490	0.1568	1.0523
p26.B8	p3.C8	0.1514	0.1530	1.0108
p26.B8	p6.G8	0.1533	0.1980	1.2913
p26.B8	p25.G7	0.1450	0.1529	1.0547
p26.B8	p24.E1	0.1404	0.1530	1.0898
p26.B8	p5.F9	0.1514	0.1530	1.0108
p26.B8	p1.A9	0.1422	0.1493	1.0494
p26.B8	p3.F1	0.1426	0.1566	1.0977
p26.B8	p13.H12	0.1432	0.1567	1.0947
p26.B8	p26.E6	0.1450	0.1529	1.0547
p26.B8	p4.A6	0.1404	0.1530	1.0898
p26.B8	p23.C3	0.1490	0.1568	1.0523
p26.B8	p24.B8	0.1535	0.1605	1.0459
p26.B8	p11.G8	0.1439	0.1529	1.0623
p26.B8	p22.G7	0.1490	0.1568	1.0523
p26.B10	p11.H9	0.1705	0.1355	0.7947
p26.B10	p12.G7	0.1176	0.0028	0.0239
p26.B10	p23.H1	0.1739	0.0085	0.0488
p26.B10	p26.A2	0.2317	0.0113	0.0489
p26.B10	p26.E9	0.1128	0.0085	0.0750
p26.B10	p26.F2	0.2317	0.0113	0.0489
p26.B10	p26.G7	0.1779	0.0028	0.0158
p26.B10	p2.B9	0.1739	0.0085	0.0488
p26.B10	p3.C1	0.1779	0.0028	0.0158
p26.B10	p3.C8	0.1739	0.0085	0.0488
p26.B10	p6.G8	0.1797	0.1392	0.7745
p26.B10	p7.B1	0.1402	0.1529	1.0905
p26.B10	p5.F9	0.1739	0.0085	0.0488
p26.B10	p1.A9	0.0986	0.0056	0.0572
p26.B10	p3.F1	0.1176	0.0028	0.0239
p26.B10	p6.B2	0.1402	0.1529	1.0905
p26.B10	p24.H5	0.1402	0.1529	1.0905
p26.B10	p13.H12	0.1179	0.0028	0.0239
p26.B10	p23.C3	0.1779	0.0028	0.0158
p26.B10	p24.B8	0.3577	0.0057	0.0158
p26.B10	p11.G8	0.0010	0.0000	0.0158
p26.B10	p22.G7	0.1779	0.0028	0.0158
p26.B10	p11.H6	0.1402	0.1529	1.0905
p26.B10	p26.B8	0.1450	0.1529	1.0547
p4.G8	p11.H9	0.1146	0.1929	1.6836
p4.G8	p12.G7	0.1506	0.1563	1.0380
p4.G8	p23.H1	0.1593	0.1528	0.9588
p4.G8	p26.A2	0.1591	0.1550	0.9742
p4.G8	p26.E9	0.1461	0.1520	1.0405
p4.G8	p26.F2	0.1591	0.1550	0.9742
p4.G8	p26.G7	0.1571	0.1565	0.9963
p4.G8	p2.B9	0.1593	0.1528	0.9588
p4.G8	p3.C1	0.1571	0.1565	0.9963
p4.G8	p3.C8	0.1593	0.1528	0.9588
p4.G8	p6.G8	0.1208	0.1969	1.6297
p4.G8	p7.B1	0.0010	0.0001	0.0833
p4.G8	p25.G7	0.1528	0.1526	0.9990
p4.G8	p24.E1	0.1482	0.1527	1.0307
p4.G8	p5.F9	0.1593	0.1528	0.9588
p4.G8	p1.A9	0.1499	0.1490	0.9940
p4.G8	p3.F1	0.1506	0.1563	1.0380
p4.G8	p6.B2	0.0010	0.0001	0.0833
p4.G8	p24.H5	0.0010	0.0001	0.0833
p4.G8	p13.H12	0.1512	0.1565	1.0351
p4.G8	p26.E6	0.1528	0.1526	0.9990
p4.G8	p4.A6	0.1482	0.1527	1.0307
p4.G8	p23.C3	0.1571	0.1565	0.9963
p4.G8	p24.B8	0.1617	0.1602	0.9908
p4.G8	p11.G8	0.1519	0.1527	1.0052
p4.G8	p22.G7	0.1571	0.1565	0.9963
p4.G8	p11.H6	0.0010	0.0001	0.0833
p4.G8	p26.B8	0.0010	0.0001	0.0742
p4.G8	p26.B10	0.1528	0.1526	0.9990
p7.F10	p11.H9	0.1146	0.1929	1.6836
p7.F10	p12.G7	0.1506	0.1563	1.0380
p7.F10	p23.H1	0.1593	0.1528	0.9588
p7.F10	p26.A2	0.1591	0.1550	0.9742
p7.F10	p26.E9	0.1461	0.1520	1.0405
p7.F10	p26.F2	0.1591	0.1550	0.9742
p7.F10	p26.G7	0.1571	0.1565	0.9963
p7.F10	p2.B9	0.1593	0.1528	0.9588
p7.F10	p3.C1	0.1571	0.1565	0.9963
p7.F10	p3.C8	0.1593	0.1528	0.9588
p7.F10	p6.G8	0.1208	0.1969	1.6297
p7.F10	p7.B1	0.0010	0.0001	0.0833
p7.F10	p25.G7	0.1528	0.1526	0.9990
p7.F10	p24.E1	0.1482	0.1527	1.0307
p7.F10	p5.F9	0.1593	0.1528	0.9588
p7.F10	p1.A9	0.1499	0.1490	0.9940
p7.F10	p3.F1	0.1506	0.1563	1.0380
p7.F10	p6.B2	0.0010	0.0001	0.0833
p7.F10	p24.H5	0.0010	0.0001	0.0832
p7.F10	p13.H12	0.1512	0.1565	1.0351
p7.F10	p26.E6	0.1528	0.1526	0.9990
p7.F10	p4.A6	0.1482	0.1527	1.0307
p7.F10	p23.C3	0.1571	0.1565	0.9963
p7.F10	p24.B8	0.1617	0.1602	0.9908
p7.F10	p11.G8	0.1519	0.1527	1.0052
p7.F10	p22.G7	0.1571	0.1565	0.9963
p7.F10	p11.H6	0.0010	0.0001	0.0833
p7.F10	p26.B8	0.0010	0.0001	0.0748
p7.F10	p26.B10	0.1528	0.1526	0.9990
p23.A3	p12.G7	0.1700	0.1320	0.7763
p23.A3	p23.H1	0.1559	0.1322	0.8480
p23.A3	p26.A2	0.1635	0.1356	0.8296
p23.A3	p26.E9	0.1657	0.1389	0.8382
p23.A3	p26.F2	0.1635	0.1356	0.8296
p23.A3	p26.G7	0.1771	0.1322	0.7465
p23.A3	p2.B9	0.1559	0.1322	0.8480
p23.A3	p3.C1	0.1771	0.1322	0.7465
p23.A3	p3.C8	0.1559	0.1322	0.8480
p23.A3	p7.B1	0.1388	0.1940	1.3976
p23.A3	p25.G7	0.1705	0.1355	0.7947
p23.A3	p24.E1	0.1701	0.1354	0.7957
p23.A3	p5.F9	0.1559	0.1322	0.8480
p23.A3	p1.A9	0.1646	0.1357	0.8243
p23.A3	p3.F1	0.1700	0.1320	0.7763
p23.A3	p6.B2	0.1388	0.1940	1.3976
p23.A3	p24.H5	0.1388	0.1940	1.3976
p23.A3	p13.H12	0.1705	0.1321	0.7748
p23.A3	p26.E6	0.1705	0.1355	0.7947
p23.A3	p4.A6	0.1701	0.1354	0.7957
p23.A3	p23.C3	0.1771	0.1322	0.7465
p23.A3	p24.B8	0.1826	0.1359	0.7441
p23.A3	p11.G8	0.1807	0.1356	0.7500
p23.A3	p22.G7	0.1771	0.1322	0.7465
p23.A3	p11.H6	0.1388	0.1940	1.3976
p23.A3	p26.B8	0.1458	0.1940	1.3305
p23.A3	p26.B10	0.1705	0.1355	0.7947
p23.A3	p4.G8	0.1146	0.1929	1.6836
p23.A3	p7.F10	0.1146	0.1929	1.6836
p20.F12	p11.H9	0.1146	0.1929	1.6836
p20.F12	p12.G7	0.1506	0.1563	1.0380
p20.F12	p23.H1	0.1593	0.1528	0.9588
p20.F12	p26.A2	0.1591	0.1550	0.9742
p20.F12	p26.E9	0.1461	0.1520	1.0405
p20.F12	p26.F2	0.1591	0.1550	0.9742
p20.F12	p26.G7	0.1571	0.1565	0.9963
p20.F12	p2.B9	0.1593	0.1528	0.9588
p20.F12	p3.C1	0.1571	0.1565	0.9963
p20.F12	p3.C8	0.1593	0.1528	0.9588
p20.F12	p6.G8	0.1208	0.1969	1.6297
p20.F12	p7.B1	0.0010	0.0001	0.0833
p20.F12	p25.G7	0.1528	0.1526	0.9990
p20.F12	p24.E1	0.1482	0.1527	1.0307
p20.F12	p5.F9	0.1593	0.1528	0.9588
p20.F12	p1.A9	0.1499	0.1490	0.9940
p20.F12	p3.F1	0.1506	0.1563	1.0380
p20.F12	p6.B2	0.0010	0.0001	0.0833
p20.F12	p24.H5	0.0010	0.0001	0.0833
p20.F12	p13.H12	0.1512	0.1565	1.0351
p20.F12	p26.E6	0.1528	0.1526	0.9990
p20.F12	p4.A6	0.1482	0.1527	1.0307
p20.F12	p23.C3	0.1571	0.1565	0.9963
p20.F12	p24.B8	0.1617	0.1602	0.9908
p20.F12	p11.G8	0.1519	0.1527	1.0052
p20.F12	p22.G7	0.1571	0.1565	0.9963
p20.F12	p11.H6	0.0010	0.0001	0.0833
p20.F12	p26.B8	0.0010	0.0001	0.0748
p20.F12	p26.B10	0.1528	0.1526	0.9990
p20.F12	p23.A3	0.1146	0.1929	1.6836
p4.D2	p11.H9	0.1807	0.1356	0.7500
p4.D2	p23.H1	0.1743	0.0085	0.0487
p4.D2	p26.A2	0.2322	0.0113	0.0488
p4.D2	p26.E9	0.1130	0.0085	0.0748
p4.D2	p26.F2	0.2322	0.0113	0.0488
p4.D2	p2.B9	0.1743	0.0085	0.0487
p4.D2	p3.C8	0.1743	0.0085	0.0487
p4.D2	p6.G8	0.1846	0.1392	0.7540
p4.D2	p7.B1	0.1391	0.1529	1.0996
p4.D2	p25.G7	0.0010	0.0000	0.0158
p4.D2	p24.E1	0.0010	0.0000	0.0238
p4.D2	p5.F9	0.1743	0.0085	0.0487
p4.D2	p1.A9	0.1392	0.0056	0.0405
p4.D2	p6.B2	0.1391	0.1529	1.0996
p4.D2	p24.H5	0.1391	0.1529	1.0996
p4.D2	p26.E6	0.0010	0.0000	0.0158
p4.D2	p4.A6	0.0010	0.0000	0.0238
p4.D2	p11.H6	0.1391	0.1529	1.0996
p4.D2	p26.B8	0.1439	0.1529	1.0623
p4.D2	p26.B10	0.0010	0.0000	0.0158
p4.D2	p4.G8	0.1519	0.1527	1.0052
p4.D2	p7.F10	0.1519	0.1527	1.0052
p4.D2	p23.A3	0.1807	0.1356	0.7500
p4.D2	p20.F12	0.1519	0.1527	1.0052
p4.F9	p11.H9	0.1146	0.1929	1.6836
p4.F9	p12.G7	0.1506	0.1563	1.0380
p4.F9	p23.H1	0.1593	0.1528	0.9588
p4.F9	p26.A2	0.1591	0.1550	0.9742
p4.F9	p26.E9	0.1461	0.1520	1.0405
p4.F9	p26.F2	0.1591	0.1550	0.9742
p4.F9	p26.G7	0.1571	0.1565	0.9963
p4.F9	p2.B9	0.1593	0.1528	0.9588
p4.F9	p3.C1	0.1571	0.1565	0.9963
p4.F9	p3.C8	0.1593	0.1528	0.9588
p4.F9	p6.G8	0.1208	0.1969	1.6297
p4.F9	p7.B1	0.0010	0.0001	0.0833
p4.F9	p25.G7	0.1528	0.1526	0.9990
p4.F9	p24.E1	0.1482	0.1527	1.0307
p4.F9	p5.F9	0.1593	0.1528	0.9588
p4.F9	p1.A9	0.1499	0.1490	0.9940
p4.F9	p3.F1	0.1506	0.1563	1.0380
p4.F9	p6.B2	0.0010	0.0001	0.0833
p4.F9	p24.H5	0.0010	0.0001	0.0833
p4.F9	p13.H12	0.1512	0.1565	1.0351
p4.F9	p26.E6	0.1528	0.1526	0.9990
p4.F9	p4.A6	0.1482	0.1527	1.0307
p4.F9	p23.C3	0.1571	0.1565	0.9963
p4.F9	p24.B8	0.1617	0.1602	0.9908
p4.F9	p11.G8	0.1519	0.1527	1.0052
p4.F9	p22.G7	0.1571	0.1565	0.9963
p4.F9	p11.H6	0.0010	0.0001	0.0833
p4.F9	p26.B8	0.0010	0.0001	0.0748
p4.F9	p26.B10	0.1528	0.1526	0.9990
p4.F9	p23.A3	0.1146	0.1929	1.6836
p4.F9	p4.D2	0.1519	0.1527	1.0052
p4.E1	p11.H9	0.1705	0.1355	0.7947
p4.E1	p12.G7	0.1176	0.0028	0.0239
p4.E1	p23.H1	0.1739	0.0085	0.0488
p4.E1	p26.A2	0.2317	0.0113	0.0489
p4.E1	p26.E9	0.1128	0.0085	0.0750
p4.E1	p26.F2	0.2317	0.0113	0.0489
p4.E1	p26.G7	0.1779	0.0028	0.0158
p4.E1	p2.B9	0.1739	0.0085	0.0488
p4.E1	p3.C1	0.1779	0.0028	0.0158
p4.E1	p3.C8	0.1739	0.0085	0.0488
p4.E1	p6.G8	0.1797	0.1392	0.7745
p4.E1	p7.B1	0.1402	0.1529	1.0905
p4.E1	p5.F9	0.1739	0.0085	0.0488
p4.E1	p1.A9	0.0986	0.0056	0.0572
