Gene_1	Gene_2	dnds	dN	dS
p3.F1	p3.C1	0.0206	0.0043	0.2109
p3.F1	p6.G8	0.0010	0.0001	0.1341
p3.F1	p7.B1	0.0010	0.0000	0.0360
p3.F1	p25.G7	0.0582	0.0043	0.0738
p3.F1	p24.E1	0.0582	0.0043	0.0738
p3.F1	p1.A9	0.0010	0.0000	0.0360
p6.B2	p11.H9	0.0252	0.0043	0.1710
p6.B2	p12.G7	0.0010	0.0001	0.0908
p6.B2	p23.H1	0.0010	0.0000	0.0338
p6.B2	p26.A2	0.0010	0.0000	0.0345
p6.B2	p26.E9	0.0010	0.0000	0.0360
p6.B2	p26.F2	0.0010	0.0000	0.0342
p6.B2	p26.G7	0.0207	0.0043	0.2094
p6.B2	p2.B9	0.0010	0.0000	0.0360
p6.B2	p3.C1	0.0207	0.0043	0.2094
p6.B2	p3.C8	0.0010	0.0000	0.0360
p6.B2	p6.G8	0.0010	0.0001	0.1332
p6.B2	p25.G7	0.0586	0.0043	0.0732
p6.B2	p24.E1	0.0586	0.0043	0.0732
p6.B2	p5.F9	0.0010	0.0000	0.0360
p6.B2	p3.F1	0.0010	0.0000	0.0360
p24.H5	p11.H9	0.0252	0.0043	0.1710
p24.H5	p12.G7	0.0010	0.0001	0.0908
p24.H5	p23.H1	0.0010	0.0000	0.0360
p24.H5	p26.A2	0.0010	0.0000	0.0360
p24.H5	p26.E9	0.0010	0.0000	0.0360
p24.H5	p26.F2	0.0010	0.0000	0.0360
p24.H5	p26.G7	0.0207	0.0043	0.2094
p24.H5	p2.B9	0.0010	0.0000	0.0360
p24.H5	p3.C1	0.0207	0.0043	0.2094
p24.H5	p3.C8	0.0010	0.0000	0.0360
p24.H5	p6.G8	0.0010	0.0001	0.1332
p24.H5	p25.G7	0.0586	0.0043	0.0732
p24.H5	p24.E1	0.0586	0.0043	0.0732
p24.H5	p5.F9	0.0010	0.0000	0.0345
p24.H5	p3.F1	0.0010	0.0000	0.0360
p13.H12	p11.H9	0.0252	0.0043	0.1710
p13.H12	p12.G7	0.0010	0.0001	0.0908
p13.H12	p23.H1	0.0010	0.0000	0.0360
p13.H12	p26.A2	0.0010	0.0000	0.0360
p13.H12	p26.E9	0.0010	0.0000	0.0360
p13.H12	p26.F2	0.0010	0.0000	0.0360
p13.H12	p26.G7	0.0207	0.0043	0.2094
p13.H12	p2.B9	0.0010	0.0000	0.0344
p13.H12	p3.C1	0.0207	0.0043	0.2094
p13.H12	p3.C8	0.0010	0.0000	0.0360
p13.H12	p6.G8	0.0010	0.0001	0.1332
p13.H12	p25.G7	0.0586	0.0043	0.0732
p13.H12	p24.E1	0.0586	0.0043	0.0732
p13.H12	p5.F9	0.0010	0.0000	0.0360
p13.H12	p3.F1	0.0010	0.0000	0.0360
p26.E6	p11.H9	0.0684	0.0087	0.1271
p26.E6	p12.G7	0.0825	0.0043	0.0525
p26.E6	p23.H1	0.0582	0.0043	0.0738
p26.E6	p26.A2	0.0582	0.0043	0.0738
p26.E6	p26.E9	0.0582	0.0043	0.0738
p26.E6	p26.F2	0.0582	0.0043	0.0738
p26.E6	p26.G7	0.0534	0.0087	0.1635
p26.E6	p2.B9	0.0582	0.0043	0.0738
p26.E6	p3.C1	0.0534	0.0087	0.1635
p26.E6	p3.C8	0.0582	0.0043	0.0738
p26.E6	p6.G8	0.0327	0.0043	0.1316
p26.E6	p7.B1	0.0586	0.0043	0.0732
p26.E6	p5.F9	0.0582	0.0043	0.0738
p26.E6	p1.A9	0.0586	0.0043	0.0732
p26.E6	p3.F1	0.0582	0.0043	0.0738
p26.E6	p6.B2	0.0586	0.0043	0.0732
p26.E6	p24.H5	0.0586	0.0043	0.0732
p26.E6	p13.H12	0.0586	0.0043	0.0732
p4.A6	p11.H9	0.0684	0.0087	0.1271
p4.A6	p12.G7	0.0825	0.0043	0.0525
p4.A6	p23.H1	0.0582	0.0043	0.0738
p4.A6	p26.A2	0.0582	0.0043	0.0738
p4.A6	p26.E9	0.0582	0.0043	0.0738
p4.A6	p26.F2	0.0582	0.0043	0.0738
p4.A6	p26.G7	0.0534	0.0087	0.1635
p4.A6	p2.B9	0.0582	0.0043	0.0738
p4.A6	p3.C1	0.0534	0.0087	0.1635
p4.A6	p3.C8	0.0582	0.0043	0.0738
p4.A6	p6.G8	0.0327	0.0043	0.1316
p4.A6	p7.B1	0.0586	0.0043	0.0732
p4.A6	p5.F9	0.0582	0.0043	0.0738
p4.A6	p1.A9	0.0586	0.0043	0.0732
p4.A6	p3.F1	0.0582	0.0043	0.0738
p4.A6	p6.B2	0.0586	0.0043	0.0732
p4.A6	p24.H5	0.0586	0.0043	0.0732
p4.A6	p13.H12	0.0586	0.0043	0.0732
p23.C3	p11.H9	0.0688	0.0087	0.1268
p23.C3	p12.G7	0.0336	0.0043	0.1294
p23.C3	p23.H1	0.0594	0.0043	0.0725
p23.C3	p26.A2	0.0594	0.0043	0.0725
p23.C3	p26.E9	0.0594	0.0043	0.0725
p23.C3	p26.F2	0.0594	0.0043	0.0725
p23.C3	p26.G7	0.0537	0.0088	0.1631
p23.C3	p2.B9	0.0594	0.0043	0.0725
p23.C3	p3.C1	0.0537	0.0088	0.1631
p23.C3	p3.C8	0.0594	0.0043	0.0725
p23.C3	p6.G8	0.0329	0.0043	0.1312
p23.C3	p7.B1	0.0384	0.0043	0.1120
p23.C3	p25.G7	0.0780	0.0087	0.1112
p23.C3	p24.E1	0.0780	0.0087	0.1112
p23.C3	p5.F9	0.0594	0.0043	0.0725
p23.C3	p1.A9	0.0384	0.0043	0.1120
p23.C3	p3.F1	0.0594	0.0043	0.0725
p23.C3	p6.B2	0.0384	0.0043	0.1120
p23.C3	p24.H5	0.0384	0.0043	0.1120
p23.C3	p13.H12	0.0384	0.0043	0.1120
p23.C3	p26.E6	0.0780	0.0087	0.1112
p23.C3	p4.A6	0.0780	0.0087	0.1112
p24.B8	p11.H9	0.0596	0.0087	0.1464
p24.B8	p12.G7	0.0616	0.0043	0.0704
p24.B8	p23.H1	0.0794	0.0043	0.0542
p24.B8	p26.A2	0.0794	0.0043	0.0542
p24.B8	p26.E9	0.0794	0.0043	0.0542
p24.B8	p26.F2	0.0794	0.0043	0.0542
p24.B8	p26.G7	0.0478	0.0088	0.1832
p24.B8	p2.B9	0.0794	0.0043	0.0542
p24.B8	p3.C1	0.0478	0.0088	0.1832
p24.B8	p3.C8	0.0794	0.0043	0.0542
p24.B8	p6.G8	0.0390	0.0043	0.1105
p24.B8	p7.B1	0.0799	0.0043	0.0539
p24.B8	p25.G7	0.1633	0.0087	0.0531
p24.B8	p24.E1	0.1633	0.0087	0.0531
p24.B8	p5.F9	0.0794	0.0043	0.0542
p24.B8	p1.A9	0.0799	0.0043	0.0538
p24.B8	p3.F1	0.0794	0.0043	0.0542
p24.B8	p6.B2	0.0799	0.0043	0.0539
p24.B8	p24.H5	0.0799	0.0043	0.0538
p24.B8	p13.H12	0.0799	0.0043	0.0538
p24.B8	p26.E6	0.1633	0.0087	0.0531
p24.B8	p4.A6	0.1633	0.0087	0.0531
p24.B8	p23.C3	0.0664	0.0087	0.1310
p11.G8	p11.H9	0.0010	0.0000	0.0470
p11.G8	p12.G7	0.0353	0.0044	0.1236
p11.G8	p23.H1	0.0226	0.0043	0.1918
p11.G8	p26.A2	0.0226	0.0043	0.1918
p11.G8	p26.E9	0.0226	0.0043	0.1918
p11.G8	p26.F2	0.0226	0.0043	0.1918
p11.G8	p26.G7	0.0010	0.0000	0.0155
p11.G8	p2.B9	0.0226	0.0043	0.1918
p11.G8	p3.C1	0.0010	0.0000	0.0161
p11.G8	p3.C8	0.0226	0.0043	0.1918
p11.G8	p6.G8	0.0344	0.0043	0.1259
p11.G8	p7.B1	0.0227	0.0043	0.1905
p11.G8	p25.G7	0.0599	0.0087	0.1455
p11.G8	p24.E1	0.0599	0.0087	0.1455
p11.G8	p5.F9	0.0226	0.0043	0.1918
p11.G8	p1.A9	0.0227	0.0043	0.1905
p11.G8	p3.F1	0.0226	0.0043	0.1918
p11.G8	p6.B2	0.0227	0.0043	0.1905
p11.G8	p24.H5	0.0227	0.0043	0.1905
p11.G8	p13.H12	0.0227	0.0043	0.1905
p11.G8	p26.E6	0.0599	0.0087	0.1455
p11.G8	p4.A6	0.0599	0.0087	0.1455
p11.G8	p23.C3	0.0602	0.0087	0.1451
p11.G8	p24.B8	0.0529	0.0087	0.1649
p22.G7	p11.H9	0.0010	0.0001	0.0859
p22.G7	p12.G7	0.0352	0.0044	0.1242
p22.G7	p23.H1	0.0225	0.0043	0.1925
p22.G7	p26.A2	0.0225	0.0043	0.1925
p22.G7	p26.E9	0.0225	0.0043	0.1925
p22.G7	p26.F2	0.0225	0.0043	0.1925
p22.G7	p26.G7	0.0010	0.0000	0.0494
p22.G7	p2.B9	0.0225	0.0043	0.1925
p22.G7	p3.C1	0.0010	0.0000	0.0494
p22.G7	p3.C8	0.0225	0.0043	0.1925
p22.G7	p6.G8	0.0261	0.0043	0.1663
p22.G7	p7.B1	0.0227	0.0043	0.1912
p22.G7	p25.G7	0.0597	0.0087	0.1460
p22.G7	p24.E1	0.0597	0.0087	0.1460
p22.G7	p5.F9	0.0225	0.0043	0.1925
p22.G7	p1.A9	0.0227	0.0043	0.1912
p22.G7	p3.F1	0.0225	0.0043	0.1925
p22.G7	p6.B2	0.0227	0.0043	0.1912
p22.G7	p24.H5	0.0227	0.0043	0.1912
p22.G7	p13.H12	0.0227	0.0043	0.1912
p22.G7	p26.E6	0.0597	0.0087	0.1460
p22.G7	p4.A6	0.0597	0.0087	0.1460
p22.G7	p23.C3	0.0600	0.0088	0.1457
p22.G7	p24.B8	0.0528	0.0087	0.1656
p22.G7	p11.G8	0.0010	0.0000	0.0330
p11.H6	p11.H9	0.0251	0.0043	0.1722
p11.H6	p12.G7	0.0010	0.0001	0.0914
p11.H6	p26.G7	0.0206	0.0043	0.2109
p11.H6	p3.C1	0.0206	0.0043	0.2109
p11.H6	p6.G8	0.0010	0.0001	0.1341
p11.H6	p7.B1	0.0010	0.0000	0.0360
p11.H6	p25.G7	0.0582	0.0043	0.0738
p11.H6	p24.E1	0.0582	0.0043	0.0738
p11.H6	p1.A9	0.0010	0.0000	0.0360
p11.H6	p6.B2	0.0010	0.0000	0.0360
p11.H6	p24.H5	0.0010	0.0000	0.0360
p11.H6	p13.H12	0.0010	0.0000	0.0360
p11.H6	p26.E6	0.0582	0.0043	0.0738
p11.H6	p4.A6	0.0582	0.0043	0.0738
p11.H6	p23.C3	0.0594	0.0043	0.0725
p11.H6	p24.B8	0.0794	0.0043	0.0542
p11.H6	p11.G8	0.0226	0.0043	0.1918
p11.H6	p22.G7	0.0225	0.0043	0.1925
p26.B8	p11.H9	0.0449	0.0087	0.1931
p26.B8	p12.G7	0.0389	0.0043	0.1109
p26.B8	p23.H1	0.0780	0.0043	0.0550
p26.B8	p26.A2	0.0780	0.0043	0.0550
p26.B8	p26.E9	0.0780	0.0043	0.0550
p26.B8	p26.F2	0.0780	0.0043	0.0550
p26.B8	p26.G7	0.0375	0.0087	0.2322
p26.B8	p2.B9	0.0780	0.0043	0.0550
p26.B8	p3.C1	0.0375	0.0087	0.2322
p26.B8	p3.C8	0.0780	0.0043	0.0550
p26.B8	p6.G8	0.0277	0.0043	0.1552
p26.B8	p7.B1	0.0785	0.0043	0.0546
p26.B8	p25.G7	0.0010	0.0001	0.0541
p26.B8	p24.E1	0.0010	0.0001	0.0541
p26.B8	p5.F9	0.0780	0.0043	0.0550
p26.B8	p1.A9	0.0785	0.0043	0.0546
p26.B8	p3.F1	0.0780	0.0043	0.0550
p26.B8	p6.B2	0.0785	0.0043	0.0546
p26.B8	p24.H5	0.0785	0.0043	0.0546
p26.B8	p13.H12	0.0785	0.0043	0.0546
p26.B8	p26.E6	0.0010	0.0001	0.0541
p26.B8	p4.A6	0.0010	0.0001	0.0541
p26.B8	p23.C3	0.0653	0.0087	0.1324
p26.B8	p24.B8	0.1188	0.0086	0.0727
p26.B8	p11.G8	0.0407	0.0087	0.2131
p26.B8	p22.G7	0.0407	0.0087	0.2135
p26.B8	p11.H6	0.0780	0.0043	0.0550
p26.B10	p11.H9	0.0684	0.0087	0.1271
p26.B10	p12.G7	0.0825	0.0043	0.0525
p26.B10	p23.H1	0.0582	0.0043	0.0738
p26.B10	p26.A2	0.0582	0.0043	0.0738
p26.B10	p26.E9	0.0582	0.0043	0.0738
p26.B10	p26.F2	0.0582	0.0043	0.0738
p26.B10	p26.G7	0.0534	0.0087	0.1635
p26.B10	p2.B9	0.0582	0.0043	0.0738
p26.B10	p3.C1	0.0534	0.0087	0.1635
p26.B10	p3.C8	0.0582	0.0043	0.0738
p26.B10	p6.G8	0.0327	0.0043	0.1316
p26.B10	p7.B1	0.0586	0.0043	0.0732
p26.B10	p5.F9	0.0582	0.0043	0.0738
p26.B10	p1.A9	0.0586	0.0043	0.0732
p26.B10	p3.F1	0.0582	0.0043	0.0738
p26.B10	p6.B2	0.0586	0.0043	0.0732
p26.B10	p24.H5	0.0586	0.0043	0.0732
p26.B10	p13.H12	0.0586	0.0043	0.0732
p26.B10	p23.C3	0.0780	0.0087	0.1112
p26.B10	p24.B8	0.1633	0.0087	0.0531
p26.B10	p11.G8	0.0599	0.0087	0.1455
p26.B10	p22.G7	0.0597	0.0087	0.1460
p26.B10	p11.H6	0.0582	0.0043	0.0738
p26.B10	p26.B8	0.0010	0.0001	0.0541
p4.G8	p11.H9	0.0684	0.0087	0.1271
p4.G8	p12.G7	0.0825	0.0043	0.0525
p4.G8	p23.H1	0.0582	0.0043	0.0738
p4.G8	p26.A2	0.0582	0.0043	0.0738
p4.G8	p26.E9	0.0582	0.0043	0.0738
p4.G8	p26.F2	0.0582	0.0043	0.0738
p4.G8	p26.G7	0.0534	0.0087	0.1635
p4.G8	p2.B9	0.0582	0.0043	0.0738
p4.G8	p3.C1	0.0534	0.0087	0.1635
p4.G8	p3.C8	0.0582	0.0043	0.0738
p4.G8	p6.G8	0.0327	0.0043	0.1316
p4.G8	p7.B1	0.0586	0.0043	0.0732
p4.G8	p5.F9	0.0582	0.0043	0.0738
p4.G8	p1.A9	0.0586	0.0043	0.0732
p4.G8	p3.F1	0.0582	0.0043	0.0738
p4.G8	p6.B2	0.0586	0.0043	0.0732
p4.G8	p24.H5	0.0586	0.0043	0.0732
p4.G8	p13.H12	0.0586	0.0043	0.0732
p4.G8	p23.C3	0.0780	0.0087	0.1112
p4.G8	p24.B8	0.1633	0.0087	0.0531
p4.G8	p11.G8	0.0599	0.0087	0.1455
p4.G8	p22.G7	0.0597	0.0087	0.1460
p4.G8	p11.H6	0.0582	0.0043	0.0738
p4.G8	p26.B8	0.0010	0.0001	0.0541
p7.F10	p11.H9	0.0684	0.0087	0.1271
p7.F10	p12.G7	0.0825	0.0043	0.0525
p7.F10	p23.H1	0.0582	0.0043	0.0738
p7.F10	p26.A2	0.0582	0.0043	0.0738
p7.F10	p26.E9	0.0582	0.0043	0.0738
p7.F10	p26.F2	0.0582	0.0043	0.0738
p7.F10	p26.G7	0.0534	0.0087	0.1635
p7.F10	p2.B9	0.0582	0.0043	0.0738
p7.F10	p3.C1	0.0534	0.0087	0.1635
p7.F10	p3.C8	0.0582	0.0043	0.0738
p7.F10	p6.G8	0.0327	0.0043	0.1316
p7.F10	p7.B1	0.0586	0.0043	0.0732
p7.F10	p5.F9	0.0582	0.0043	0.0738
p7.F10	p1.A9	0.0586	0.0043	0.0732
p7.F10	p3.F1	0.0582	0.0043	0.0738
p7.F10	p6.B2	0.0586	0.0043	0.0732
p7.F10	p24.H5	0.0586	0.0043	0.0732
p7.F10	p13.H12	0.0586	0.0043	0.0732
p7.F10	p23.C3	0.0780	0.0087	0.1112
p7.F10	p24.B8	0.1633	0.0087	0.0531
p7.F10	p11.G8	0.0599	0.0087	0.1455
p7.F10	p22.G7	0.0597	0.0087	0.1460
p7.F10	p11.H6	0.0582	0.0043	0.0738
p7.F10	p26.B8	0.0010	0.0001	0.0541
p23.A3	p11.H9	0.0295	0.0043	0.1471
p23.A3	p12.G7	0.0010	0.0001	0.0705
p23.A3	p23.H1	0.0010	0.0001	0.0543
p23.A3	p26.A2	0.0010	0.0001	0.0543
p23.A3	p26.E9	0.0010	0.0001	0.0543
p23.A3	p26.F2	0.0010	0.0001	0.0543
p23.A3	p26.G7	0.0236	0.0043	0.1841
p23.A3	p2.B9	0.0010	0.0001	0.0543
p23.A3	p3.C1	0.0236	0.0043	0.1841
p23.A3	p3.C8	0.0010	0.0001	0.0543
p23.A3	p6.G8	0.0010	0.0001	0.1106
p23.A3	p7.B1	0.0010	0.0000	0.0170
p23.A3	p25.G7	0.0807	0.0043	0.0533
p23.A3	p24.E1	0.0807	0.0043	0.0533
p23.A3	p5.F9	0.0010	0.0001	0.0543
p23.A3	p1.A9	0.0010	0.0000	0.0170
p23.A3	p3.F1	0.0010	0.0001	0.0543
p23.A3	p6.B2	0.0010	0.0000	0.0177
p23.A3	p24.H5	0.0010	0.0000	0.0177
p23.A3	p13.H12	0.0010	0.0000	0.0170
p23.A3	p26.E6	0.0807	0.0043	0.0533
p23.A3	p4.A6	0.0807	0.0043	0.0533
p23.A3	p23.C3	0.0328	0.0043	0.1316
p23.A3	p24.B8	0.1238	0.0043	0.0349
p23.A3	p11.G8	0.0262	0.0043	0.1657
p23.A3	p22.G7	0.0261	0.0043	0.1664
p23.A3	p11.H6	0.0010	0.0001	0.0543
p23.A3	p26.B8	0.0588	0.0043	0.0731
p23.A3	p26.B10	0.0807	0.0043	0.0533
p23.A3	p4.G8	0.0807	0.0043	0.0533
p23.A3	p7.F10	0.0807	0.0043	0.0533
p20.F12	p11.H9	0.0684	0.0087	0.1271
p20.F12	p12.G7	0.0825	0.0043	0.0525
p20.F12	p23.H1	0.0582	0.0043	0.0738
p20.F12	p26.A2	0.0582	0.0043	0.0738
p20.F12	p26.E9	0.0582	0.0043	0.0738
p20.F12	p26.F2	0.0582	0.0043	0.0738
p20.F12	p26.G7	0.0534	0.0087	0.1635
p20.F12	p2.B9	0.0582	0.0043	0.0738
p20.F12	p3.C1	0.0534	0.0087	0.1635
p20.F12	p3.C8	0.0582	0.0043	0.0738
p20.F12	p6.G8	0.0327	0.0043	0.1316
p20.F12	p7.B1	0.0586	0.0043	0.0732
p20.F12	p5.F9	0.0582	0.0043	0.0738
p20.F12	p1.A9	0.0586	0.0043	0.0732
p20.F12	p3.F1	0.0582	0.0043	0.0738
p20.F12	p6.B2	0.0586	0.0043	0.0732
p20.F12	p24.H5	0.0586	0.0043	0.0732
p20.F12	p13.H12	0.0586	0.0043	0.0732
p20.F12	p23.C3	0.0780	0.0087	0.1112
p20.F12	p24.B8	0.1633	0.0087	0.0531
p20.F12	p11.G8	0.0599	0.0087	0.1455
p20.F12	p22.G7	0.0597	0.0087	0.1460
p20.F12	p11.H6	0.0582	0.0043	0.0738
p20.F12	p26.B8	0.0010	0.0001	0.0541
p20.F12	p23.A3	0.0807	0.0043	0.0533
p4.D2	p11.H9	0.0010	0.0001	0.0504
p4.D2	p12.G7	0.0353	0.0044	0.1236
p4.D2	p23.H1	0.0226	0.0043	0.1918
p4.D2	p26.A2	0.0226	0.0043	0.1918
p4.D2	p26.E9	0.0226	0.0043	0.1918
p4.D2	p26.F2	0.0226	0.0043	0.1918
p4.D2	p26.G7	0.0010	0.0000	0.0161
p4.D2	p2.B9	0.0226	0.0043	0.1918
p4.D2	p3.C1	0.0010	0.0000	0.0161
p4.D2	p3.C8	0.0226	0.0043	0.1918
p4.D2	p6.G8	0.0344	0.0043	0.1259
p4.D2	p7.B1	0.0227	0.0043	0.1905
p4.D2	p25.G7	0.0599	0.0087	0.1455
p4.D2	p24.E1	0.0599	0.0087	0.1455
p4.D2	p5.F9	0.0226	0.0043	0.1918
p4.D2	p1.A9	0.0227	0.0043	0.1905
p4.D2	p3.F1	0.0226	0.0043	0.1918
p4.D2	p6.B2	0.0227	0.0043	0.1905
p4.D2	p24.H5	0.0227	0.0043	0.1905
p4.D2	p13.H12	0.0227	0.0043	0.1905
p4.D2	p26.E6	0.0599	0.0087	0.1455
p4.D2	p4.A6	0.0599	0.0087	0.1455
p4.D2	p23.C3	0.0602	0.0087	0.1451
p4.D2	p24.B8	0.0529	0.0087	0.1649
p4.D2	p22.G7	0.0010	0.0000	0.0330
p4.D2	p11.H6	0.0226	0.0043	0.1918
p4.D2	p26.B8	0.0407	0.0087	0.2131
p4.D2	p26.B10	0.0599	0.0087	0.1455
p4.D2	p4.G8	0.0599	0.0087	0.1455
p4.D2	p7.F10	0.0599	0.0087	0.1455
p4.D2	p23.A3	0.0262	0.0043	0.1657
p4.D2	p20.F12	0.0599	0.0087	0.1455
p4.F9	p11.H9	0.0684	0.0087	0.1271
p4.F9	p12.G7	0.0825	0.0043	0.0525
p4.F9	p23.H1	0.0582	0.0043	0.0738
p4.F9	p26.A2	0.0582	0.0043	0.0738
p4.F9	p26.E9	0.0582	0.0043	0.0738
p4.F9	p26.F2	0.0582	0.0043	0.0738
p4.F9	p26.G7	0.0534	0.0087	0.1635
p4.F9	p2.B9	0.0582	0.0043	0.0738
p4.F9	p3.C1	0.0534	0.0087	0.1635
p4.F9	p3.C8	0.0582	0.0043	0.0738
p4.F9	p6.G8	0.0327	0.0043	0.1316
p4.F9	p7.B1	0.0586	0.0043	0.0732
p4.F9	p5.F9	0.0582	0.0043	0.0738
p4.F9	p1.A9	0.0586	0.0043	0.0732
p4.F9	p3.F1	0.0582	0.0043	0.0738
p4.F9	p6.B2	0.0586	0.0043	0.0732
p4.F9	p24.H5	0.0586	0.0043	0.0732
p4.F9	p13.H12	0.0586	0.0043	0.0732
p4.F9	p23.C3	0.0780	0.0087	0.1112
p4.F9	p24.B8	0.1633	0.0087	0.0531
p4.F9	p11.G8	0.0599	0.0087	0.1455
p4.F9	p22.G7	0.0597	0.0087	0.1460
p4.F9	p11.H6	0.0582	0.0043	0.0738
p4.F9	p26.B8	0.0010	0.0001	0.0541
p4.F9	p23.A3	0.0807	0.0043	0.0533
p4.F9	p4.D2	0.0599	0.0087	0.1455
p4.E1	p11.H9	0.0684	0.0087	0.1271
p4.E1	p12.G7	0.0825	0.0043	0.0525
p4.E1	p23.H1	0.0582	0.0043	0.0738
p4.E1	p26.A2	0.0582	0.0043	0.0738
p4.E1	p26.E9	0.0582	0.0043	0.0738
